horizon_min,model_id,algo,automl_rank,tau,base_side,n,coverage,wins,win_rate,base_wins,selected_baseline_win_rate,directional_edge,n_long,long_win_rate,n_short,short_win_rate,tie_rate,mean_confidence
2,DeepLearning_grid_2_AutoML_2_20260923_180332_model_3,DeepLearning,4,0.075,1,203,0.0504222553402881,102,0.502463054187192,101,0.497536945812808,0.00492610837438429,87,0.528735632183908,116,0.482758620689655,0.0394088669950739,0.104832999640503
2,GBM_5_AutoML_2_20260923_180332,GBM,5,0,1,4026,1,1792,0.445106805762543,1822,0.452558370591158,-0.00745156482861403,2485,0.450704225352113,1541,0.436080467229072,0.10655737704918,0.055539585263659
2,GBM_5_AutoML_2_20260923_180332,GBM,5,0.025,1,2802,0.695976154992548,1214,0.433261955745896,1258,0.448965024982156,-0.0157030692362599,1830,0.438251366120219,972,0.423868312757202,0.110635260528194,0.0743838513201861
2,GBM_5_AutoML_2_20260923_180332,GBM,5,0.05,1,1835,0.45578738201689,811,0.441961852861035,817,0.445231607629428,-0.00326975476839242,1248,0.443108974358974,587,0.439522998296423,0.114441416893733,0.0942512548305146
2,GBM_5_AutoML_2_20260923_180332,GBM,5,0.075,1,1095,0.271982116244411,493,0.450228310502283,495,0.452054794520548,-0.0018264840182648,755,0.456953642384106,340,0.435294117647059,0.111415525114155,0.116010195870808
2,DeepLearning_grid_3_AutoML_2_20260923_180332_model_3,DeepLearning,6,0,1,4026,1,1822,0.452558370591158,1822,0.452558370591158,0,4026,0.452558370591158,0,,0.10655737704918,0.0593621747789048
2,DeepLearning_grid_3_AutoML_2_20260923_180332_model_3,DeepLearning,6,0.025,1,4026,1,1822,0.452558370591158,1822,0.452558370591158,0,4026,0.452558370591158,0,,0.10655737704918,0.0593621747789048
2,DeepLearning_grid_3_AutoML_2_20260923_180332_model_3,DeepLearning,6,0.05,1,4026,1,1822,0.452558370591158,1822,0.452558370591158,0,4026,0.452558370591158,0,,0.10655737704918,0.0593621747789048
2,GBM_2_AutoML_2_20260923_180332,GBM,7,0,1,4026,1,1807,0.448832588176851,1822,0.452558370591158,-0.00372578241430704,2317,0.453172205438067,1709,0.442949093036864,0.10655737704918,0.0596179184365884
2,GBM_2_AutoML_2_20260923_180332,GBM,7,0.025,1,2925,0.726527570789866,1323,0.452307692307692,1307,0.446837606837607,0.00547008547008548,1753,0.451226468910439,1172,0.453924914675768,0.104957264957265,0.0774011444854169
2,GBM_2_AutoML_2_20260923_180332,GBM,7,0.05,1,1951,0.484600099354198,881,0.451563300871348,874,0.447975397232189,0.00358790363915945,1226,0.451876019575856,725,0.451034482758621,0.104049205535623,0.0975126219247565
2,GBM_2_AutoML_2_20260923_180332,GBM,7,0.075,1,1242,0.30849478390462,572,0.460547504025765,567,0.456521739130435,0.00402576489533013,787,0.463786531130877,455,0.454945054945055,0.100644122383253,0.117859645705166
2,GBM_1_AutoML_2_20260923_180332,GBM,8,0,1,4026,1,1783,0.442871336313959,1822,0.452558370591158,-0.00968703427719825,2358,0.44910941475827,1668,0.434052757793765,0.10655737704918,0.059168911398689
2,GBM_1_AutoML_2_20260923_180332,GBM,8,0.025,1,2987,0.741927471435668,1323,0.442919317040509,1349,0.451623702711751,-0.00870438567124204,1802,0.448390677025527,1185,0.434599156118144,0.108135252761969,0.075356778816136
2,GBM_1_AutoML_2_20260923_180332,GBM,8,0.05,1,2029,0.503974167908594,909,0.44800394282898,914,0.45046821094135,-0.0024642681123706,1251,0.451638689048761,778,0.442159383033419,0.105963528831937,0.0933189416957718
2,GBM_1_AutoML_2_20260923_180332,GBM,8,0.075,1,1288,0.319920516641828,578,0.448757763975155,571,0.44332298136646,0.00543478260869562,831,0.450060168471721,457,0.446389496717724,0.110248447204969,0.11139913109576
2,GBM_grid_1_AutoML_2_20260923_180332_model_7,GBM,9,0,1,4026,1,1852,0.460009935419772,1822,0.452558370591158,0.00745156482861398,2457,0.463980463980464,1569,0.453792224346718,0.10655737704918,0.0551867237665313
2,GBM_grid_1_AutoML_2_20260923_180332_model_7,GBM,9,0.025,1,2840,0.70541480377546,1304,0.459154929577465,1270,0.447183098591549,0.0119718309859155,1809,0.459369817578773,1031,0.458777885548012,0.108098591549296,0.0731175945280047
2,GBM_grid_1_AutoML_2_20260923_180332_model_7,GBM,9,0.05,1,1830,0.454545454545455,852,0.465573770491803,827,0.451912568306011,0.0136612021857923,1228,0.465798045602606,602,0.465116279069768,0.102732240437158,0.0932191513060964
2,GBM_grid_1_AutoML_2_20260923_180332_model_7,GBM,9,0.075,1,1057,0.2625434674615,474,0.448438978240303,482,0.45600756859035,-0.00756859035004726,735,0.45578231292517,322,0.43167701863354,0.101229895931883,0.116127902092364
2,XRT_1_AutoML_2_20260923_180332,DRF,10,0,1,4026,1,1773,0.440387481371088,1822,0.452558370591158,-0.0121708892200696,2293,0.447012647187091,1733,0.431621465666474,0.10655737704918,0.0728816126451272
2,XRT_1_AutoML_2_20260923_180332,DRF,10,0.025,1,3110,0.772478887232986,1368,0.439871382636656,1392,0.447588424437299,-0.00771704180064309,1839,0.442088091353997,1271,0.436664044059795,0.110289389067524,0.090676115204092
2,XRT_1_AutoML_2_20260923_180332,DRF,10,0.05,1,2363,0.586934923000497,1026,0.434193821413458,1058,0.447735928903936,-0.0135421074904782,1419,0.438336856941508,944,0.427966101694915,0.106644096487516,0.107531630527189
2,XRT_1_AutoML_2_20260923_180332,DRF,10,0.075,1,1653,0.410581222056632,727,0.439806412583182,721,0.436176648517846,0.00362976406533577,1017,0.432645034414946,636,0.45125786163522,0.107078039927405,0.127171208180095
2,GBM_grid_1_AutoML_2_20260923_180332_model_4,GBM,11,0,1,4026,1,1800,0.447093889716841,1822,0.452558370591158,-0.00546448087431695,2225,0.449887640449438,1801,0.44364242087729,0.10655737704918,0.0755409311770084
2,GBM_grid_1_AutoML_2_20260923_180332_model_4,GBM,11,0.025,1,3160,0.784898161947342,1421,0.449683544303798,1440,0.455696202531646,-0.00601265822784808,1777,0.454698930782217,1383,0.443239334779465,0.104113924050633,0.092833344714926
2,GBM_grid_1_AutoML_2_20260923_180332_model_4,GBM,11,0.05,1,2408,0.598112270243418,1091,0.453073089700997,1083,0.449750830564784,0.00332225913621265,1384,0.453757225433526,1024,0.4521484375,0.107142857142857,0.110276092034093
2,GBM_grid_1_AutoML_2_20260923_180332_model_4,GBM,11,0.075,1,1703,0.423000496770989,776,0.455666470933647,759,0.445684086905461,0.00998238402818552,1001,0.456543456543457,702,0.454415954415954,0.103934233705226,0.130105968771999
2,GBM_4_AutoML_2_20260923_180332,GBM,12,0,1,4026,1,1817,0.451316443119722,1822,0.452558370591158,-0.0012419274714357,2311,0.45175248810039,1715,0.450728862973761,0.10655737704918,0.081757453276016
2,GBM_4_AutoML_2_20260923_180332,GBM,12,0.025,1,3254,0.808246398410333,1489,0.457590657652121,1480,0.454824830977259,0.00276582667486175,1914,0.462382445141066,1340,0.450746268656716,0.106330669944683,0.0981708423316555
2,GBM_4_AutoML_2_20260923_180332,GBM,12,0.05,1,2511,0.623695976154993,1135,0.452011150935882,1152,0.458781362007168,-0.00677021107128634,1490,0.463758389261745,1021,0.43486777668952,0.106730386300279,0.116009578687703
2,GBM_4_AutoML_2_20260923_180332,GBM,12,0.075,1,1880,0.466964729259811,853,0.453723404255319,863,0.459042553191489,-0.00531914893617019,1139,0.467076382791923,741,0.433198380566802,0.10531914893617,0.134084218959777
2,DRF_1_AutoML_2_20260923_180332,DRF,13,0,1,4026,1,1793,0.445355191256831,1822,0.452558370591158,-0.0072031793343269,2285,0.455579868708972,1741,0.431935669155658,0.10655737704918,0.0724713850360313
2,DRF_1_AutoML_2_20260923_180332,DRF,13,0.025,1,3152,0.782911077993045,1444,0.458121827411168,1447,0.459073604060914,-0.000951776649746161,1800,0.472777777777778,1352,0.438609467455621,0.102791878172589,0.0890684338117116
2,DRF_1_AutoML_2_20260923_180332,DRF,13,0.05,1,2371,0.588922006954794,1116,0.470687473639814,1091,0.460143399409532,0.0105440742302826,1393,0.481694185211773,978,0.455010224948875,0.0974272458878111,0.106201545928677
2,DRF_1_AutoML_2_20260923_180332,DRF,13,0.075,1,1668,0.414307004470939,797,0.477817745803357,777,0.465827338129496,0.0119904076738609,1016,0.488188976377953,652,0.461656441717791,0.0869304556354916,0.124840511237697
2,GBM_3_AutoML_2_20260923_180332,GBM,14,0,1,4026,1,1799,0.446845504222553,1822,0.452558370591158,-0.00571286636860408,2355,0.450955414012739,1671,0.441053261520048,0.10655737704918,0.0682788565725745
2,GBM_3_AutoML_2_20260923_180332,GBM,14,0.025,1,3080,0.765027322404372,1375,0.446428571428571,1411,0.458116883116883,-0.0116883116883117,1885,0.455172413793104,1195,0.432635983263598,0.10487012987013,0.0854632479850074
2,GBM_3_AutoML_2_20260923_180332,GBM,14,0.05,1,2235,0.555141579731744,1008,0.451006711409396,1008,0.451006711409396,0,1400,0.455714285714286,835,0.44311377245509,0.109619686800895,0.103742046306865
2,GBM_3_AutoML_2_20260923_180332,GBM,14,0.075,1,1518,0.377049180327869,679,0.44729907773386,668,0.440052700922266,0.00724637681159424,960,0.447916666666667,558,0.446236559139785,0.116600790513834,0.123361731358357
2,DeepLearning_grid_2_AutoML_2_20260923_180332_model_2,DeepLearning,15,0,1,4026,1,1809,0.449329359165425,1822,0.452558370591158,-0.00322901142573279,3603,0.449347765750763,423,0.449172576832151,0.10655737704918,0.0275922776200919
2,DeepLearning_grid_2_AutoML_2_20260923_180332_model_2,DeepLearning,15,0.025,1,877,0.217834078489816,397,0.452679589509692,420,0.478905359179019,-0.0262257696693273,563,0.468916518650089,314,0.423566878980892,0.0695553021664766,0.111123841944671
2,DeepLearning_grid_2_AutoML_2_20260923_180332_model_2,DeepLearning,15,0.05,1,654,0.162444113263785,291,0.444954128440367,317,0.484709480122324,-0.0397553516819572,426,0.469483568075117,228,0.399122807017544,0.0749235474006116,0.136477997266274
2,DeepLearning_grid_2_AutoML_2_20260923_180332_model_2,DeepLearning,15,0.075,1,501,0.124441132637854,215,0.429141716566866,244,0.487025948103792,-0.0578842315369261,323,0.461300309597523,178,0.370786516853933,0.0798403193612774,0.159319083958411
2,DeepLearning_grid_1_AutoML_2_20260923_180332_model_2,DeepLearning,16,0,1,4026,1,1771,0.439890710382514,1822,0.452558370591158,-0.0126676602086439,2701,0.445760829322473,1325,0.427924528301887,0.10655737704918,0.0739950302072084
2,DeepLearning_grid_1_AutoML_2_20260923_180332_model_2,DeepLearning,16,0.025,1,2891,0.718082463984103,1268,0.438602559667935,1298,0.448979591836735,-0.0103770321687997,2068,0.44294003868472,823,0.427703523693803,0.109650639916984,0.0984822192416256
2,DeepLearning_grid_1_AutoML_2_20260923_180332_model_2,DeepLearning,16,0.05,1,2088,0.518628912071535,929,0.44492337164751,929,0.44492337164751,0,1617,0.44465058750773,471,0.445859872611465,0.105842911877395,0.122111805714279
2,DeepLearning_grid_1_AutoML_2_20260923_180332_model_2,DeepLearning,16,0.075,1,1521,0.37779433681073,679,0.446416831032216,684,0.449704142011834,-0.00328731097961871,1247,0.445068163592622,274,0.452554744525548,0.0927021696252466,0.144418518127809
2,DeepLearning_grid_2_AutoML_2_20260923_180332_model_1,DeepLearning,17,0,1,4026,1,1777,0.441381023348237,1822,0.452558370591158,-0.011177347242921,2433,0.449650637073572,1593,0.428750784682988,0.10655737704918,0.0579739416791073
2,DeepLearning_grid_2_AutoML_2_20260923_180332_model_1,DeepLearning,17,0.025,1,2673,0.663934426229508,1199,0.448559670781893,1252,0.468387579498691,-0.0198279087167976,1647,0.465088038858531,1026,0.422027290448343,0.0912832023943135,0.081177972927561
2,DeepLearning_grid_2_AutoML_2_20260923_180332_model_1,DeepLearning,17,0.05,1,1736,0.431197218082464,784,0.451612903225806,814,0.46889400921659,-0.0172811059907834,1118,0.462432915921288,618,0.432038834951456,0.0823732718894009,0.105115973464374
2,DeepLearning_grid_2_AutoML_2_20260923_180332_model_1,DeepLearning,17,0.075,1,1122,0.278688524590164,498,0.443850267379679,539,0.480392156862745,-0.036541889483066,777,0.462033462033462,345,0.402898550724638,0.0748663101604278,0.129027017499386
2,GBM_grid_1_AutoML_2_20260923_180332_model_2,GBM,18,0,1,4026,1,1841,0.457277694982613,1822,0.452558370591158,0.0047193243914555,2338,0.460650128314799,1688,0.45260663507109,0.10655737704918,0.0719791830549737
2,GBM_grid_1_AutoML_2_20260923_180332_model_2,GBM,18,0.025,1,3111,0.772727272727273,1437,0.461909353905497,1425,0.458052073288332,0.00385728061716489,1848,0.469155844155844,1263,0.451306413301663,0.102860816457731,0.0894645013359058
2,GBM_grid_1_AutoML_2_20260923_180332_model_2,GBM,18,0.05,1,2248,0.558370591157476,1040,0.462633451957295,1045,0.464857651245552,-0.00222419928825623,1369,0.473338203067933,879,0.445961319681456,0.099644128113879,0.109583787974024
2,GBM_grid_1_AutoML_2_20260923_180332_model_2,GBM,18,0.075,1,1576,0.391455538996523,731,0.463832487309645,735,0.466370558375635,-0.00253807106598986,979,0.474974463738509,597,0.445561139028476,0.102791878172589,0.12992556306675
2,DeepLearning_1_AutoML_2_20260923_180332,DeepLearning,19,0,1,4026,1,1834,0.455538996522603,1822,0.452558370591158,0.0029806259314456,3939,0.453414572226453,87,0.551724137931035,0.10655737704918,0.0908072603451956
2,DeepLearning_1_AutoML_2_20260923_180332,DeepLearning,19,0.025,1,3779,0.938648782911078,1714,0.453559142630326,1714,0.453559142630326,0,3753,0.453237410071943,26,0.5,0.107700449854459,0.0958266147073205
2,DeepLearning_1_AutoML_2_20260923_180332,DeepLearning,19,0.05,1,3246,0.806259314456036,1472,0.453481207640173,1471,0.453173136167591,0.000308071472581661,3237,0.453197405004634,9,0.555555555555556,0.107516943930992,0.105119117272153
2,DeepLearning_1_AutoML_2_20260923_180332,DeepLearning,19,0.075,1,2429,0.603328365623448,1123,0.462330177027583,1122,0.46191848497324,0.000411692054343382,2426,0.462077493816983,3,0.666666666666667,0.104158089748868,0.119325332637364
2,DeepLearning_grid_3_AutoML_2_20260923_180332_model_2,DeepLearning,20,0,1,4026,1,1788,0.444113263785395,1822,0.452558370591158,-0.00844510680576255,2779,0.447283195394027,1247,0.437048917401764,0.10655737704918,0.0442232268150484
2,DeepLearning_grid_3_AutoML_2_20260923_180332_model_2,DeepLearning,20,0.025,1,1641,0.407600596125186,727,0.443022547227301,750,0.457038391224863,-0.0140158439975625,1011,0.449060336300692,630,0.433333333333333,0.0981109079829372,0.0913005741914779
2,DeepLearning_grid_3_AutoML_2_20260923_180332_model_2,DeepLearning,20,0.05,1,1097,0.272478887232986,467,0.425706472196901,483,0.440291704649043,-0.0145852324521422,672,0.421130952380952,425,0.432941176470588,0.0966271649954421,0.118585231519137
2,DeepLearning_grid_3_AutoML_2_20260923_180332_model_2,DeepLearning,20,0.075,1,723,0.179582712369598,315,0.435684647302905,325,0.449515905947441,-0.0138312586445367,433,0.438799076212471,290,0.431034482758621,0.0982019363762102,0.147690703348562
2,DeepLearning_grid_1_AutoML_2_20260923_180332_model_3,DeepLearning,21,0,1,4026,1,1792,0.445106805762543,1822,0.452558370591158,-0.00745156482861403,2022,0.45351137487636,2004,0.436626746506986,0.10655737704918,0.0856902183417647
2,DeepLearning_grid_1_AutoML_2_20260923_180332_model_3,DeepLearning,21,0.025,1,3237,0.804023845007452,1468,0.453506333024405,1471,0.45443311708372,-0.000926784059314178,1621,0.46020974706971,1616,0.446782178217822,0.103181958603645,0.103560909055053
2,DeepLearning_grid_1_AutoML_2_20260923_180332_model_3,DeepLearning,21,0.05,1,2511,0.623695976154993,1132,0.450816407805655,1128,0.449223416965353,0.00159299084030268,1291,0.450038729666925,1220,0.451639344262295,0.102747909199522,0.122658072524501
2,DeepLearning_grid_1_AutoML_2_20260923_180332_model_3,DeepLearning,21,0.075,1,1857,0.461251862891207,858,0.462035541195477,834,0.449111470113086,0.012924071082391,959,0.451511991657977,898,0.473273942093541,0.0953150242326333,0.144031596032999
2,GBM_grid_1_AutoML_2_20260923_180332_model_1,GBM,22,0,1,4026,1,1795,0.445851962245405,1822,0.452558370591158,-0.00670640834575265,2259,0.455511288180611,1767,0.43350311262026,0.10655737704918,0.0958649484765706
2,GBM_grid_1_AutoML_2_20260923_180332_model_1,GBM,22,0.025,1,3399,0.844262295081967,1524,0.448367166813769,1541,0.453368637834657,-0.00500147102088849,1923,0.459178367134685,1476,0.434281842818428,0.106501912327155,0.111251610654931
2,GBM_grid_1_AutoML_2_20260923_180332_model_1,GBM,22,0.05,1,2749,0.68281172379533,1244,0.452528192069844,1255,0.456529647144416,-0.00400145507457256,1578,0.465779467680608,1171,0.43467122117848,0.108039287013459,0.128884571138566
2,GBM_grid_1_AutoML_2_20260923_180332_model_1,GBM,22,0.075,1,2192,0.544461003477397,992,0.452554744525548,996,0.454379562043796,-0.00182481751824815,1299,0.458814472671286,893,0.443449048152296,0.0985401459854015,0.145933526067363
2,GBM_grid_1_AutoML_2_20260923_180332_model_6,GBM,23,0,1,4026,1,1832,0.455042225534029,1822,0.452558370591158,0.00248385494287129,2257,0.461231723526806,1769,0.447145279819107,0.10655737704918,0.0910563006459823
2,GBM_grid_1_AutoML_2_20260923_180332_model_6,GBM,23,0.025,1,3374,0.838052657724789,1544,0.457617071724956,1525,0.451985773562537,0.00563129816241847,1917,0.460615545122587,1457,0.453671928620453,0.105216360403082,0.106248178014809
2,GBM_grid_1_AutoML_2_20260923_180332_model_6,GBM,23,0.05,1,2698,0.670144063586687,1215,0.450333580429948,1205,0.446627131208302,0.00370644922164565,1545,0.450485436893204,1153,0.450130095403296,0.106004447739066,0.123504738007329
2,GBM_grid_1_AutoML_2_20260923_180332_model_6,GBM,23,0.075,1,2079,0.516393442622951,931,0.447811447811448,907,0.436267436267436,0.0115440115440116,1202,0.440099833610649,877,0.458380843785633,0.105820105820106,0.141668951615862
2,DeepLearning_grid_1_AutoML_2_20260923_180332_model_1,DeepLearning,24,0,1,4026,1,1813,0.450322901142573,1822,0.452558370591158,-0.00223546944858422,2523,0.449464922711058,1503,0.451763140385895,0.10655737704918,0.122701619244556
2,DeepLearning_grid_1_AutoML_2_20260923_180332_model_1,DeepLearning,24,0.025,1,3496,0.868355688027819,1580,0.451945080091533,1569,0.448798627002288,0.00314645308924483,2259,0.447985834440018,1237,0.459175424413905,0.106121281464531,0.139338941585646
2,DeepLearning_grid_1_AutoML_2_20260923_180332_model_1,DeepLearning,24,0.05,1,2961,0.735469448584203,1345,0.454238432961837,1319,0.445457615670382,0.00878081729145558,1962,0.446483180428135,999,0.46946946946947,0.102668017561635,0.15774781819795
2,DeepLearning_grid_1_AutoML_2_20260923_180332_model_1,DeepLearning,24,0.075,1,2517,0.625186289120715,1147,0.45570123162495,1140,0.452920143027414,0.00278108859753679,1713,0.452422650321074,804,0.462686567164179,0.100119189511323,0.174532544062148
2,GBM_grid_1_AutoML_2_20260923_180332_model_5,GBM,25,0,1,4026,1,1792,0.445106805762543,1822,0.452558370591158,-0.00745156482861403,2223,0.452991452991453,1803,0.435385468663339,0.10655737704918,0.142448107422757
2,GBM_grid_1_AutoML_2_20260923_180332_model_5,GBM,25,0.025,1,3568,0.886239443616493,1588,0.445067264573991,1605,0.449831838565022,-0.00476457399103136,1984,0.450100806451613,1584,0.438762626262626,0.106502242152466,0.159086955441344
2,GBM_grid_1_AutoML_2_20260923_180332_model_5,GBM,25,0.05,1,3167,0.786636860407352,1414,0.44647931796653,1427,0.450584149036944,-0.00410483107041365,1777,0.452447945976365,1390,0.438848920863309,0.104831070413641,0.174446959394037
2,GBM_grid_1_AutoML_2_20260923_180332_model_5,GBM,25,0.075,1,2787,0.692250372578241,1231,0.441693577323287,1258,0.451381413706494,-0.00968783638320775,1573,0.448823903369358,1214,0.432454695222405,0.105489773950484,0.189636637990205
3,GLM_1_AutoML_3_20260923_181403,GLM,1,0,1,4026,1,1847,0.458768007948336,1809,0.449329359165425,0.00943864878291112,3716,0.451829924650162,310,0.541935483870968,0.0914058618976652,0.0134974034902118
3,GLM_1_AutoML_3_20260923_181403,GLM,1,0.025,1,374,0.092896174863388,194,0.518716577540107,197,0.526737967914439,-0.00802139037433158,358,0.525139664804469,16,0.375,0.0401069518716578,0.0374265155500703
3,GLM_1_AutoML_3_20260923_181403,GLM,1,0.05,1,53,0.0131644311972181,28,0.528301886792453,25,0.471698113207547,0.0566037735849057,50,0.5,3,1,0,0.0698856075164591
3,GLM_1_AutoML_3_20260923_181403,GLM,1,0.075,1,11,0.00273224043715847,6,0.545454545454545,6,0.545454545454545,0,11,0.545454545454545,0,,0,0.10526936816726
3,GBM_grid_1_AutoML_3_20260923_181403_model_3,GBM,2,0,1,4026,1,1840,0.457029309488326,1809,0.449329359165425,0.00769995032290116,2693,0.453769030820646,1333,0.463615903975994,0.0914058618976652,0.0373917352516236
3,GBM_grid_1_AutoML_3_20260923_181403_model_3,GBM,2,0.025,1,2161,0.536761053154496,1013,0.468764460897733,970,0.44886626561777,0.019898195279963,1523,0.460932370321733,638,0.487460815047022,0.0874595094863489,0.059222812855783
3,GBM_grid_1_AutoML_3_20260923_181403_model_3,GBM,2,0.05,1,1011,0.251117734724292,506,0.500494559841741,477,0.471810089020772,0.0286844708209693,698,0.497134670487106,313,0.507987220447284,0.0850642927794263,0.0856789983968433
3,GBM_grid_1_AutoML_3_20260923_181403_model_3,GBM,2,0.075,1,499,0.12394436164928,256,0.513026052104208,244,0.488977955911824,0.0240480961923847,351,0.50997150997151,148,0.52027027027027,0.0641282565130261,0.111091487675686
3,DeepLearning_grid_3_AutoML_3_20260923_181403_model_3,DeepLearning,3,0,1,4026,1,1807,0.448832588176851,1809,0.449329359165425,-0.000496770988574258,4016,0.448954183266932,10,0.4,0.0914058618976652,0.016486155808677
3,DeepLearning_grid_3_AutoML_3_20260923_181403_model_3,DeepLearning,3,0.025,1,66,0.0163934426229508,37,0.560606060606061,37,0.560606060606061,0,58,0.568965517241379,8,0.5,0,0.0414193812920858
3,DeepLearning_grid_3_AutoML_3_20260923_181403_model_3,DeepLearning,3,0.05,1,7,0.00173869846000994,5,0.714285714285714,5,0.714285714285714,0,3,1,4,0.5,0,0.0962861456443079
3,DeepLearning_grid_3_AutoML_3_20260923_181403_model_3,DeepLearning,3,0.075,1,4,0.000993541977148534,3,0.75,2,0.5,0.25,1,1,3,0.666666666666667,0,0.125762152570082
3,GBM_1_AutoML_3_20260923_181403,GBM,4,0,1,4026,1,1831,0.454793840039742,1809,0.449329359165425,0.00546448087431695,2293,0.446576537287396,1733,0.465666474321985,0.0914058618976652,0.0610742675171086
3,GBM_1_AutoML_3_20260923_181403,GBM,4,0.025,1,3029,0.752359662195728,1390,0.458897325850116,1363,0.449983492901948,0.00891383294816772,1796,0.451559020044543,1233,0.469586374695864,0.0911191812479366,0.0770071323135112
3,GBM_1_AutoML_3_20260923_181403,GBM,4,0.05,1,2097,0.520864381520119,953,0.45445875059609,936,0.446351931330472,0.00810681926561752,1291,0.446165762974438,806,0.467741935483871,0.0944206008583691,0.0945556855799485
3,GBM_1_AutoML_3_20260923_181403,GBM,4,0.075,1,1335,0.331594634873323,605,0.453183520599251,598,0.447940074906367,0.00524344569288387,854,0.444964871194379,481,0.467775467775468,0.0936329588014981,0.113517242305028
3,GBM_5_AutoML_3_20260923_181403,GBM,5,0,1,4026,1,1829,0.454297069051167,1809,0.449329359165425,0.00496770988574269,2403,0.451518934665002,1623,0.458410351201479,0.0914058618976652,0.0562556435543206
3,GBM_5_AutoML_3_20260923_181403,GBM,5,0.025,1,2800,0.695479384003974,1287,0.459642857142857,1270,0.453571428571429,0.00607142857142856,1728,0.456597222222222,1072,0.46455223880597,0.0882142857142857,0.0755796537006068
3,GBM_5_AutoML_3_20260923_181403,GBM,5,0.05,1,1742,0.432687531048187,818,0.469575200918485,762,0.437428243398393,0.0321469575200918,1114,0.453321364452424,628,0.498407643312102,0.0861079219288175,0.0989113213365141
3,GBM_5_AutoML_3_20260923_181403,GBM,5,0.075,1,1062,0.263785394932936,519,0.488700564971751,472,0.444444444444444,0.044256120527307,679,0.472754050073638,383,0.516971279373368,0.0903954802259887,0.122947966163716
3,GBM_2_AutoML_3_20260923_181403,GBM,6,0,1,4026,1,1839,0.456780923994039,1809,0.449329359165425,0.00745156482861403,2346,0.454390451832907,1680,0.460119047619048,0.0914058618976652,0.0605220235341171
3,GBM_2_AutoML_3_20260923_181403,GBM,6,0.025,1,2913,0.72354694485842,1333,0.457603844833505,1307,0.448678338482664,0.00892550635084105,1750,0.452571428571429,1163,0.465176268271711,0.0875386199794027,0.078970865487185
3,GBM_2_AutoML_3_20260923_181403,GBM,6,0.05,1,1947,0.483606557377049,920,0.472521828454032,893,0.458654340010272,0.0138674884437596,1211,0.471511147811726,736,0.474184782608696,0.0842321520287622,0.0998521251799489
3,GBM_2_AutoML_3_20260923_181403,GBM,6,0.075,1,1227,0.304769001490313,579,0.471882640586797,561,0.45721271393643,0.0146699266503668,768,0.471354166666667,459,0.47276688453159,0.0831295843520782,0.121959002705426
3,GBM_grid_1_AutoML_3_20260923_181403_model_7,GBM,7,0,1,4026,1,1840,0.457029309488326,1809,0.449329359165425,0.00769995032290116,2407,0.451184046530951,1619,0.465719579987647,0.0914058618976652,0.0560664549583685
3,GBM_grid_1_AutoML_3_20260923_181403_model_7,GBM,7,0.025,1,2808,0.697466467958271,1301,0.463319088319088,1288,0.458689458689459,0.00462962962962959,1736,0.463709677419355,1072,0.462686567164179,0.0886752136752137,0.0750656742317923
3,GBM_grid_1_AutoML_3_20260923_181403_model_7,GBM,7,0.05,1,1792,0.445106805762543,853,0.476004464285714,817,0.455915178571429,0.0200892857142858,1129,0.469441984056687,663,0.487179487179487,0.0831473214285714,0.0967864425271694
3,GBM_grid_1_AutoML_3_20260923_181403_model_7,GBM,7,0.075,1,1061,0.263537009438649,508,0.478793590951932,492,0.463713477851084,0.0150801131008482,688,0.476744186046512,373,0.482573726541555,0.0772855796418473,0.121017255472323
3,GBM_3_AutoML_3_20260923_181403,GBM,8,0,1,4026,1,1795,0.445851962245405,1809,0.449329359165425,-0.00347739692001986,2253,0.442077230359521,1773,0.450648618161309,0.0914058618976652,0.0651243752816737
3,GBM_3_AutoML_3_20260923_181403,GBM,8,0.025,1,2957,0.734475906607054,1326,0.448427460263781,1346,0.455191072032465,-0.00676361176868445,1711,0.448860315604909,1246,0.447833065810594,0.0889414947582009,0.0841432283962385
3,GBM_3_AutoML_3_20260923_181403,GBM,8,0.05,1,2059,0.511425732737208,932,0.45264691597863,921,0.447304516755707,0.00534239922292373,1251,0.447641886490807,808,0.46039603960396,0.0903351141330743,0.104619152847145
3,GBM_3_AutoML_3_20260923_181403,GBM,8,0.075,1,1349,0.335072031793343,623,0.46182357301705,617,0.457375833951075,0.00444773906597479,846,0.460992907801419,503,0.463220675944334,0.0852483320978503,0.127367215195745
3,DeepLearning_grid_2_AutoML_3_20260923_181403_model_2,DeepLearning,9,0,1,4026,1,1807,0.448832588176851,1809,0.449329359165425,-0.000496770988574258,3614,0.445766463752075,412,0.475728155339806,0.0914058618976652,0.0346439043537182
3,DeepLearning_grid_2_AutoML_3_20260923_181403_model_2,DeepLearning,9,0.025,1,889,0.220814704421262,423,0.475815523059618,432,0.485939257592801,-0.0101237345331833,601,0.48585690515807,288,0.454861111111111,0.0551181102362205,0.122453735924953
3,DeepLearning_grid_2_AutoML_3_20260923_181403_model_2,DeepLearning,9,0.05,1,676,0.167908594138102,327,0.483727810650888,325,0.480769230769231,0.00295857988165676,467,0.481798715203426,209,0.488038277511962,0.0473372781065089,0.149288871918257
