horizon_min,model_id,algo,automl_rank,tau,base_side,n,coverage,wins,win_rate,base_wins,selected_baseline_win_rate,directional_edge,n_long,long_win_rate,n_short,short_win_rate,tie_rate,mean_confidence
1,GBM_grid_1_AutoML_1_20260923_175254_model_6,GBM,19,0,1,4023,1,1716,0.426547352721849,1713,0.425801640566741,0.000745712155108103,2226,0.428571428571429,1797,0.424040066777963,0.150882426050211,0.0872733311565063
1,GBM_grid_1_AutoML_1_20260923_175254_model_6,GBM,19,0.025,1,3280,0.815311956251554,1404,0.428048780487805,1394,0.425,0.00304878048780488,1864,0.428648068669528,1416,0.42725988700565,0.151524390243902,0.104135877034638
1,GBM_grid_1_AutoML_1_20260923_175254_model_6,GBM,19,0.05,1,2574,0.639821029082774,1121,0.435508935508936,1078,0.418803418803419,0.0167055167055167,1508,0.429045092838196,1066,0.444652908067542,0.146076146076146,0.122481420845802
1,GBM_grid_1_AutoML_1_20260923_175254_model_6,GBM,19,0.075,1,1955,0.48595575441213,864,0.441943734015345,826,0.422506393861893,0.0194373401534527,1189,0.438183347350715,766,0.447780678851175,0.141687979539642,0.141489510595777
1,DeepLearning_1_AutoML_1_20260923_175254,DeepLearning,20,0,1,4023,1,1716,0.426547352721849,1713,0.425801640566741,0.000745712155108103,2030,0.437931034482759,1993,0.414952333166081,0.150882426050211,0.078971207262811
1,DeepLearning_1_AutoML_1_20260923_175254,DeepLearning,20,0.025,1,3016,0.749689286602038,1295,0.429376657824934,1286,0.426392572944297,0.00298408488063662,1516,0.445250659630607,1500,0.413333333333333,0.14920424403183,0.101294532072638
1,DeepLearning_1_AutoML_1_20260923_175254,DeepLearning,20,0.05,1,2202,0.547352721849366,964,0.437783832879201,938,0.425976385104451,0.0118074477747502,1069,0.454630495790458,1133,0.42188879082083,0.13669391462307,0.125046728843448
1,DeepLearning_1_AutoML_1_20260923_175254,DeepLearning,20,0.075,1,1631,0.405418841660452,726,0.445125689760883,707,0.433476394849785,0.0116492949110975,798,0.473684210526316,833,0.417767106842737,0.135499693439608,0.147164827957397
1,DeepLearning_grid_2_AutoML_1_20260923_175254_model_1,DeepLearning,21,0,1,4023,1,1683,0.41834451901566,1713,0.425801640566741,-0.0074571215510813,2332,0.427958833619211,1691,0.40508574807806,0.150882426050211,0.0634514673967895
1,DeepLearning_grid_2_AutoML_1_20260923_175254_model_1,DeepLearning,21,0.025,1,2731,0.678846631866766,1148,0.420358842914683,1163,0.425851336506774,-0.00549249359209081,1715,0.429154518950437,1016,0.405511811023622,0.143903332112779,0.0876679420059205
1,DeepLearning_grid_2_AutoML_1_20260923_175254_model_1,DeepLearning,21,0.05,1,1750,0.434998757146408,746,0.426285714285714,757,0.432571428571429,-0.00628571428571428,1219,0.438063986874487,531,0.39924670433145,0.132571428571429,0.11647084488189
