year,horizon_min,model,tau,n,wins,base_wins_selected,coverage,win_rate,selected_baseline_win_rate,full_n,full_model_wins,full_base_wins,full_model_win_rate,full_baseline_win_rate,selection_gain_vs_full_baseline,selected_directional_edge,n_long,long_wins,long_win_rate,n_short,short_wins,short_win_rate,mean_p_up,mean_confidence
2020,2,Market-state,0.05,2579,1303,1262,0.14583804569102,0.505234587049244,0.489336952307096,17684,9075,9043,0.513175752092287,0.511366206740556,-0.0061316196913126,0.0158976347421481,894,440,0.492170022371365,1685,863,0.512166172106825,0.466488681353014,0.0917490718141378
2020,2,Market-state,0.075,1307,663,626,0.0739086179597376,0.507268553940321,0.478959449120122,17684,9075,9043,0.513175752092287,0.511366206740556,-0.00409765280023511,0.0283091048201989,408,195,0.477941176470588,899,468,0.520578420467186,0.448103421170135,0.122041953340086
2020,2,Market-state,0.1,718,368,350,0.0406016738294504,0.512534818941504,0.487465181058496,17684,9075,9043,0.513175752092287,0.511366206740556,0.00116861220094777,0.0250696378830084,200,100,0.5,518,268,0.517374517374517,0.426418976408671,0.151392993414146
2020,2,Market-state,0.15,258,137,119,0.0145894593983262,0.531007751937985,0.461240310077519,17684,9075,9043,0.513175752092287,0.511366206740556,0.0196415451974281,0.0697674418604652,50,24,0.48,208,113,0.543269230769231,0.369853108539327,0.206996434130667
2020,2,Full,0,17684,9071,9043,1,0.512949558923321,0.511366206740556,17684,9071,9043,0.512949558923321,0.511366206740556,0.00158335218276406,0.00158335218276406,7912,4171,0.527173913043478,9772,4900,0.501432664756447,0.491202584380043,0.0304374321813091
2020,2,Full,0.025,7015,3662,3537,0.396686270074644,0.522024233784747,0.504205274411974,17684,9071,9043,0.512949558923321,0.511366206740556,0.0106580270441905,0.0178189593727726,2582,1383,0.535631293570875,4433,2279,0.514098804421385,0.478042019417758,0.0595135834667759
2020,2,Full,0.05,3044,1550,1490,0.172133001583352,0.509198423127464,0.489487516425756,17684,9071,9043,0.512949558923321,0.511366206740556,-0.00216778361309256,0.0197109067017083,894,445,0.497762863534676,2150,1105,0.513953488372093,0.457067672743004,0.0912294337452263
2020,2,Full,0.075,1500,771,722,0.0848224383623615,0.514,0.481333333333333,17684,9071,9043,0.512949558923321,0.511366206740556,0.00263379325944357,0.0326666666666667,385,189,0.490909090909091,1115,582,0.521973094170404,0.434607901049474,0.122417731375692
2020,2,Full,0.1,825,428,394,0.0466523410992988,0.518787878787879,0.477575757575758,17684,9071,9043,0.512949558923321,0.511366206740556,0.00742167204732236,0.0412121212121212,199,98,0.492462311557789,626,330,0.527156549520767,0.413150731343467,0.151917305297413
2020,2,Full,0.15,295,162,136,0.0166817462112644,0.549152542372881,0.461016949152542,17684,9071,9043,0.512949558923321,0.511366206740556,0.0377863356323249,0.088135593220339,43,23,0.534883720930233,252,139,0.551587301587302,0.346789027398334,0.210709222504742
2021,2,Calendar-only,0,18129,9026,9209,1,0.497876330740802,0.507970654752055,18129,9026,9209,0.497876330740802,0.507970654752055,-0.0100943240112527,-0.0100943240112527,10188,5147,0.505202198665096,7941,3879,0.488477521722705,0.502954656056272,0.0190336372016539
2021,2,Calendar-only,0.025,5243,2572,2664,0.289205140934414,0.490558840358573,0.50810604615678,18129,9026,9209,0.497876330740802,0.507970654752055,-0.0174118143934814,-0.0175472057982071,3239,1616,0.498919419573943,2004,956,0.477045908183633,0.509811901501357,0.0383214378751625
2021,2,Calendar-only,0.05,820,407,406,0.0452313972088918,0.496341463414634,0.495121951219512,18129,9026,9209,0.497876330740802,0.507970654752055,-0.0116291913374206,0.00121951219512195,525,259,0.493333333333333,295,148,0.501694915254237,0.518570727336146,0.0620443909073938
2021,2,Calendar-only,0.075,91,44,45,0.00501958188537702,0.483516483516484,0.494505494505495,18129,9026,9209,0.497876330740802,0.507970654752055,-0.0244541712355712,-0.010989010989011,44,21,0.477272727272727,47,23,0.48936170212766,0.514662956007261,0.0929741964404537
2021,2,Calendar-only,0.1,44,21,21,0.00242705058194054,0.477272727272727,0.477272727272727,18129,9026,9209,0.497876330740802,0.507970654752055,-0.0306979274793274,0,44,21,0.477272727272727,0,0,,0.611306600826614,0.111306600826614
2021,2,Market-state,0,18129,9349,9209,1,0.515693088421866,0.507970654752055,18129,9349,9209,0.515693088421866,0.507970654752055,0.00772243366981085,0.00772243366981085,12983,6706,0.516521605176,5146,2643,0.513602798289934,0.506033423342826,0.0157106406669999
2021,2,Market-state,0.025,2806,1440,1463,0.154779634839208,0.513186029935852,0.521382751247327,18129,9349,9209,0.515693088421866,0.507970654752055,0.005215375183797,-0.00819672131147542,1693,895,0.528647371529829,1113,545,0.489667565139263,0.506712746042709,0.0429453235325081
2021,2,Market-state,0.05,676,335,348,0.0372883225770864,0.495562130177515,0.514792899408284,18129,9349,9209,0.515693088421866,0.507970654752055,-0.0124085245745399,-0.0192307692307692,347,177,0.510086455331412,329,158,0.480243161094225,0.500690977303699,0.0712417058843426
2021,2,Market-state,0.075,206,101,102,0.0113630095427216,0.490291262135922,0.495145631067961,18129,9349,9209,0.515693088421866,0.507970654752055,-0.0176793926161324,-0.00485436893203883,99,48,0.484848484848485,107,53,0.495327102803738,0.494955288768062,0.0976374163438044
2021,2,Market-state,0.1,70,31,39,0.0038612168349054,0.442857142857143,0.557142857142857,18129,9349,9209,0.515693088421866,0.507970654752055,-0.0651135118949119,-0.114285714285714,26,13,0.5,44,18,0.409090909090909,0.471633008578378,0.120834272355871
2021,2,Market-state,0.15,7,4,5,0.00038612168349054,0.571428571428571,0.714285714285714,18129,9349,9209,0.515693088421866,0.507970654752055,0.0634579166765167,-0.142857142857143,4,3,0.75,3,1,0.333333333333333,0.536483177016546,0.174924033988916
2021,2,Full,0,18129,9167,9209,1,0.505653924651112,0.507970654752055,18129,9167,9209,0.505653924651112,0.507970654752055,-0.00231673010094324,-0.00231673010094324,11457,5852,0.510779436152571,6672,3315,0.496852517985612,0.505479179056664,0.018161646799145
2021,2,Full,0.025,4322,2220,2238,0.238402559435159,0.513651087459509,0.517815826006479,18129,9167,9209,0.505653924651112,0.507970654752055,0.00568043270745477,-0.00416473854696897,2860,1498,0.523776223776224,1462,722,0.493844049247606,0.511460806733283,0.041813914110168
2021,2,Full,0.05,991,504,510,0.0546637983341607,0.508577194752775,0.514631685166498,18129,9167,9209,0.505653924651112,0.507970654752055,0.000606540000720246,-0.00605449041372352,567,295,0.520282186948854,424,209,0.492924528301887,0.508089094258349,0.068048031376033
2021,2,Full,0.075,229,114,114,0.0126316950741905,0.497816593886463,0.497816593886463,18129,9167,9209,0.505653924651112,0.507970654752055,-0.0101540608655918,0,113,56,0.495575221238938,116,58,0.5,0.496713120886941,0.0976272462659729
2021,2,Full,0.1,73,30,40,0.00402669755640135,0.410958904109589,0.547945205479452,18129,9167,9209,0.505653924651112,0.507970654752055,-0.0970117506424657,-0.136986301369863,27,12,0.444444444444444,46,18,0.391304347826087,0.470671836590783,0.123727812810099
2021,2,Full,0.15,7,3,4,0.00038612168349054,0.428571428571429,0.571428571428571,18129,9167,9209,0.505653924651112,0.507970654752055,-0.0793992261806262,-0.142857142857143,4,2,0.5,3,1,0.333333333333333,0.533836166399726,0.177949615131503
2022,2,Calendar-only,0,18910,9404,9317,1,0.49730301427816,0.492702273929138,18910,9404,9317,0.49730301427816,0.492702273929138,0.00460074034902169,0.00460074034902169,10465,5138,0.490969899665552,8445,4266,0.505150976909414,0.50383963762506,0.0183394686524169
2022,2,Calendar-only,0.025,5092,2544,2498,0.269275515600212,0.499607227022781,0.49057344854674,18910,9404,9317,0.49730301427816,0.492702273929138,0.00690495309364281,0.00903377847604081,3198,1574,0.492182614133834,1894,970,0.512143611404435,0.510374660835029,0.0364398169339742
2022,2,Calendar-only,0.05,585,292,284,0.0309360126916975,0.499145299145299,0.485470085470085,18910,9404,9317,0.49730301427816,0.492702273929138,0.00644302521616114,0.0136752136752137,391,191,0.48849104859335,194,101,0.520618556701031,0.521039645686222,0.0600870730979321
2022,2,Calendar-only,0.075,47,28,28,0.00248545742993125,0.595744680851064,0.595744680851064,18910,9404,9317,0.49730301427816,0.492702273929138,0.103042406921926,0,47,28,0.595744680851064,0,0,,0.589491233527301,0.0894912335273009
2022,2,Market-state,0,18910,9577,9317,1,0.506451612903226,0.492702273929138,18910,9577,9317,0.506451612903226,0.492702273929138,0.0137493389740878,0.0137493389740878,10656,5320,0.499249249249249,8254,4257,0.51574993942331,0.500187629795001,0.022209395113309
2022,2,Market-state,0.025,5469,2780,2732,0.289212057112639,0.508319619674529,0.499542878039861,18910,9577,9317,0.506451612903226,0.492702273929138,0.0156173457453912,0.00877674163466818,2615,1329,0.508221797323136,2854,1451,0.508409250175193,0.494964683115115,0.0510290666034116
2022,2,Market-state,0.05,1924,977,920,0.10174510840825,0.507796257796258,0.478170478170478,18910,9577,9317,0.506451612903226,0.492702273929138,0.0150939838671198,0.0296257796257796,787,380,0.48284625158831,1137,597,0.525065963060686,0.484431379717864,0.0807421616672889
2022,2,Market-state,0.075,798,387,368,0.0421998942358541,0.484962406015038,0.461152882205514,18910,9577,9317,0.506451612903226,0.492702273929138,-0.00773986791410042,0.0238095238095238,293,125,0.426621160409556,505,262,0.518811881188119,0.473353168655833,0.109192668037211
2022,2,Market-state,0.1,357,159,158,0.0188789000528821,0.445378151260504,0.442577030812325,18910,9577,9317,0.506451612903226,0.492702273929138,-0.0473241226686338,0.00280112044817932,128,44,0.34375,229,115,0.502183406113537,0.466743823756406,0.138457693881311
2022,2,Market-state,0.15,84,31,44,0.0044420941300899,0.369047619047619,0.523809523809524,18910,9577,9317,0.506451612903226,0.492702273929138,-0.123654654881519,-0.154761904761905,31,11,0.354838709677419,53,20,0.377358490566038,0.468574339946035,0.207133261173653
2022,2,Full,0,18910,9614,9317,1,0.508408249603385,0.492702273929138,18910,9614,9317,0.508408249603385,0.492702273929138,0.0157059756742465,0.0157059756742465,9639,4830,0.501089324618736,9271,4784,0.516017689569626,0.498667626269409,0.0231096467612751
2022,2,Full,0.025,5893,3009,2903,0.311634056054997,0.510605803495673,0.492618360767012,18910,9614,9317,0.508408249603385,0.492702273929138,0.0179035295665348,0.0179874427286612,2743,1381,0.503463361283267,3150,1628,0.516825396825397,0.493675850215309,0.0509617351287629
2022,2,Full,0.05,2067,1043,984,0.109307244843998,0.50459603289792,0.476052249637155,18910,9614,9317,0.508408249603385,0.492702273929138,0.0118937589687816,0.0285437832607643,838,399,0.476133651551313,1229,644,0.524003254678601,0.483012466352743,0.0802870191274735
2022,2,Full,0.075,846,418,389,0.0447382337387626,0.494089834515367,0.459810874704492,18910,9614,9317,0.508408249603385,0.492702273929138,0.00138756058622841,0.0342789598108747,299,130,0.434782608695652,547,288,0.526508226691042,0.468944045801808,0.109123264885049
2022,2,Full,0.1,378,175,165,0.0199894235854045,0.462962962962963,0.436507936507937,18910,9614,9317,0.508408249603385,0.492702273929138,-0.029739310966175,0.0264550264550265,122,42,0.344262295081967,256,133,0.51953125,0.455799097073899,0.138694492290092
2022,2,Full,0.15,89,32,49,0.0047065044949762,0.359550561797753,0.550561797752809,18910,9614,9317,0.508408249603385,0.492702273929138,-0.133151712131385,-0.191011235955056,30,11,0.366666666666667,59,21,0.355932203389831,0.452041495429474,0.207542792027919
2023,2,Calendar-only,0,18381,9261,9226,1,0.503835482291497,0.501931342146782,18381,9261,9226,0.503835482291497,0.501931342146782,0.00190414014471463,0.00190414014471463,9738,4922,0.505442596015609,8643,4339,0.502024759921324,0.501783697001364,0.017451900368321
2023,2,Calendar-only,0.025,4406,2228,2232,0.239704042217507,0.505674080798911,0.506581933726736,18381,9261,9226,0.503835482291497,0.501931342146782,0.0037427386521286,-0.000907852927825692,2556,1305,0.51056338028169,1850,923,0.498918918918919,0.505914869205562,0.0361542044789357
2023,2,Calendar-only,0.05,440,216,231,0.0239377618192699,0.490909090909091,0.525,18381,9261,9226,0.503835482291497,0.501931342146782,-0.0110222512376911,-0.0340909090909091,247,127,0.51417004048583,193,89,0.461139896373057,0.510339063577144,0.0606005915908313
2023,2,Calendar-only,0.075,50,28,28,0.00272020020673522,0.56,0.56,18381,9261,9226,0.503835482291497,0.501931342146782,0.058068657853218,0,50,28,0.56,0,0,,0.589934599677426,0.0899345996774258
2023,2,Market-state,0,18381,9257,9226,1,0.503617866274958,0.501931342146782,18381,9257,9226,0.503617866274958,0.501931342146782,0.00168652412817583,0.00168652412817583,13080,6591,0.503899082568807,5301,2666,0.502923976608187,0.503946428330455,0.0116640057787101
2023,2,Market-state,0.025,1654,830,822,0.0899842228388009,0.501813784764208,0.496977025392987,18381,9257,9226,0.503617866274958,0.501931342146782,-0.000117557382574018,0.0048367593712213,846,422,0.498817966903073,808,408,0.504950495049505,0.498256348756762,0.0391035609351503
2023,2,Market-state,0.05,260,122,132,0.0141450410750231,0.469230769230769,0.507692307692308,18381,9257,9226,0.503617866274958,0.501931342146782,-0.0327005729160128,-0.0384615384615384,94,44,0.468085106382979,166,78,0.469879518072289,0.4777168640647,0.0695008018392633
2023,2,Market-state,0.075,67,31,33,0.00364506827702519,0.462686567164179,0.492537313432836,18381,9257,9226,0.503617866274958,0.501931342146782,-0.0392447749826029,-0.0298507462686567,19,8,0.421052631578947,48,23,0.479166666666667,0.454498689268424,0.0985089204653232
2023,2,Market-state,0.1,21,6,12,0.00114248408682879,0.285714285714286,0.571428571428571,18381,9257,9226,0.503617866274958,0.501931342146782,-0.216217056432496,-0.285714285714286,5,1,0.2,16,5,0.3125,0.427724475676272,0.128315419344218
2023,2,Market-state,0.15,3,1,2,0.000163212012404113,0.333333333333333,0.666666666666667,18381,9257,9226,0.503617866274958,0.501931342146782,-0.168598008813449,-0.333333333333333,0,0,,3,1,0.333333333333333,0.329928555848308,0.170071444151692
2023,2,Full,0,18381,9340,9226,1,0.508133398618138,0.501931342146782,18381,9340,9226,0.508133398618138,0.501931342146782,0.0062020564713563,0.0062020564713563,11559,5872,0.508002422354875,6822,3468,0.508355321020229,0.503449189377266,0.0126647252583507
2023,2,Full,0.025,2148,1103,1091,0.116859800881345,0.513500931098696,0.507914338919926,18381,9340,9226,0.508133398618138,0.501931342146782,0.0115695889519144,0.00558659217877089,1234,640,0.518638573743922,914,463,0.50656455142232,0.502565186575013,0.0388908733055369
2023,2,Full,0.05,305,150,149,0.0165932212610848,0.491803278688525,0.488524590163934,18381,9340,9226,0.508133398618138,0.501931342146782,-0.0101280634582575,0.00327868852459018,126,60,0.476190476190476,179,90,0.502793296089386,0.483067473467307,0.0689646375089454
2023,2,Full,0.075,77,35,39,0.00418910831837223,0.454545454545455,0.506493506493507,18381,9340,9226,0.508133398618138,0.501931342146782,-0.0473858876013275,-0.0519480519480519,19,8,0.421052631578947,58,27,0.46551724137931,0.44812235030897,0.0979366834102978
2023,2,Full,0.1,27,10,14,0.00146890811163702,0.37037037037037,0.518518518518519,18381,9340,9226,0.508133398618138,0.501931342146782,-0.131560971776412,-0.148148148148148,5,1,0.2,22,9,0.409090909090909,0.418125721928479,0.125772770380986
2023,2,Full,0.15,3,1,2,0.000163212012404113,0.333333333333333,0.666666666666667,18381,9340,9226,0.508133398618138,0.501931342146782,-0.168598008813449,-0.333333333333333,0,0,,3,1,0.333333333333333,0.326688864604105,0.173311135395895
2024,2,Calendar-only,0,18480,9061,9285,1,0.490313852813853,0.502435064935065,18480,9061,9285,0.490313852813853,0.502435064935065,-0.0121212121212121,-0.0121212121212121,9846,4856,0.493195206175097,8634,4205,0.487028028723651,0.501625620514461,0.0173810891095758
2024,2,Calendar-only,0.025,4215,2088,2153,0.228084415584416,0.495373665480427,0.51079478054567,18480,9061,9285,0.490313852813853,0.502435064935065,-0.00706139945463791,-0.0154211150652431,2176,1101,0.505974264705882,2039,987,0.484060814124571,0.502415551030623,0.0371101945346638
2024,2,Calendar-only,0.05,423,223,229,0.0228896103896104,0.527186761229314,0.541371158392435,18480,9061,9285,0.490313852813853,0.502435064935065,0.0247516962942495,-0.0141843971631206,281,155,0.551601423487545,142,68,0.47887323943662,0.52084792352146,0.0598218569104642
2024,2,Calendar-only,0.075,49,24,24,0.00265151515151515,0.489795918367347,0.489795918367347,18480,9061,9285,0.490313852813853,0.502435064935065,-0.012639146567718,0,49,24,0.489795918367347,0,0,,0.585807685006188,0.085807685006188
2024,2,Market-state,0,18480,9425,9285,1,0.510010822510823,0.502435064935065,18480,9425,9285,0.510010822510823,0.502435064935065,0.00757575757575757,0.00757575757575757,13558,6894,0.508482077002508,4922,2531,0.514221861032101,0.504371478808483,0.0100236562941287
2024,2,Market-state,0.025,1181,643,604,0.0639069264069264,0.544453852667231,0.511430990685859,18480,9425,9285,0.510010822510823,0.502435064935065,0.0420187877321662,0.0330228619813717,712,389,0.546348314606742,469,254,0.541577825159915,0.505864227687589,0.0387316597460001
2024,2,Market-state,0.05,172,84,75,0.00930735930735931,0.488372093023256,0.436046511627907,18480,9425,9285,0.510010822510823,0.502435064935065,-0.0140629719118092,0.0523255813953488,93,40,0.43010752688172,79,44,0.556962025316456,0.498805692017865,0.0689710216888504
2024,2,Market-state,0.075,35,16,17,0.00189393939393939,0.457142857142857,0.485714285714286,18480,9425,9285,0.510010822510823,0.502435064935065,-0.0452922077922078,-0.0285714285714286,10,4,0.4,25,12,0.48,0.445661944788876,0.108074282662909
2024,2,Market-state,0.1,11,5,5,0.000595238095238095,0.454545454545455,0.454545454545455,18480,9425,9285,0.510010822510823,0.502435064935065,-0.0478896103896104,0,3,1,0.333333333333333,8,4,0.5,0.40811492768566,0.157067704336831
2024,2,Market-state,0.15,5,2,3,0.000270562770562771,0.4,0.6,18480,9425,9285,0.510010822510823,0.502435064935065,-0.102435064935065,-0.2,0,0,,5,2,0.4,0.305758955875168,0.194241044124832
2024,2,Full,0,18480,9491,9285,1,0.513582251082251,0.502435064935065,18480,9491,9285,0.513582251082251,0.502435064935065,0.0111471861471861,0.0111471861471861,11636,5966,0.512719147473359,6844,3525,0.515049678550555,0.503995812214021,0.0119969646219917
2024,2,Full,0.025,1769,953,902,0.0957251082251082,0.53872244205766,0.509892594686264,18480,9491,9285,0.513582251082251,0.502435064935065,0.0362873771225948,0.0288298473713963,1142,614,0.537653239929948,627,339,0.54066985645933,0.508756144064074,0.0370552909870466
2024,2,Full,0.05,198,98,91,0.0107142857142857,0.494949494949495,0.45959595959596,18480,9491,9285,0.513582251082251,0.502435064935065,-0.00748556998556999,0.0353535353535354,111,51,0.45945945945946,87,47,0.540229885057471,0.501705486630786,0.0689697420572018
2024,2,Full,0.075,43,18,19,0.00232683982683983,0.418604651162791,0.441860465116279,18480,9491,9285,0.513582251082251,0.502435064935065,-0.0838304137722742,-0.0232558139534884,16,5,0.3125,27,13,0.481481481481482,0.460119115359854,0.104719418700091
2024,2,Full,0.1,13,6,6,0.000703463203463204,0.461538461538462,0.461538461538462,18480,9491,9285,0.513582251082251,0.502435064935065,-0.0408966033966034,0,3,1,0.333333333333333,10,5,0.5,0.399339438707125,0.153633532799178
2024,2,Full,0.15,5,2,3,0.000270562770562771,0.4,0.6,18480,9491,9285,0.513582251082251,0.502435064935065,-0.102435064935065,-0.2,0,0,,5,2,0.4,0.298001091096123,0.201998908903877
2025,2,Calendar-only,0,18573,9262,9440,1,0.498680880848544,0.50826468529586,18573,9262,9440,0.498680880848544,0.50826468529586,-0.00958380444731599,-0.00958380444731599,9691,4910,0.50665565989062,8882,4352,0.489979734294078,0.50182375885887,0.0161133106375466
2025,2,Calendar-only,0.025,4153,2094,2110,0.223604156571367,0.504213821333975,0.508066457982182,18573,9262,9440,0.498680880848544,0.50826468529586,-0.00405086396188414,-0.00385263664820612,2445,1248,0.510429447852761,1708,846,0.495316159250586,0.506865270808859,0.0350171526436907
2025,2,Calendar-only,0.05,288,149,149,0.0155063802293652,0.517361111111111,0.517361111111111,18573,9262,9440,0.498680880848544,0.50826468529586,0.00909642581525161,0,240,125,0.520833333333333,48,24,0.5,0.543352005312004,0.061860353899967
2025,2,Market-state,0,18573,9476,9440,1,0.51020298282453,0.50826468529586,18573,9476,9440,0.51020298282453,0.50826468529586,0.0019382975286707,0.0019382975286707,13101,6722,0.513090603770705,5472,2754,0.503289473684211,0.5031423067053,0.0111004688080593
2025,2,Market-state,0.025,1574,831,814,0.0847466752813224,0.527954256670902,0.51715374841169,18573,9476,9440,0.51020298282453,0.50826468529586,0.0196895713750426,0.0108005082592122,791,431,0.5448798988622,783,400,0.510855683269476,0.495351341725461,0.0445527536792352
2025,2,Market-state,0.05,362,190,184,0.0194906584827438,0.524861878453039,0.50828729281768,18573,9476,9440,0.51020298282453,0.50826468529586,0.0165971931571791,0.0165745856353591,138,75,0.543478260869565,224,115,0.513392857142857,0.472666399103099,0.0800442967386679
2025,2,Market-state,0.075,142,81,71,0.00764550691864535,0.570422535211268,0.5,18573,9476,9440,0.51020298282453,0.50826468529586,0.0621578499154081,0.0704225352112676,30,20,0.666666666666667,112,61,0.544642857142857,0.43257586230022,0.111791069038443
2025,2,Market-state,0.1,55,28,32,0.00296128789102461,0.509090909090909,0.581818181818182,18573,9476,9440,0.51020298282453,0.50826468529586,0.000826223795049486,-0.0727272727272728,11,8,0.727272727272727,44,20,0.454545454545455,0.401452313706578,0.152782051185139
2025,2,Market-state,0.15,20,10,11,0.00107683196037258,0.5,0.55,18573,9476,9440,0.51020298282453,0.50826468529586,-0.00826468529585955,-0.05,3,2,0.666666666666667,17,8,0.470588235294118,0.343756471846441,0.2108974850574
2025,2,Full,0,18573,9464,9440,1,0.509556883648307,0.50826468529586,18573,9464,9440,0.509556883648307,0.50826468529586,0.00129219835244709,0.00129219835244709,11261,5796,0.51469674096439,7312,3668,0.50164113785558,0.502334339789375,0.0135142850246534
2025,2,Full,0.025,2263,1208,1172,0.121843536316158,0.533804684047724,0.517896597437031,18573,9464,9440,0.509556883648307,0.50826468529586,0.0255399987518647,0.0159080866106938,1197,657,0.548872180451128,1066,551,0.516885553470919,0.497149486943392,0.0415986402897689
2025,2,Full,0.05,414,218,212,0.0222904215797125,0.526570048309179,0.51207729468599,18573,9464,9440,0.509556883648307,0.50826468529586,0.0183053630133192,0.0144927536231884,148,82,0.554054054054054,266,136,0.511278195488722,0.467690008680006,0.080056728842053
2025,2,Full,0.075,158,91,73,0.00850697248694341,0.575949367088608,0.462025316455696,18573,9464,9440,0.509556883648307,0.50826468529586,0.067684681792748,0.113924050632911,32,19,0.59375,126,72,0.571428571428571,0.425163367890475,0.114091154629427
2025,2,Full,0.1,67,34,36,0.00360738706724816,0.507462686567164,0.537313432835821,18573,9464,9440,0.509556883648307,0.50826468529586,-0.000801998728695352,-0.0298507462686567,9,6,0.666666666666667,58,28,0.482758620689655,0.38334630412308,0.152465152557225
2025,2,Full,0.15,25,10,16,0.00134603995046573,0.4,0.64,18573,9464,9440,0.509556883648307,0.50826468529586,-0.10826468529586,-0.24,3,2,0.666666666666667,22,8,0.363636363636364,0.33134719961305,0.210721920135028
2026,2,Calendar-only,0,3752,1896,1884,1,0.505330490405117,0.502132196162047,3752,1896,1884,0.505330490405117,0.502132196162047,0.00319829424307028,0.00319829424307028,2076,1052,0.506743737957611,1676,844,0.503579952267303,0.502479950770552,0.0153207314314196
2026,2,Calendar-only,0.025,841,421,442,0.224147121535181,0.500594530321046,0.525564803804994,3752,1896,1884,0.505330490405117,0.502132196162047,-0.00153766584100057,-0.0249702734839476,484,253,0.522727272727273,357,168,0.470588235294118,0.506129747942625,0.0339756908349779
2026,2,Calendar-only,0.05,40,21,21,0.0106609808102345,0.525,0.525,3752,1896,1884,0.505330490405117,0.502132196162047,0.0228678038379531,0,40,21,0.525,0,0,,0.561513184751055,0.0615131847510551
2026,2,Market-state,0,3752,1958,1884,1,0.521855010660981,0.502132196162047,3752,1958,1884,0.521855010660981,0.502132196162047,0.0197228144989339,0.0197228144989339,2522,1306,0.517842981760508,1230,652,0.530081300813008,0.503252193512703,0.0107597622819106
2026,2,Market-state,0.025,311,161,176,0.0828891257995736,0.517684887459807,0.565916398713826,3752,1958,1884,0.521855010660981,0.502132196162047,0.0155526912977602,-0.0482315112540193,166,96,0.578313253012048,145,65,0.448275862068966,0.501582461739479,0.0381732089389967
2026,2,Market-state,0.05,56,28,25,0.0149253731343284,0.5,0.446428571428571,3752,1958,1884,0.521855010660981,0.502132196162047,-0.00213219616204696,0.0535714285714286,27,12,0.444444444444444,29,16,0.551724137931035,0.496737975982883,0.0650314844298268
2026,2,Market-state,0.075,10,3,3,0.00266524520255864,0.3,0.3,3752,1958,1884,0.521855010660981,0.502132196162047,-0.202132196162047,0,6,1,0.166666666666667,4,2,0.5,0.512993609454792,0.0897084999822456
2026,2,Market-state,0.1,2,1,1,0.000533049040511727,0.5,0.5,3752,1958,1884,0.521855010660981,0.502132196162047,-0.00213219616204696,0,0,0,,2,1,0.5,0.392517077083534,0.107482922916466
2026,2,Full,0,3752,1980,1884,1,0.52771855010661,0.502132196162047,3752,1980,1884,0.52771855010661,0.502132196162047,0.0255863539445629,0.0255863539445629,2210,1161,0.525339366515837,1542,819,0.531128404669261,0.502341360641084,0.0127418647487004
2026,2,Full,0.025,419,214,219,0.111673773987207,0.510739856801909,0.522673031026253,3752,1980,1884,0.52771855010661,0.502132196162047,0.00860766063986229,-0.0119331742243437,226,120,0.530973451327434,193,94,0.487046632124352,0.50201135103102,0.0372437434660984
2026,2,Full,0.05,60,30,29,0.0159914712153518,0.5,0.483333333333333,3752,1980,1884,0.52771855010661,0.502132196162047,-0.00213219616204696,0.0166666666666667,31,15,0.483870967741936,29,15,0.517241379310345,0.500096881534411,0.0655953046973652
2026,2,Full,0.075,11,4,4,0.0029317697228145,0.363636363636364,0.363636363636364,3752,1980,1884,0.52771855010661,0.502132196162047,-0.138495832525683,0,5,1,0.2,6,3,0.5,0.489236870103962,0.0902764247815246
2026,2,Full,0.1,2,1,1,0.000533049040511727,0.5,0.5,3752,1980,1884,0.52771855010661,0.502132196162047,-0.00213219616204696,0,0,0,,2,1,0.5,0.390257578209839,0.109742421790161
2017,3,Calendar-only,0,7997,4012,3966,1,0.501688133049894,0.495935975990997,7997,4012,3966,0.501688133049894,0.495935975990997,0.00575215705889703,0.00575215705889703,3812,1929,0.506033578174187,4185,2083,0.497729988052569,0.497919619426808,0.0195340046952921
2017,3,Calendar-only,0.025,2562,1301,1242,0.320370138802051,0.507806401249024,0.484777517564403,7997,4012,3966,0.501688133049894,0.495935975990997,0.0118704252580276,0.0230288836846214,1139,599,0.525899912203688,1423,702,0.493323963457484,0.494635260947193,0.0366753367346411
2017,3,Calendar-only,0.05,323,168,166,0.0403901463048643,0.520123839009288,0.513931888544892,7997,4012,3966,0.501688133049894,0.495935975990997,0.0241878630182913,0.00619195046439625,84,43,0.511904761904762,239,125,0.523012552301255,0.472240045538236,0.0590882112718586
2017,3,Market-state,0,7997,4179,3966,1,0.522570964111542,0.495935975990997,7997,4179,3966,0.522570964111542,0.495935975990997,0.0266349881205452,0.0266349881205452,3855,2034,0.527626459143969,4142,2145,0.517865765330758,0.500331056678559,0.0132281594497357
2017,3,Market-state,0.025,1108,599,562,0.138551956983869,0.540613718411552,0.507220216606498,7997,4179,3966,0.522570964111542,0.495935975990997,0.0446777424205557,0.0333935018050542,579,308,0.531951640759931,529,291,0.550094517958412,0.504890577046128,0.0414997385874102
2017,3,Market-state,0.05,246,127,131,0.0307615355758409,0.516260162601626,0.532520325203252,7997,4179,3966,0.522570964111542,0.495935975990997,0.0203241866106294,-0.016260162601626,158,77,0.487341772151899,88,50,0.568181818181818,0.523353219015301,0.0689077164219736
2017,3,Market-state,0.075,68,33,39,0.00850318869576091,0.485294117647059,0.573529411764706,7997,4179,3966,0.522570964111542,0.495935975990997,-0.0106418583439378,-0.088235294117647,54,24,0.444444444444444,14,9,0.642857142857143,0.557828254213439,0.0940110745398775
