horizon,feature_set,model_id,xgb_depth,target_coverage,confidence_cutoff,selected_n,coverage,wins,win_rate,ci95_lower,ci95_upper,flat_rate,baseline_wr,edge,active_weeks
3,NQ_ONLY,xgb_d3,3,0.05,0.0789493471384049,1075,0.0500139573834559,599,0.557209302325581,0.52692873746486,0.587175882842165,0.026046511627907,0.476279069767442,0.0809302325581395,53
3,NQ_ONLY,xgb_d3,3,0.02,0.0954634582996368,430,0.0200055829533823,245,0.569767441860465,0.521462705294826,0.617105713602374,0.0186046511627907,0.458139534883721,0.111627906976744,53
3,NQ_ONLY,xgb_d3,3,0.01,0.107024322450161,215,0.0100027914766912,123,0.572093023255814,0.50302146147396,0.639148593079943,0.013953488372093,0.423255813953488,0.148837209302326,53
3,NQ_ONLY,xgb_d3,3,0.005,0.120405128002167,108,0.00502465804410533,60,0.555555555555556,0.456806969999629,0.651179922328777,0.0185185185185185,0.37037037037037,0.185185185185185,48
3,NQ_ONLY,xgb_d4,4,0.5,0.0282489359378815,10747,0.5,5640,0.52479761793989,0.515303974959942,0.5342778189558,0.0208430259607332,0.497534195589467,0.0272634223504234,53
3,NQ_ONLY,xgb_d4,4,0.2,0.0524995982646942,4299,0.200009304922304,2328,0.54152128401954,0.526486301338582,0.55649980015013,0.0223307745987439,0.484298674110258,0.0572226099092813,53
3,NQ_ONLY,xgb_d4,4,0.1,0.0681100934743881,2150,0.100027914766912,1223,0.568837209302326,0.547589080155421,0.589897412705664,0.0209302325581395,0.482325581395349,0.0865116279069768,53
3,NQ_ONLY,xgb_d4,4,0.05,0.0837631985545158,1075,0.0500139573834559,611,0.568372093023256,0.538145160958192,0.598223754118891,0.0251162790697674,0.466046511627907,0.102325581395349,53
3,NQ_ONLY,xgb_d4,4,0.02,0.101990849971771,430,0.0200055829533823,246,0.572093023255814,0.523803485387365,0.619383860020906,0.0372093023255814,0.413953488372093,0.158139534883721,53
3,NQ_ONLY,xgb_d4,4,0.01,0.116142573952675,215,0.0100027914766912,129,0.6,0.531181993718183,0.666020449509897,0.027906976744186,0.376744186046512,0.223255813953488,52
3,NQ_ONLY,xgb_d4,4,0.005,0.130946047902107,108,0.00502465804410533,68,0.62962962962963,0.531371540195781,0.720585848250172,0.0185185185185185,0.324074074074074,0.305555555555556,46
3,NQ_ONLY,xgb_d5,5,0.5,0.0293385982513428,10747,0.5,5659,0.526565553177631,0.517073149701745,0.536043556333633,0.0209360751837722,0.501349213734065,0.0252163394435657,53
3,NQ_ONLY,xgb_d5,5,0.2,0.0550530791282654,4299,0.200009304922304,2372,0.551756222377297,0.536742927477703,0.566699130421381,0.0232612235403582,0.48895091881833,0.0628053035589672,53
3,NQ_ONLY,xgb_d5,5,0.1,0.0725696802139282,2150,0.100027914766912,1228,0.571162790697674,0.54992536905886,0.592205935899313,0.0241860465116279,0.471162790697674,0.1,53
3,NQ_ONLY,xgb_d5,5,0.05,0.0882253795862197,1075,0.0500139573834559,623,0.57953488372093,0.549376870051614,0.609256328115963,0.0204651162790698,0.484651162790698,0.0948837209302325,53
3,NQ_ONLY,xgb_d5,5,0.02,0.108970227837563,430,0.0200055829533823,247,0.574418604651163,0.526145313307841,0.621660956522018,0.027906976744186,0.427906976744186,0.146511627906977,53
3,NQ_ONLY,xgb_d5,5,0.01,0.123419049084187,215,0.0100027914766912,122,0.567441860465116,0.498348794452469,0.634649104374427,0.0186046511627907,0.418604651162791,0.148837209302326,52
3,NQ_ONLY,xgb_d5,5,0.005,0.139744061082602,108,0.00502465804410533,63,0.583333333333333,0.484520759469443,0.677457468642603,0.0185185185185185,0.351851851851852,0.231481481481482,50
3,NQ_ES,logit,,0.5,0.0282407076866357,10747,0.5,5647,0.525448962501163,0.515955762379549,0.534928367580662,0.0191681399460315,0.496510654136038,0.0289383083651252,53
3,NQ_ES,logit,,0.2,0.0527804234907852,4299,0.200009304922304,2327,0.541288671784136,0.526253269826575,0.556267923552688,0.0179111421260758,0.497557571528262,0.0437311002558735,53
3,NQ_ES,logit,,0.1,0.0668539652219338,2150,0.100027914766912,1177,0.547441860465116,0.526117161652827,0.56863705223534,0.0148837209302326,0.502790697674419,0.0446511627906976,53
3,NQ_ES,logit,,0.05,0.0795877448488898,1075,0.0500139573834559,602,0.56,0.529731417794227,0.589939277187067,0.012093023255814,0.509767441860465,0.050232558139535,53
3,NQ_ES,logit,,0.02,0.0942875838250594,430,0.0200055829533823,230,0.534883720930233,0.486475509421775,0.582808809996412,0.013953488372093,0.490697674418605,0.0441860465116279,53
3,NQ_ES,logit,,0.01,0.10367158531711,215,0.0100027914766912,117,0.544186046511628,0.475073035554549,0.612063793594039,0.00930232558139535,0.474418604651163,0.0697674418604651,52
3,NQ_ES,logit,,0.005,0.112803536592265,108,0.00502465804410533,57,0.527777777777778,0.429382239868441,0.624611620760113,0.00925925925925926,0.435185185185185,0.0925925925925926,44
3,NQ_ES,ranger,,0.5,0.0243984333820151,10747,0.5,5646,0.525355913278124,0.515862648905366,0.53483543304852,0.0190750907229925,0.500232623057597,0.0251232902205267,53
3,NQ_ES,ranger,,0.2,0.0456475419699596,4299,0.200009304922304,2352,0.547103977669225,0.53208003849248,0.562063857504589,0.0193068155384973,0.494533612468016,0.0525703652012096,53
3,NQ_ES,ranger,,0.1,0.0582331536714029,2150,0.100027914766912,1215,0.565116279069768,0.543851994897255,0.586202798233334,0.0218604651162791,0.492093023255814,0.0730232558139535,53
3,NQ_ES,ranger,,0.05,0.0685892846711463,1075,0.0500139573834559,611,0.568372093023256,0.538145160958192,0.598223754118891,0.0213953488372093,0.488372093023256,0.0800000000000001,53
3,NQ_ES,ranger,,0.02,0.0792632186137703,430,0.0200055829533823,252,0.586046511627907,0.537870248274028,0.633030609675617,0.0186046511627907,0.462790697674419,0.123255813953488,53
3,NQ_ES,ranger,,0.01,0.0875721469841412,215,0.0100027914766912,132,0.613953488372093,0.545343642936664,0.679374563703123,0.0186046511627907,0.390697674418605,0.223255813953488,52
3,NQ_ES,ranger,,0.005,0.0957728627768912,108,0.00502465804410533,65,0.601851851851852,0.503160240083557,0.694810806682626,0.0185185185185185,0.361111111111111,0.240740740740741,45
3,NQ_ES,xgb_d2,2,0.5,0.0267210751771927,10747,0.5,5657,0.526379454731553,0.516886915194876,0.53585769482807,0.0197264352842654,0.49818554015074,0.0281939145808133,53
3,NQ_ES,xgb_d2,2,0.2,0.0476397633552551,4299,0.200009304922304,2367,0.550593161200279,0.535577082174152,0.56554043526656,0.0202372644801117,0.488718306582926,0.0618748546173529,53
