date,event,sourceA,timeA,sourceB,timeB,diff_min
2019-07-10,Fed Chair Powell Testifies,InvestingC(2019-21),2019-07-10 11:00:00-04:00,InvestingB(scraper),2019-07-10 10:00:00-04:00,60.0
2019-07-10,10-Year Note Auction,InvestingC(2019-21),2019-07-10 14:00:00-04:00,InvestingB(scraper),2019-07-10 13:00:00-04:00,60.0
2019-07-10,FOMC Member Bullard Speaks,InvestingC(2019-21),2019-07-10 14:30:00-04:00,InvestingB(scraper),2019-07-10 13:30:00-04:00,60.0
2019-07-10,FOMC Meeting Minutes,InvestingC(2019-21),2019-07-10 15:00:00-04:00,InvestingB(scraper),2019-07-10 14:00:00-04:00,60.0
2019-07-11,Initial Jobless Claims,InvestingC(2019-21),2019-07-11 09:30:00-04:00,InvestingB(scraper),2019-07-11 08:30:00-04:00,60.0
2019-07-11,Fed Chair Powell Testifies,InvestingC(2019-21),2019-07-11 11:00:00-04:00,InvestingB(scraper),2019-07-11 10:00:00-04:00,60.0
2019-07-11,FOMC Member Williams Speaks,InvestingC(2019-21),2019-07-11 12:10:00-04:00,InvestingB(scraper),2019-07-11 11:10:00-04:00,60.0
2019-07-11,30-Year Bond Auction,InvestingC(2019-21),2019-07-11 14:00:00-04:00,InvestingB(scraper),2019-07-11 13:00:00-04:00,60.0
2019-07-15,NY Empire State Manufacturing Index,InvestingC(2019-21),2019-07-15 09:30:00-04:00,InvestingB(scraper),2019-07-15 08:30:00-04:00,60.0
2019-07-15,FOMC Member Williams Speaks,InvestingC(2019-21),2019-07-15 09:50:00-04:00,InvestingB(scraper),2019-07-15 08:50:00-04:00,60.0
2019-07-16,Fed Chair Powell Speaks,InvestingC(2019-21),2019-07-16 14:00:00-04:00,InvestingB(scraper),2019-07-16 13:00:00-04:00,60.0
2019-07-17,Housing Starts,InvestingC(2019-21),2019-07-17 09:30:00-04:00,InvestingB(scraper),2019-07-17 08:30:00-04:00,60.0
2019-07-18,Initial Jobless Claims,InvestingC(2019-21),2019-07-18 09:30:00-04:00,InvestingB(scraper),2019-07-18 08:30:00-04:00,60.0
2019-07-18,Philadelphia Fed Manufacturing Index,InvestingC(2019-21),2019-07-18 09:30:00-04:00,InvestingB(scraper),2019-07-18 08:30:00-04:00,60.0
2019-07-18,FOMC Member Williams Speaks,InvestingC(2019-21),2019-07-18 15:15:00-04:00,InvestingB(scraper),2019-07-18 14:15:00-04:00,60.0
2019-07-19,Michigan 5-Year Inflation Expectations,InvestingC(2019-21),2019-07-19 11:00:00-04:00,InvestingB(scraper),2019-07-19 10:00:00-04:00,60.0
2019-07-19,Michigan Consumer Sentiment,InvestingC(2019-21),2019-07-19 11:00:00-04:00,InvestingB(scraper),2019-07-19 10:00:00-04:00,60.0
2019-07-19,FOMC Member Bullard Speaks,InvestingC(2019-21),2019-07-19 12:05:00-04:00,InvestingB(scraper),2019-07-19 11:05:00-04:00,60.0
2019-07-24,New Home Sales,InvestingC(2019-21),2019-07-24 11:00:00-04:00,InvestingB(scraper),2019-07-24 10:00:00-04:00,60.0
2019-07-25,Initial Jobless Claims,InvestingC(2019-21),2019-07-25 09:30:00-04:00,InvestingB(scraper),2019-07-25 08:30:00-04:00,60.0
2019-07-30,CB Consumer Confidence,InvestingC(2019-21),2019-07-30 11:00:00-04:00,InvestingB(scraper),2019-07-30 10:00:00-04:00,60.0
2019-07-31,ADP Nonfarm Employment Change,InvestingC(2019-21),2019-07-31 09:15:00-04:00,InvestingB(scraper),2019-07-31 08:15:00-04:00,60.0
2019-07-31,FOMC Statement,InvestingC(2019-21),2019-07-31 15:00:00-04:00,InvestingB(scraper),2019-07-31 14:00:00-04:00,60.0
2019-07-31,Fed Interest Rate Decision,InvestingC(2019-21),2019-07-31 15:00:00-04:00,InvestingB(scraper),2019-07-31 14:00:00-04:00,60.0
2019-07-31,FOMC Press Conference,InvestingC(2019-21),2019-07-31 15:30:00-04:00,InvestingB(scraper),2019-07-31 14:30:00-04:00,60.0
2019-08-01,Initial Jobless Claims,InvestingC(2019-21),2019-08-01 09:30:00-04:00,InvestingB(scraper),2019-08-01 08:30:00-04:00,60.0
2019-08-01,ISM Manufacturing PMI,InvestingC(2019-21),2019-08-01 11:00:00-04:00,InvestingB(scraper),2019-08-01 10:00:00-04:00,60.0
2019-08-02,Nonfarm Payrolls,InvestingC(2019-21),2019-08-02 09:30:00-04:00,InvestingB(scraper),2019-08-02 08:30:00-04:00,60.0
2019-08-02,Unemployment Rate,InvestingC(2019-21),2019-08-02 09:30:00-04:00,InvestingB(scraper),2019-08-02 08:30:00-04:00,60.0
2019-08-02,Michigan 5-Year Inflation Expectations,InvestingC(2019-21),2019-08-02 11:00:00-04:00,InvestingB(scraper),2019-08-02 10:00:00-04:00,60.0
2019-08-02,Michigan Consumer Sentiment,InvestingC(2019-21),2019-08-02 11:00:00-04:00,InvestingB(scraper),2019-08-02 10:00:00-04:00,60.0
2019-08-05,ISM Non-Manufacturing PMI,InvestingC(2019-21),2019-08-05 11:00:00-04:00,InvestingB(scraper),2019-08-05 10:00:00-04:00,60.0
2019-08-06,FOMC Member Bullard Speaks,InvestingC(2019-21),2019-08-06 13:00:00-04:00,InvestingB(scraper),2019-08-06 12:00:00-04:00,60.0
2019-08-07,10-Year Note Auction,InvestingC(2019-21),2019-08-07 14:00:00-04:00,InvestingB(scraper),2019-08-07 13:00:00-04:00,60.0
2019-08-08,Initial Jobless Claims,InvestingC(2019-21),2019-08-08 09:30:00-04:00,InvestingB(scraper),2019-08-08 08:30:00-04:00,60.0
2019-08-08,30-Year Bond Auction,InvestingC(2019-21),2019-08-08 14:00:00-04:00,InvestingB(scraper),2019-08-08 13:00:00-04:00,60.0
2019-08-15,Initial Jobless Claims,InvestingC(2019-21),2019-08-15 09:30:00-04:00,InvestingB(scraper),2019-08-15 08:30:00-04:00,60.0
2019-08-15,NY Empire State Manufacturing Index,InvestingC(2019-21),2019-08-15 09:30:00-04:00,InvestingB(scraper),2019-08-15 08:30:00-04:00,60.0
2019-08-15,Philadelphia Fed Manufacturing Index,InvestingC(2019-21),2019-08-15 09:30:00-04:00,InvestingB(scraper),2019-08-15 08:30:00-04:00,60.0
2019-08-16,Housing Starts,InvestingC(2019-21),2019-08-16 09:30:00-04:00,InvestingB(scraper),2019-08-16 08:30:00-04:00,60.0
2019-08-16,Michigan 5-Year Inflation Expectations,InvestingC(2019-21),2019-08-16 11:00:00-04:00,InvestingB(scraper),2019-08-16 10:00:00-04:00,60.0
2019-08-16,Michigan Consumer Sentiment,InvestingC(2019-21),2019-08-16 11:00:00-04:00,InvestingB(scraper),2019-08-16 10:00:00-04:00,60.0
2019-08-21,FOMC Meeting Minutes,InvestingC(2019-21),2019-08-21 15:00:00-04:00,InvestingB(scraper),2019-08-21 14:00:00-04:00,60.0
2019-08-22,Initial Jobless Claims,InvestingC(2019-21),2019-08-22 09:30:00-04:00,InvestingB(scraper),2019-08-22 08:30:00-04:00,60.0
2019-08-23,Fed Chair Powell Speaks,InvestingC(2019-21),2019-08-23 11:00:00-04:00,InvestingB(scraper),2019-08-23 10:00:00-04:00,60.0
2019-08-23,New Home Sales,InvestingC(2019-21),2019-08-23 11:00:00-04:00,InvestingB(scraper),2019-08-23 10:00:00-04:00,60.0
2019-08-27,CB Consumer Confidence,InvestingC(2019-21),2019-08-27 11:00:00-04:00,InvestingB(scraper),2019-08-27 10:00:00-04:00,60.0
2019-08-29,Initial Jobless Claims,InvestingC(2019-21),2019-08-29 09:30:00-04:00,InvestingB(scraper),2019-08-29 08:30:00-04:00,60.0
2019-08-30,Michigan 5-Year Inflation Expectations,InvestingC(2019-21),2019-08-30 11:00:00-04:00,InvestingB(scraper),2019-08-30 10:00:00-04:00,60.0
2019-08-30,Michigan Consumer Sentiment,InvestingC(2019-21),2019-08-30 11:00:00-04:00,InvestingB(scraper),2019-08-30 10:00:00-04:00,60.0
2019-09-03,ISM Manufacturing PMI,InvestingC(2019-21),2019-09-03 11:00:00-04:00,InvestingB(scraper),2019-09-03 10:00:00-04:00,60.0
2019-09-04,FOMC Member Williams Speaks,InvestingC(2019-21),2019-09-04 10:25:00-04:00,InvestingB(scraper),2019-09-04 09:25:00-04:00,60.0
2019-09-04,FOMC Member Bullard Speaks,InvestingC(2019-21),2019-09-04 13:30:00-04:00,InvestingB(scraper),2019-09-04 12:30:00-04:00,60.0
2019-09-05,ADP Nonfarm Employment Change,InvestingC(2019-21),2019-09-05 09:15:00-04:00,InvestingB(scraper),2019-09-05 08:15:00-04:00,60.0
2019-09-05,Initial Jobless Claims,InvestingC(2019-21),2019-09-05 09:30:00-04:00,InvestingB(scraper),2019-09-05 08:30:00-04:00,60.0
2019-09-05,ISM Non-Manufacturing PMI,InvestingC(2019-21),2019-09-05 11:00:00-04:00,InvestingB(scraper),2019-09-05 10:00:00-04:00,60.0
2019-09-06,Nonfarm Payrolls,InvestingC(2019-21),2019-09-06 09:30:00-04:00,InvestingB(scraper),2019-09-06 08:30:00-04:00,60.0
2019-09-06,Unemployment Rate,InvestingC(2019-21),2019-09-06 09:30:00-04:00,InvestingB(scraper),2019-09-06 08:30:00-04:00,60.0
2019-09-06,Fed Chair Powell Speaks,InvestingC(2019-21),2019-09-06 13:30:00-04:00,InvestingB(scraper),2019-09-06 12:30:00-04:00,60.0
2019-09-11,10-Year Note Auction,InvestingC(2019-21),2019-09-11 14:00:00-04:00,InvestingB(scraper),2019-09-11 13:00:00-04:00,60.0
2019-09-12,Initial Jobless Claims,InvestingC(2019-21),2019-09-12 09:30:00-04:00,InvestingB(scraper),2019-09-12 08:30:00-04:00,60.0
2019-09-12,30-Year Bond Auction,InvestingC(2019-21),2019-09-12 14:00:00-04:00,InvestingB(scraper),2019-09-12 13:00:00-04:00,60.0
2019-09-13,Michigan 5-Year Inflation Expectations,InvestingC(2019-21),2019-09-13 11:00:00-04:00,InvestingB(scraper),2019-09-13 10:00:00-04:00,60.0
2019-09-13,Michigan Consumer Sentiment,InvestingC(2019-21),2019-09-13 11:00:00-04:00,InvestingB(scraper),2019-09-13 10:00:00-04:00,60.0
2019-09-16,NY Empire State Manufacturing Index,InvestingC(2019-21),2019-09-16 09:30:00-04:00,InvestingB(scraper),2019-09-16 08:30:00-04:00,60.0
2019-09-18,Housing Starts,InvestingC(2019-21),2019-09-18 09:30:00-04:00,InvestingB(scraper),2019-09-18 08:30:00-04:00,60.0
2019-09-18,FOMC Economic Projections,InvestingC(2019-21),2019-09-18 15:00:00-04:00,InvestingB(scraper),2019-09-18 14:00:00-04:00,60.0
2019-09-18,FOMC Statement,InvestingC(2019-21),2019-09-18 15:00:00-04:00,InvestingB(scraper),2019-09-18 14:00:00-04:00,60.0
2019-09-18,Fed Interest Rate Decision,InvestingC(2019-21),2019-09-18 15:00:00-04:00,InvestingB(scraper),2019-09-18 14:00:00-04:00,60.0
2019-09-18,FOMC Press Conference,InvestingC(2019-21),2019-09-18 15:30:00-04:00,InvestingB(scraper),2019-09-18 14:30:00-04:00,60.0
2019-09-19,Initial Jobless Claims,InvestingC(2019-21),2019-09-19 09:30:00-04:00,InvestingB(scraper),2019-09-19 08:30:00-04:00,60.0
2019-09-19,Philadelphia Fed Manufacturing Index,InvestingC(2019-21),2019-09-19 09:30:00-04:00,InvestingB(scraper),2019-09-19 08:30:00-04:00,60.0
2019-09-20,FOMC Member Williams Speaks,InvestingC(2019-21),2019-09-20 09:15:00-04:00,InvestingB(scraper),2019-09-20 08:15:00-04:00,60.0
2019-09-23,FOMC Member Williams Speaks,InvestingC(2019-21),2019-09-23 10:50:00-04:00,InvestingB(scraper),2019-09-23 09:50:00-04:00,60.0
2019-09-23,FOMC Member Bullard Speaks,InvestingC(2019-21),2019-09-23 14:00:00-04:00,InvestingB(scraper),2019-09-23 13:00:00-04:00,60.0
2019-09-24,CB Consumer Confidence,InvestingC(2019-21),2019-09-24 11:00:00-04:00,InvestingB(scraper),2019-09-24 10:00:00-04:00,60.0
2019-09-25,New Home Sales,InvestingC(2019-21),2019-09-25 11:00:00-04:00,InvestingB(scraper),2019-09-25 10:00:00-04:00,60.0
2019-09-26,Initial Jobless Claims,InvestingC(2019-21),2019-09-26 09:30:00-04:00,InvestingB(scraper),2019-09-26 08:30:00-04:00,60.0
2019-09-26,FOMC Member Bullard Speaks,InvestingC(2019-21),2019-09-26 11:00:00-04:00,InvestingB(scraper),2019-09-26 10:00:00-04:00,60.0
2019-09-27,Michigan 5-Year Inflation Expectations,InvestingC(2019-21),2019-09-27 11:00:00-04:00,InvestingB(scraper),2019-09-27 10:00:00-04:00,60.0
2019-09-27,Michigan Consumer Sentiment,InvestingC(2019-21),2019-09-27 11:00:00-04:00,InvestingB(scraper),2019-09-27 10:00:00-04:00,60.0
2019-10-01,FOMC Member Bullard Speaks,InvestingC(2019-21),2019-10-01 10:15:00-04:00,InvestingB(scraper),2019-10-01 09:15:00-04:00,60.0
2019-10-01,ISM Manufacturing PMI,InvestingC(2019-21),2019-10-01 11:00:00-04:00,InvestingB(scraper),2019-10-01 10:00:00-04:00,60.0
2019-10-02,ADP Nonfarm Employment Change,InvestingC(2019-21),2019-10-02 09:15:00-04:00,InvestingB(scraper),2019-10-02 08:15:00-04:00,60.0
2019-10-02,FOMC Member Williams Speaks,InvestingC(2019-21),2019-10-02 11:50:00-04:00,InvestingB(scraper),2019-10-02 10:50:00-04:00,60.0
2019-10-03,Initial Jobless Claims,InvestingC(2019-21),2019-10-03 09:30:00-04:00,InvestingB(scraper),2019-10-03 08:30:00-04:00,60.0
2019-10-03,ISM Non-Manufacturing PMI,InvestingC(2019-21),2019-10-03 11:00:00-04:00,InvestingB(scraper),2019-10-03 10:00:00-04:00,60.0
2019-10-04,Nonfarm Payrolls,InvestingC(2019-21),2019-10-04 09:30:00-04:00,InvestingB(scraper),2019-10-04 08:30:00-04:00,60.0
2019-10-04,Unemployment Rate,InvestingC(2019-21),2019-10-04 09:30:00-04:00,InvestingB(scraper),2019-10-04 08:30:00-04:00,60.0
2019-10-04,Fed Chair Powell Speaks,InvestingC(2019-21),2019-10-04 14:00:00-04:00,InvestingB(scraper),2019-10-04 13:00:00-04:00,60.0
2019-10-07,Fed Chair Powell Speaks,InvestingC(2019-21),2019-10-07 14:00:00-04:00,InvestingB(scraper),2019-10-07 13:00:00-04:00,60.0
2019-10-08,Fed Chair Powell Speaks,InvestingC(2019-21),2019-10-08 14:50:00-04:00,InvestingB(scraper),2019-10-08 13:50:00-04:00,60.0
2019-10-09,Fed Chair Powell Speaks,InvestingC(2019-21),2019-10-09 12:00:00-04:00,InvestingB(scraper),2019-10-09 11:00:00-04:00,60.0
2019-10-09,10-Year Note Auction,InvestingC(2019-21),2019-10-09 14:00:00-04:00,InvestingB(scraper),2019-10-09 13:00:00-04:00,60.0
2019-10-09,FOMC Meeting Minutes,InvestingC(2019-21),2019-10-09 15:00:00-04:00,InvestingB(scraper),2019-10-09 14:00:00-04:00,60.0
2019-10-10,Initial Jobless Claims,InvestingC(2019-21),2019-10-10 09:30:00-04:00,InvestingB(scraper),2019-10-10 08:30:00-04:00,60.0
2019-10-10,30-Year Bond Auction,InvestingC(2019-21),2019-10-10 14:00:00-04:00,InvestingB(scraper),2019-10-10 13:00:00-04:00,60.0
2019-10-11,Michigan 5-Year Inflation Expectations,InvestingC(2019-21),2019-10-11 11:00:00-04:00,InvestingB(scraper),2019-10-11 10:00:00-04:00,60.0
2019-10-11,Michigan Consumer Sentiment,InvestingC(2019-21),2019-10-11 11:00:00-04:00,InvestingB(scraper),2019-10-11 10:00:00-04:00,60.0
2019-10-15,FOMC Member Bullard Speaks,InvestingC(2019-21),2019-10-15 05:25:00-04:00,InvestingB(scraper),2019-10-15 04:25:00-04:00,60.0
2019-10-15,NY Empire State Manufacturing Index,InvestingC(2019-21),2019-10-15 09:30:00-04:00,InvestingB(scraper),2019-10-15 08:30:00-04:00,60.0
2019-10-17,Housing Starts,InvestingC(2019-21),2019-10-17 09:30:00-04:00,InvestingB(scraper),2019-10-17 08:30:00-04:00,60.0
2019-10-17,Initial Jobless Claims,InvestingC(2019-21),2019-10-17 09:30:00-04:00,InvestingB(scraper),2019-10-17 08:30:00-04:00,60.0
2019-10-17,Philadelphia Fed Manufacturing Index,InvestingC(2019-21),2019-10-17 09:30:00-04:00,InvestingB(scraper),2019-10-17 08:30:00-04:00,60.0
2019-10-17,FOMC Member Williams Speaks,InvestingC(2019-21),2019-10-17 17:20:00-04:00,InvestingB(scraper),2019-10-17 16:20:00-04:00,60.0
2019-10-24,Initial Jobless Claims,InvestingC(2019-21),2019-10-24 09:30:00-04:00,InvestingB(scraper),2019-10-24 08:30:00-04:00,60.0
2019-10-24,New Home Sales,InvestingC(2019-21),2019-10-24 11:00:00-04:00,InvestingB(scraper),2019-10-24 10:00:00-04:00,60.0
2019-10-24,FOMC Member Williams Speaks,InvestingC(2019-21),2019-10-24 20:00:00-04:00,InvestingB(scraper),2019-10-24 19:00:00-04:00,60.0
2019-10-25,Michigan 5-Year Inflation Expectations,InvestingC(2019-21),2019-10-25 11:00:00-04:00,InvestingB(scraper),2019-10-25 10:00:00-04:00,60.0
2019-10-25,Michigan Consumer Sentiment,InvestingC(2019-21),2019-10-25 11:00:00-04:00,InvestingB(scraper),2019-10-25 10:00:00-04:00,60.0
2019-10-29,CB Consumer Confidence,InvestingC(2019-21),2019-10-29 11:00:00-04:00,InvestingB(scraper),2019-10-29 10:00:00-04:00,60.0
2019-10-30,ADP Nonfarm Employment Change,InvestingC(2019-21),2019-10-30 09:15:00-04:00,InvestingB(scraper),2019-10-30 08:15:00-04:00,60.0
2019-10-30,FOMC Statement,InvestingC(2019-21),2019-10-30 15:00:00-04:00,InvestingB(scraper),2019-10-30 14:00:00-04:00,60.0
2019-10-30,Fed Interest Rate Decision,InvestingC(2019-21),2019-10-30 15:00:00-04:00,InvestingB(scraper),2019-10-30 14:00:00-04:00,60.0
2019-10-30,FOMC Press Conference,InvestingC(2019-21),2019-10-30 15:30:00-04:00,InvestingB(scraper),2019-10-30 14:30:00-04:00,60.0
2019-10-31,Initial Jobless Claims,InvestingC(2019-21),2019-10-31 09:30:00-04:00,InvestingB(scraper),2019-10-31 08:30:00-04:00,60.0
2020-02-03,ISM Manufacturing PMI,InvestingC(2019-21),2020-02-03 11:00:00-05:00,InvestingB(scraper),2020-02-03 10:00:00-05:00,60.0
2020-02-05,ADP Nonfarm Employment Change,InvestingC(2019-21),2020-02-05 09:15:00-05:00,InvestingB(scraper),2020-02-05 08:15:00-05:00,60.0
2020-02-05,ISM Non-Manufacturing PMI,InvestingC(2019-21),2020-02-05 11:00:00-05:00,InvestingB(scraper),2020-02-05 10:00:00-05:00,60.0
2020-02-06,Initial Jobless Claims,InvestingC(2019-21),2020-02-06 09:30:00-05:00,InvestingB(scraper),2020-02-06 08:30:00-05:00,60.0
2020-02-07,Nonfarm Payrolls,InvestingC(2019-21),2020-02-07 09:30:00-05:00,InvestingB(scraper),2020-02-07 08:30:00-05:00,60.0
2020-02-07,Unemployment Rate,InvestingC(2019-21),2020-02-07 09:30:00-05:00,InvestingB(scraper),2020-02-07 08:30:00-05:00,60.0
2020-02-11,Fed Chair Powell Testifies,InvestingC(2019-21),2020-02-11 11:00:00-05:00,InvestingB(scraper),2020-02-11 10:00:00-05:00,60.0
2020-02-11,FOMC Member Bullard Speaks,InvestingC(2019-21),2020-02-11 14:30:00-05:00,InvestingB(scraper),2020-02-11 13:30:00-05:00,60.0
2020-02-12,Fed Chair Powell Testifies,InvestingC(2019-21),2020-02-12 11:00:00-05:00,InvestingB(scraper),2020-02-12 10:00:00-05:00,60.0
2020-02-12,10-Year Note Auction,InvestingC(2019-21),2020-02-12 14:01:00-05:00,InvestingB(scraper),2020-02-12 13:01:00-05:00,60.0
2020-02-13,Initial Jobless Claims,InvestingC(2019-21),2020-02-13 09:30:00-05:00,InvestingB(scraper),2020-02-13 08:30:00-05:00,60.0
2020-02-13,30-Year Bond Auction,InvestingC(2019-21),2020-02-13 14:01:00-05:00,InvestingB(scraper),2020-02-13 13:01:00-05:00,60.0
2020-02-13,FOMC Member Williams Speaks,InvestingC(2019-21),2020-02-13 18:30:00-05:00,InvestingB(scraper),2020-02-13 17:30:00-05:00,60.0
2020-02-14,Michigan 5-Year Inflation Expectations,InvestingC(2019-21),2020-02-14 11:00:00-05:00,InvestingB(scraper),2020-02-14 10:00:00-05:00,60.0
2020-02-14,Michigan Consumer Sentiment,InvestingC(2019-21),2020-02-14 11:00:00-05:00,InvestingB(scraper),2020-02-14 10:00:00-05:00,60.0
2020-02-18,NY Empire State Manufacturing Index,InvestingC(2019-21),2020-02-18 09:30:00-05:00,InvestingB(scraper),2020-02-18 08:30:00-05:00,60.0
2020-02-19,Housing Starts,InvestingC(2019-21),2020-02-19 09:30:00-05:00,InvestingB(scraper),2020-02-19 08:30:00-05:00,60.0
2020-02-19,FOMC Meeting Minutes,InvestingC(2019-21),2020-02-19 15:00:00-05:00,InvestingB(scraper),2020-02-19 14:00:00-05:00,60.0
2020-02-20,Initial Jobless Claims,InvestingC(2019-21),2020-02-20 09:30:00-05:00,InvestingB(scraper),2020-02-20 08:30:00-05:00,60.0
2020-02-20,Philadelphia Fed Manufacturing Index,InvestingC(2019-21),2020-02-20 09:30:00-05:00,InvestingB(scraper),2020-02-20 08:30:00-05:00,60.0
2020-02-25,CB Consumer Confidence,InvestingC(2019-21),2020-02-25 11:00:00-05:00,InvestingB(scraper),2020-02-25 10:00:00-05:00,60.0
2020-02-26,New Home Sales,InvestingC(2019-21),2020-02-26 11:00:00-05:00,InvestingB(scraper),2020-02-26 10:00:00-05:00,60.0
2020-02-26,U.S. President Trump Speaks,InvestingC(2019-21),2020-02-26 19:00:00-05:00,InvestingB(scraper),2020-02-26 18:00:00-05:00,60.0
2020-02-27,Initial Jobless Claims,InvestingC(2019-21),2020-02-27 09:30:00-05:00,InvestingB(scraper),2020-02-27 08:30:00-05:00,60.0
2020-02-28,FOMC Member Bullard Speaks,InvestingC(2019-21),2020-02-28 10:15:00-05:00,InvestingB(scraper),2020-02-28 09:15:00-05:00,60.0
2020-02-28,Michigan 5-Year Inflation Expectations,InvestingC(2019-21),2020-02-28 11:00:00-05:00,InvestingB(scraper),2020-02-28 10:00:00-05:00,60.0
2020-02-28,Michigan Consumer Sentiment,InvestingC(2019-21),2020-02-28 11:00:00-05:00,InvestingB(scraper),2020-02-28 10:00:00-05:00,60.0
2020-03-02,ISM Manufacturing PMI,InvestingC(2019-21),2020-03-02 11:00:00-05:00,InvestingB(scraper),2020-03-02 10:00:00-05:00,60.0
2020-03-03,Fed Interest Rate Decision,InvestingC(2019-21),2020-03-03 11:00:00-05:00,InvestingB(scraper),2020-03-03 10:00:00-05:00,60.0
2020-03-04,ADP Nonfarm Employment Change,InvestingC(2019-21),2020-03-04 09:15:00-05:00,InvestingB(scraper),2020-03-04 08:15:00-05:00,60.0
2020-03-04,ISM Non-Manufacturing PMI,InvestingC(2019-21),2020-03-04 11:00:00-05:00,InvestingB(scraper),2020-03-04 10:00:00-05:00,60.0
2020-03-04,FOMC Member Bullard Speaks,InvestingC(2019-21),2020-03-04 18:00:00-05:00,InvestingB(scraper),2020-03-04 17:00:00-05:00,60.0
2020-03-05,Initial Jobless Claims,InvestingC(2019-21),2020-03-05 09:30:00-05:00,InvestingB(scraper),2020-03-05 08:30:00-05:00,60.0
2020-03-05,FOMC Member Williams Speaks,InvestingC(2019-21),2020-03-05 21:45:00-05:00,InvestingB(scraper),2020-03-05 20:45:00-05:00,60.0
2020-03-06,Nonfarm Payrolls,InvestingC(2019-21),2020-03-06 09:30:00-05:00,InvestingB(scraper),2020-03-06 07:30:00-05:00,120.0
2020-03-06,Unemployment Rate,InvestingC(2019-21),2020-03-06 09:30:00-05:00,InvestingB(scraper),2020-03-06 08:30:00-05:00,60.0
2020-03-06,FOMC Member Bullard Speaks,InvestingC(2019-21),2020-03-06 12:20:00-05:00,InvestingB(scraper),2020-03-06 11:20:00-05:00,60.0
2020-03-06,FOMC Member Williams Speaks,InvestingC(2019-21),2020-03-06 15:00:00-05:00,InvestingB(scraper),2020-03-06 14:00:00-05:00,60.0
2020-03-10,U.S. President Trump Speaks,InvestingC(2019-21),2020-03-10 18:30:00-04:00,InvestingB(scraper),2020-03-10 17:30:00-04:00,60.0
2020-03-11,10-Year Note Auction,InvestingC(2019-21),2020-03-11 14:01:00-04:00,InvestingB(scraper),2020-03-11 13:01:00-04:00,60.0
2020-03-12,Initial Jobless Claims,InvestingC(2019-21),2020-03-12 09:30:00-04:00,InvestingB(scraper),2020-03-12 08:30:00-04:00,60.0
2020-03-12,30-Year Bond Auction,InvestingC(2019-21),2020-03-12 14:01:00-04:00,InvestingB(scraper),2020-03-12 13:01:00-04:00,60.0
2020-03-13,Michigan 5-Year Inflation Expectations,InvestingC(2019-21),2020-03-13 11:00:00-04:00,InvestingB(scraper),2020-03-13 10:00:00-04:00,60.0
2020-03-13,Michigan Consumer Sentiment,InvestingC(2019-21),2020-03-13 11:00:00-04:00,InvestingB(scraper),2020-03-13 10:00:00-04:00,60.0
2020-03-13,U.S. President Trump Speaks,InvestingC(2019-21),2020-03-13 16:00:00-04:00,InvestingB(scraper),2020-03-13 15:00:00-04:00,60.0
2020-03-15,FOMC Statement,InvestingC(2019-21),2020-03-15 18:00:00-04:00,InvestingB(scraper),2020-03-15 17:00:00-04:00,60.0
2020-03-15,Fed Interest Rate Decision,InvestingC(2019-21),2020-03-15 18:00:00-04:00,InvestingB(scraper),2020-03-15 17:00:00-04:00,60.0
2020-03-15,U.S. President Trump Speaks,InvestingC(2019-21),2020-03-15 18:20:00-04:00,InvestingB(scraper),2020-03-15 17:20:00-04:00,60.0
2020-03-15,FOMC Press Conference,InvestingC(2019-21),2020-03-15 19:30:00-04:00,InvestingB(scraper),2020-03-15 18:30:00-04:00,60.0
2020-03-16,NY Empire State Manufacturing Index,InvestingC(2019-21),2020-03-16 09:30:00-04:00,InvestingB(scraper),2020-03-16 08:30:00-04:00,60.0
2020-03-18,Housing Starts,InvestingC(2019-21),2020-03-18 09:30:00-04:00,InvestingB(scraper),2020-03-18 08:30:00-04:00,60.0
2020-03-19,Initial Jobless Claims,InvestingC(2019-21),2020-03-19 09:30:00-04:00,InvestingB(scraper),2020-03-19 08:30:00-04:00,60.0
2020-03-19,Philadelphia Fed Manufacturing Index,InvestingC(2019-21),2020-03-19 09:30:00-04:00,InvestingB(scraper),2020-03-19 08:30:00-04:00,60.0
2020-03-24,FOMC Member Bullard Speaks,InvestingC(2019-21),2020-03-24 10:45:00-04:00,InvestingB(scraper),2020-03-24 09:45:00-04:00,60.0
2020-03-24,New Home Sales,InvestingC(2019-21),2020-03-24 11:00:00-04:00,InvestingB(scraper),2020-03-24 10:00:00-04:00,60.0
2020-03-24,U.S. President Trump Speaks,InvestingC(2019-21),2020-03-24 13:05:00-04:00,InvestingB(scraper),2020-03-24 12:05:00-04:00,60.0
2020-03-26,Fed Chair Powell Speaks,InvestingC(2019-21),2020-03-26 08:00:00-04:00,InvestingB(scraper),2020-03-26 07:00:00-04:00,60.0
2020-03-26,Initial Jobless Claims,InvestingC(2019-21),2020-03-26 09:30:00-04:00,InvestingB(scraper),2020-03-26 08:30:00-04:00,60.0
2020-03-27,Michigan 5-Year Inflation Expectations,InvestingC(2019-21),2020-03-27 11:00:00-04:00,InvestingB(scraper),2020-03-27 10:00:00-04:00,60.0
2020-03-27,Michigan Consumer Sentiment,InvestingC(2019-21),2020-03-27 11:00:00-04:00,InvestingB(scraper),2020-03-27 10:00:00-04:00,60.0
2020-03-31,CB Consumer Confidence,InvestingC(2019-21),2020-03-31 11:00:00-04:00,InvestingB(scraper),2020-03-31 10:00:00-04:00,60.0
