date,event,sourceA,timeA,sourceB,timeB,diff_min
2018-08-31,Michigan 5-Year Inflation Expectations,InvestingA(2011-18),2018-08-31 11:00:00-04:00,InvestingB(scraper),2018-08-31 10:00:00-04:00,60.0
2018-08-31,Michigan Consumer Sentiment,InvestingA(2011-18),2018-08-31 11:00:00-04:00,InvestingB(scraper),2018-08-31 10:00:00-04:00,60.0
2018-09-04,ISM Manufacturing PMI,InvestingA(2011-18),2018-09-04 11:00:00-04:00,InvestingB(scraper),2018-09-04 10:00:00-04:00,60.0
2018-09-05,FOMC Member Bullard Speaks,InvestingA(2011-18),2018-09-05 10:20:00-04:00,InvestingB(scraper),2018-09-05 09:20:00-04:00,60.0
2018-09-05,FOMC Member Williams Speaks,InvestingA(2011-18),2018-09-05 16:00:00-04:00,InvestingB(scraper),2018-09-05 15:00:00-04:00,60.0
2018-09-06,ADP Nonfarm Employment Change,InvestingA(2011-18),2018-09-06 09:15:00-04:00,InvestingB(scraper),2018-09-06 08:15:00-04:00,60.0
2018-09-06,Initial Jobless Claims,InvestingA(2011-18),2018-09-06 09:30:00-04:00,InvestingB(scraper),2018-09-06 08:30:00-04:00,60.0
2018-09-06,FOMC Member Williams Speaks,InvestingA(2011-18),2018-09-06 11:00:00-04:00,InvestingB(scraper),2018-09-06 10:00:00-04:00,60.0
2018-09-06,ISM Non-Manufacturing PMI,InvestingA(2011-18),2018-09-06 11:00:00-04:00,InvestingB(scraper),2018-09-06 10:00:00-04:00,60.0
2018-09-07,Nonfarm Payrolls,InvestingA(2011-18),2018-09-07 09:30:00-04:00,InvestingB(scraper),2018-09-07 08:30:00-04:00,60.0
2018-09-07,Unemployment Rate,InvestingA(2011-18),2018-09-07 09:30:00-04:00,InvestingB(scraper),2018-09-07 08:30:00-04:00,60.0
2019-02-01,Nonfarm Payrolls,InvestingC(2019-21),2019-02-01 09:30:00-05:00,InvestingB(scraper),2019-02-01 08:30:00-05:00,60.0
2019-02-01,Unemployment Rate,InvestingC(2019-21),2019-02-01 09:30:00-05:00,InvestingB(scraper),2019-02-01 08:30:00-05:00,60.0
2019-02-01,ISM Manufacturing PMI,InvestingC(2019-21),2019-02-01 11:00:00-05:00,InvestingB(scraper),2019-02-01 10:00:00-05:00,60.0
2019-02-01,Michigan 5-Year Inflation Expectations,InvestingC(2019-21),2019-02-01 11:00:00-05:00,InvestingB(scraper),2019-02-01 10:00:00-05:00,60.0
2019-02-01,Michigan Consumer Sentiment,InvestingC(2019-21),2019-02-01 11:00:00-05:00,InvestingB(scraper),2019-02-01 10:00:00-05:00,60.0
2019-02-05,ISM Non-Manufacturing PMI,InvestingC(2019-21),2019-02-05 11:00:00-05:00,InvestingB(scraper),2019-02-05 10:00:00-05:00,60.0
2019-02-05,U.S. President Trump Speaks,InvestingC(2019-21),2019-02-05 22:00:00-05:00,InvestingB(scraper),2019-02-05 21:00:00-05:00,60.0
2019-02-06,10-Year Note Auction,InvestingC(2019-21),2019-02-06 14:00:00-05:00,InvestingB(scraper),2019-02-06 13:00:00-05:00,60.0
2019-02-06,Fed Chair Powell Speaks,InvestingC(2019-21),2019-02-06 20:00:00-05:00,InvestingB(scraper),2019-02-06 19:00:00-05:00,60.0
2019-02-07,Initial Jobless Claims,InvestingC(2019-21),2019-02-07 09:30:00-05:00,InvestingB(scraper),2019-02-07 08:30:00-05:00,60.0
2019-02-07,30-Year Bond Auction,InvestingC(2019-21),2019-02-07 14:00:00-05:00,InvestingB(scraper),2019-02-07 13:00:00-05:00,60.0
2019-02-07,FOMC Member Bullard Speaks,InvestingC(2019-21),2019-02-07 20:30:00-05:00,InvestingB(scraper),2019-02-07 19:30:00-05:00,60.0
2019-02-12,Fed Chair Powell Speaks,InvestingC(2019-21),2019-02-12 13:45:00-05:00,InvestingB(scraper),2019-02-12 12:45:00-05:00,60.0
2019-02-14,Initial Jobless Claims,InvestingC(2019-21),2019-02-14 09:30:00-05:00,InvestingB(scraper),2019-02-14 08:30:00-05:00,60.0
2019-02-15,NY Empire State Manufacturing Index,InvestingC(2019-21),2019-02-15 09:30:00-05:00,InvestingB(scraper),2019-02-15 08:30:00-05:00,60.0
2019-02-15,Michigan 5-Year Inflation Expectations,InvestingC(2019-21),2019-02-15 11:00:00-05:00,InvestingB(scraper),2019-02-15 10:00:00-05:00,60.0
2019-02-15,Michigan Consumer Sentiment,InvestingC(2019-21),2019-02-15 11:00:00-05:00,InvestingB(scraper),2019-02-15 10:00:00-05:00,60.0
2019-02-20,FOMC Meeting Minutes,InvestingC(2019-21),2019-02-20 15:00:00-05:00,InvestingB(scraper),2019-02-20 14:00:00-05:00,60.0
2019-02-21,Initial Jobless Claims,InvestingC(2019-21),2019-02-21 09:30:00-05:00,InvestingB(scraper),2019-02-21 08:30:00-05:00,60.0
2019-02-21,Philadelphia Fed Manufacturing Index,InvestingC(2019-21),2019-02-21 09:30:00-05:00,InvestingB(scraper),2019-02-21 08:30:00-05:00,60.0
2019-02-22,FOMC Member Williams Speaks,InvestingC(2019-21),2019-02-22 11:15:00-05:00,InvestingB(scraper),2019-02-22 10:15:00-05:00,60.0
2019-02-22,FOMC Member Bullard Speaks,InvestingC(2019-21),2019-02-22 14:30:00-05:00,InvestingB(scraper),2019-02-22 13:30:00-05:00,60.0
2019-02-26,Housing Starts,InvestingC(2019-21),2019-02-26 09:30:00-05:00,InvestingB(scraper),2019-02-26 08:30:00-05:00,60.0
2019-02-26,CB Consumer Confidence,InvestingC(2019-21),2019-02-26 11:00:00-05:00,InvestingB(scraper),2019-02-26 10:00:00-05:00,60.0
2019-02-26,Fed Chair Powell Testifies,InvestingC(2019-21),2019-02-26 11:00:00-05:00,InvestingB(scraper),2019-02-26 10:00:00-05:00,60.0
2019-02-27,Fed Chair Powell Testifies,InvestingC(2019-21),2019-02-27 11:00:00-05:00,InvestingB(scraper),2019-02-27 10:00:00-05:00,60.0
2019-02-28,Initial Jobless Claims,InvestingC(2019-21),2019-02-28 09:30:00-05:00,InvestingB(scraper),2019-02-28 08:30:00-05:00,60.0
2019-02-28,Fed Chair Powell Speaks,InvestingC(2019-21),2019-02-28 21:15:00-05:00,InvestingB(scraper),2019-02-28 20:15:00-05:00,60.0
2019-03-01,ISM Manufacturing PMI,InvestingC(2019-21),2019-03-01 11:00:00-05:00,InvestingB(scraper),2019-03-01 10:00:00-05:00,60.0
2019-03-01,Michigan 5-Year Inflation Expectations,InvestingC(2019-21),2019-03-01 11:00:00-05:00,InvestingB(scraper),2019-03-01 10:00:00-05:00,60.0
2019-03-01,Michigan Consumer Sentiment,InvestingC(2019-21),2019-03-01 11:00:00-05:00,InvestingB(scraper),2019-03-01 10:00:00-05:00,60.0
2019-03-05,ISM Non-Manufacturing PMI,InvestingC(2019-21),2019-03-05 11:00:00-05:00,InvestingB(scraper),2019-03-05 10:00:00-05:00,60.0
2019-03-05,New Home Sales,InvestingC(2019-21),2019-03-05 11:00:00-05:00,InvestingB(scraper),2019-03-05 10:00:00-05:00,60.0
2019-03-06,ADP Nonfarm Employment Change,InvestingC(2019-21),2019-03-06 09:15:00-05:00,InvestingB(scraper),2019-03-06 08:15:00-05:00,60.0
2019-03-06,FOMC Member Williams Speaks,InvestingC(2019-21),2019-03-06 13:00:00-05:00,InvestingB(scraper),2019-03-06 12:00:00-05:00,60.0
2019-03-07,Initial Jobless Claims,InvestingC(2019-21),2019-03-07 09:30:00-05:00,InvestingB(scraper),2019-03-07 08:30:00-05:00,60.0
2019-03-08,Housing Starts,InvestingC(2019-21),2019-03-08 09:30:00-05:00,InvestingB(scraper),2019-03-08 08:30:00-05:00,60.0
2019-03-08,Nonfarm Payrolls,InvestingC(2019-21),2019-03-08 09:30:00-05:00,InvestingB(scraper),2019-03-08 08:30:00-05:00,60.0
2019-03-08,Unemployment Rate,InvestingC(2019-21),2019-03-08 09:30:00-05:00,InvestingB(scraper),2019-03-08 08:30:00-05:00,60.0
2019-03-08,Fed Chair Powell Speaks,InvestingC(2019-21),2019-03-08 23:00:00-05:00,InvestingB(scraper),2019-03-08 22:00:00-05:00,60.0
2019-03-10,Fed Chair Powell Speaks,InvestingC(2019-21),2019-03-10 20:00:00-04:00,InvestingB(scraper),2019-03-10 19:00:00-04:00,60.0
2019-03-11,Fed Chair Powell Speaks,InvestingC(2019-21),2019-03-11 20:00:00-04:00,InvestingB(scraper),2019-03-11 19:00:00-04:00,60.0
2019-03-12,10-Year Note Auction,InvestingC(2019-21),2019-03-12 14:00:00-04:00,InvestingB(scraper),2019-03-12 13:00:00-04:00,60.0
2019-03-13,30-Year Bond Auction,InvestingC(2019-21),2019-03-13 14:00:00-04:00,InvestingB(scraper),2019-03-13 13:00:00-04:00,60.0
2019-03-14,Initial Jobless Claims,InvestingC(2019-21),2019-03-14 09:30:00-04:00,InvestingB(scraper),2019-03-14 08:30:00-04:00,60.0
2019-03-14,New Home Sales,InvestingC(2019-21),2019-03-14 11:00:00-04:00,InvestingB(scraper),2019-03-14 10:00:00-04:00,60.0
2019-03-15,NY Empire State Manufacturing Index,InvestingC(2019-21),2019-03-15 09:30:00-04:00,InvestingB(scraper),2019-03-15 08:30:00-04:00,60.0
2019-03-15,Michigan 5-Year Inflation Expectations,InvestingC(2019-21),2019-03-15 11:00:00-04:00,InvestingB(scraper),2019-03-15 10:00:00-04:00,60.0
2019-03-15,Michigan Consumer Sentiment,InvestingC(2019-21),2019-03-15 11:00:00-04:00,InvestingB(scraper),2019-03-15 10:00:00-04:00,60.0
2019-03-20,FOMC Economic Projections,InvestingC(2019-21),2019-03-20 15:00:00-04:00,InvestingB(scraper),2019-03-20 14:00:00-04:00,60.0
2019-03-20,FOMC Statement,InvestingC(2019-21),2019-03-20 15:00:00-04:00,InvestingB(scraper),2019-03-20 14:00:00-04:00,60.0
2019-03-20,Fed Interest Rate Decision,InvestingC(2019-21),2019-03-20 15:00:00-04:00,InvestingB(scraper),2019-03-20 14:00:00-04:00,60.0
2019-03-20,FOMC Press Conference,InvestingC(2019-21),2019-03-20 15:30:00-04:00,InvestingB(scraper),2019-03-20 14:30:00-04:00,60.0
2019-03-21,Initial Jobless Claims,InvestingC(2019-21),2019-03-21 09:30:00-04:00,InvestingB(scraper),2019-03-21 08:30:00-04:00,60.0
2019-03-21,Philadelphia Fed Manufacturing Index,InvestingC(2019-21),2019-03-21 09:30:00-04:00,InvestingB(scraper),2019-03-21 08:30:00-04:00,60.0
2019-03-26,Housing Starts,InvestingC(2019-21),2019-03-26 09:30:00-04:00,InvestingB(scraper),2019-03-26 08:30:00-04:00,60.0
2019-03-26,CB Consumer Confidence,InvestingC(2019-21),2019-03-26 11:00:00-04:00,InvestingB(scraper),2019-03-26 10:00:00-04:00,60.0
2019-03-28,Initial Jobless Claims,InvestingC(2019-21),2019-03-28 09:30:00-04:00,InvestingB(scraper),2019-03-28 08:30:00-04:00,60.0
2019-03-28,FOMC Member Williams Speaks,InvestingC(2019-21),2019-03-28 14:15:00-04:00,InvestingB(scraper),2019-03-28 13:15:00-04:00,60.0
2019-03-28,FOMC Member Bullard Speaks,InvestingC(2019-21),2019-03-28 18:20:00-04:00,InvestingB(scraper),2019-03-28 17:20:00-04:00,60.0
2019-03-29,FOMC Member Williams Speaks,InvestingC(2019-21),2019-03-29 10:25:00-04:00,InvestingB(scraper),2019-03-29 09:25:00-04:00,60.0
2019-03-29,Michigan 5-Year Inflation Expectations,InvestingC(2019-21),2019-03-29 11:00:00-04:00,InvestingB(scraper),2019-03-29 10:00:00-04:00,60.0
2019-03-29,Michigan Consumer Sentiment,InvestingC(2019-21),2019-03-29 11:00:00-04:00,InvestingB(scraper),2019-03-29 10:00:00-04:00,60.0
2019-03-29,New Home Sales,InvestingC(2019-21),2019-03-29 11:00:00-04:00,InvestingB(scraper),2019-03-29 10:00:00-04:00,60.0
2019-04-01,ISM Manufacturing PMI,InvestingC(2019-21),2019-04-01 11:00:00-04:00,InvestingB(scraper),2019-04-01 10:00:00-04:00,60.0
2019-04-03,ADP Nonfarm Employment Change,InvestingC(2019-21),2019-04-03 09:15:00-04:00,InvestingB(scraper),2019-04-03 08:15:00-04:00,60.0
2019-04-03,ISM Non-Manufacturing PMI,InvestingC(2019-21),2019-04-03 11:00:00-04:00,InvestingB(scraper),2019-04-03 10:00:00-04:00,60.0
2019-04-04,Initial Jobless Claims,InvestingC(2019-21),2019-04-04 09:30:00-04:00,InvestingB(scraper),2019-04-04 08:30:00-04:00,60.0
2019-04-04,FOMC Member Williams Speaks,InvestingC(2019-21),2019-04-04 17:00:00-04:00,InvestingB(scraper),2019-04-04 16:00:00-04:00,60.0
2019-04-05,Nonfarm Payrolls,InvestingC(2019-21),2019-04-05 09:30:00-04:00,InvestingB(scraper),2019-04-05 08:30:00-04:00,60.0
2019-04-05,Unemployment Rate,InvestingC(2019-21),2019-04-05 09:30:00-04:00,InvestingB(scraper),2019-04-05 08:30:00-04:00,60.0
2019-04-10,10-Year Note Auction,InvestingC(2019-21),2019-04-10 14:00:00-04:00,InvestingB(scraper),2019-04-10 13:00:00-04:00,60.0
2019-04-10,FOMC Meeting Minutes,InvestingC(2019-21),2019-04-10 15:00:00-04:00,InvestingB(scraper),2019-04-10 14:00:00-04:00,60.0
2019-04-11,Initial Jobless Claims,InvestingC(2019-21),2019-04-11 09:30:00-04:00,InvestingB(scraper),2019-04-11 08:30:00-04:00,60.0
2019-04-11,FOMC Member Williams Speaks,InvestingC(2019-21),2019-04-11 10:35:00-04:00,InvestingB(scraper),2019-04-11 09:35:00-04:00,60.0
2019-04-11,FOMC Member Bullard Speaks,InvestingC(2019-21),2019-04-11 10:40:00-04:00,InvestingB(scraper),2019-04-11 09:40:00-04:00,60.0
2019-04-11,30-Year Bond Auction,InvestingC(2019-21),2019-04-11 14:00:00-04:00,InvestingB(scraper),2019-04-11 13:00:00-04:00,60.0
2019-04-12,Michigan 5-Year Inflation Expectations,InvestingC(2019-21),2019-04-12 11:00:00-04:00,InvestingB(scraper),2019-04-12 10:00:00-04:00,60.0
2019-04-12,Michigan Consumer Sentiment,InvestingC(2019-21),2019-04-12 11:00:00-04:00,InvestingB(scraper),2019-04-12 10:00:00-04:00,60.0
2019-04-15,NY Empire State Manufacturing Index,InvestingC(2019-21),2019-04-15 09:30:00-04:00,InvestingB(scraper),2019-04-15 08:30:00-04:00,60.0
2019-04-17,FOMC Member Bullard Speaks,InvestingC(2019-21),2019-04-17 13:45:00-04:00,InvestingB(scraper),2019-04-17 12:45:00-04:00,60.0
2019-04-18,Initial Jobless Claims,InvestingC(2019-21),2019-04-18 09:30:00-04:00,InvestingB(scraper),2019-04-18 08:30:00-04:00,60.0
2019-04-18,Philadelphia Fed Manufacturing Index,InvestingC(2019-21),2019-04-18 09:30:00-04:00,InvestingB(scraper),2019-04-18 08:30:00-04:00,60.0
2019-04-19,Housing Starts,InvestingC(2019-21),2019-04-19 09:30:00-04:00,InvestingB(scraper),2019-04-19 08:30:00-04:00,60.0
2019-04-23,New Home Sales,InvestingC(2019-21),2019-04-23 11:00:00-04:00,InvestingB(scraper),2019-04-23 10:00:00-04:00,60.0
2019-04-25,Initial Jobless Claims,InvestingC(2019-21),2019-04-25 09:30:00-04:00,InvestingB(scraper),2019-04-25 08:30:00-04:00,60.0
2019-04-26,Michigan 5-Year Inflation Expectations,InvestingC(2019-21),2019-04-26 11:00:00-04:00,InvestingB(scraper),2019-04-26 10:00:00-04:00,60.0
2019-04-26,Michigan Consumer Sentiment,InvestingC(2019-21),2019-04-26 11:00:00-04:00,InvestingB(scraper),2019-04-26 10:00:00-04:00,60.0
2019-04-30,CB Consumer Confidence,InvestingC(2019-21),2019-04-30 11:00:00-04:00,InvestingB(scraper),2019-04-30 10:00:00-04:00,60.0
2019-05-01,ADP Nonfarm Employment Change,InvestingC(2019-21),2019-05-01 09:15:00-04:00,InvestingB(scraper),2019-05-01 08:15:00-04:00,60.0
2019-05-01,ISM Manufacturing PMI,InvestingC(2019-21),2019-05-01 11:00:00-04:00,InvestingB(scraper),2019-05-01 10:00:00-04:00,60.0
2019-05-01,FOMC Statement,InvestingC(2019-21),2019-05-01 15:00:00-04:00,InvestingB(scraper),2019-05-01 14:00:00-04:00,60.0
2019-05-01,Fed Interest Rate Decision,InvestingC(2019-21),2019-05-01 15:00:00-04:00,InvestingB(scraper),2019-05-01 14:00:00-04:00,60.0
2019-05-01,FOMC Press Conference,InvestingC(2019-21),2019-05-01 15:30:00-04:00,InvestingB(scraper),2019-05-01 14:30:00-04:00,60.0
2019-05-02,Initial Jobless Claims,InvestingC(2019-21),2019-05-02 09:30:00-04:00,InvestingB(scraper),2019-05-02 08:30:00-04:00,60.0
2019-05-03,Nonfarm Payrolls,InvestingC(2019-21),2019-05-03 09:30:00-04:00,InvestingB(scraper),2019-05-03 08:30:00-04:00,60.0
2019-05-03,Unemployment Rate,InvestingC(2019-21),2019-05-03 09:30:00-04:00,InvestingB(scraper),2019-05-03 08:30:00-04:00,60.0
2019-05-03,ISM Non-Manufacturing PMI,InvestingC(2019-21),2019-05-03 11:00:00-04:00,InvestingB(scraper),2019-05-03 10:00:00-04:00,60.0
2019-05-03,FOMC Member Williams Speaks,InvestingC(2019-21),2019-05-03 14:45:00-04:00,InvestingB(scraper),2019-05-03 13:45:00-04:00,60.0
2019-05-03,FOMC Member Bullard Speaks,InvestingC(2019-21),2019-05-03 20:45:00-04:00,InvestingB(scraper),2019-05-03 19:45:00-04:00,60.0
2019-05-06,FOMC Member Williams Speaks,InvestingC(2019-21),2019-05-06 11:00:00-04:00,InvestingB(scraper),2019-05-06 10:00:00-04:00,60.0
2019-05-08,10-Year Note Auction,InvestingC(2019-21),2019-05-08 14:00:00-04:00,InvestingB(scraper),2019-05-08 13:00:00-04:00,60.0
2019-05-09,Fed Chair Powell Speaks,InvestingC(2019-21),2019-05-09 09:30:00-04:00,InvestingB(scraper),2019-05-09 08:30:00-04:00,60.0
2019-05-09,Initial Jobless Claims,InvestingC(2019-21),2019-05-09 09:30:00-04:00,InvestingB(scraper),2019-05-09 08:30:00-04:00,60.0
2019-05-09,30-Year Bond Auction,InvestingC(2019-21),2019-05-09 14:00:00-04:00,InvestingB(scraper),2019-05-09 13:00:00-04:00,60.0
2019-05-10,FOMC Member Williams Speaks,InvestingC(2019-21),2019-05-10 11:00:00-04:00,InvestingB(scraper),2019-05-10 10:00:00-04:00,60.0
2019-05-14,FOMC Member Williams Speaks,InvestingC(2019-21),2019-05-14 04:15:00-04:00,InvestingB(scraper),2019-05-14 03:15:00-04:00,60.0
2019-05-15,NY Empire State Manufacturing Index,InvestingC(2019-21),2019-05-15 09:30:00-04:00,InvestingB(scraper),2019-05-15 08:30:00-04:00,60.0
2019-05-16,Housing Starts,InvestingC(2019-21),2019-05-16 09:30:00-04:00,InvestingB(scraper),2019-05-16 08:30:00-04:00,60.0
2019-05-16,Initial Jobless Claims,InvestingC(2019-21),2019-05-16 09:30:00-04:00,InvestingB(scraper),2019-05-16 08:30:00-04:00,60.0
2019-05-16,Philadelphia Fed Manufacturing Index,InvestingC(2019-21),2019-05-16 09:30:00-04:00,InvestingB(scraper),2019-05-16 08:30:00-04:00,60.0
2019-05-17,Michigan 5-Year Inflation Expectations,InvestingC(2019-21),2019-05-17 11:00:00-04:00,InvestingB(scraper),2019-05-17 10:00:00-04:00,60.0
2019-05-17,Michigan Consumer Sentiment,InvestingC(2019-21),2019-05-17 11:00:00-04:00,InvestingB(scraper),2019-05-17 10:00:00-04:00,60.0
2019-05-17,FOMC Member Williams Speaks,InvestingC(2019-21),2019-05-17 12:15:00-04:00,InvestingB(scraper),2019-05-17 11:15:00-04:00,60.0
2019-05-20,FOMC Member Williams Speaks,InvestingC(2019-21),2019-05-20 14:05:00-04:00,InvestingB(scraper),2019-05-20 13:05:00-04:00,60.0
2019-05-20,Fed Chair Powell Speaks,InvestingC(2019-21),2019-05-20 20:00:00-04:00,InvestingB(scraper),2019-05-20 19:00:00-04:00,60.0
2019-05-22,FOMC Member Bullard Speaks,InvestingC(2019-21),2019-05-22 02:00:00-04:00,InvestingB(scraper),2019-05-22 01:00:00-04:00,60.0
2019-05-22,FOMC Member Williams Speaks,InvestingC(2019-21),2019-05-22 11:00:00-04:00,InvestingB(scraper),2019-05-22 10:00:00-04:00,60.0
2019-05-22,FOMC Meeting Minutes,InvestingC(2019-21),2019-05-22 15:00:00-04:00,InvestingB(scraper),2019-05-22 14:00:00-04:00,60.0
2019-05-23,Initial Jobless Claims,InvestingC(2019-21),2019-05-23 09:30:00-04:00,InvestingB(scraper),2019-05-23 08:30:00-04:00,60.0
2019-05-23,New Home Sales,InvestingC(2019-21),2019-05-23 11:00:00-04:00,InvestingB(scraper),2019-05-23 10:00:00-04:00,60.0
2019-05-28,CB Consumer Confidence,InvestingC(2019-21),2019-05-28 11:00:00-04:00,InvestingB(scraper),2019-05-28 10:00:00-04:00,60.0
2019-05-30,Initial Jobless Claims,InvestingC(2019-21),2019-05-30 09:30:00-04:00,InvestingB(scraper),2019-05-30 08:30:00-04:00,60.0
2019-05-31,Michigan 5-Year Inflation Expectations,InvestingC(2019-21),2019-05-31 11:00:00-04:00,InvestingB(scraper),2019-05-31 10:00:00-04:00,60.0
2019-05-31,Michigan Consumer Sentiment,InvestingC(2019-21),2019-05-31 11:00:00-04:00,InvestingB(scraper),2019-05-31 10:00:00-04:00,60.0
2019-05-31,FOMC Member Williams Speaks,InvestingC(2019-21),2019-05-31 13:00:00-04:00,InvestingB(scraper),2019-05-31 12:00:00-04:00,60.0
2019-06-03,ISM Manufacturing PMI,InvestingC(2019-21),2019-06-03 11:00:00-04:00,InvestingB(scraper),2019-06-03 10:00:00-04:00,60.0
2019-06-03,FOMC Member Bullard Speaks,InvestingC(2019-21),2019-06-03 14:25:00-04:00,InvestingB(scraper),2019-06-03 13:25:00-04:00,60.0
2019-06-04,FOMC Member Williams Speaks,InvestingC(2019-21),2019-06-04 09:30:00-04:00,InvestingB(scraper),2019-06-04 08:30:00-04:00,60.0
2019-06-04,Fed Chair Powell Speaks,InvestingC(2019-21),2019-06-04 10:45:00-04:00,InvestingB(scraper),2019-06-04 09:45:00-04:00,60.0
2019-06-05,ADP Nonfarm Employment Change,InvestingC(2019-21),2019-06-05 09:15:00-04:00,InvestingB(scraper),2019-06-05 08:15:00-04:00,60.0
2019-06-05,ISM Non-Manufacturing PMI,InvestingC(2019-21),2019-06-05 11:00:00-04:00,InvestingB(scraper),2019-06-05 10:00:00-04:00,60.0
2019-06-06,Initial Jobless Claims,InvestingC(2019-21),2019-06-06 09:30:00-04:00,InvestingB(scraper),2019-06-06 08:30:00-04:00,60.0
2019-06-06,FOMC Member Williams Speaks,InvestingC(2019-21),2019-06-06 14:00:00-04:00,InvestingB(scraper),2019-06-06 13:00:00-04:00,60.0
2019-06-07,Nonfarm Payrolls,InvestingC(2019-21),2019-06-07 09:30:00-04:00,InvestingB(scraper),2019-06-07 08:30:00-04:00,60.0
2019-06-07,Unemployment Rate,InvestingC(2019-21),2019-06-07 09:30:00-04:00,InvestingB(scraper),2019-06-07 08:30:00-04:00,60.0
2019-06-12,10-Year Note Auction,InvestingC(2019-21),2019-06-12 14:00:00-04:00,InvestingB(scraper),2019-06-12 13:00:00-04:00,60.0
2019-06-13,Initial Jobless Claims,InvestingC(2019-21),2019-06-13 09:30:00-04:00,InvestingB(scraper),2019-06-13 08:30:00-04:00,60.0
2019-06-13,30-Year Bond Auction,InvestingC(2019-21),2019-06-13 14:00:00-04:00,InvestingB(scraper),2019-06-13 13:00:00-04:00,60.0
2019-06-14,Michigan 5-Year Inflation Expectations,InvestingC(2019-21),2019-06-14 11:00:00-04:00,InvestingB(scraper),2019-06-14 10:00:00-04:00,60.0
2019-06-14,Michigan Consumer Sentiment,InvestingC(2019-21),2019-06-14 11:00:00-04:00,InvestingB(scraper),2019-06-14 10:00:00-04:00,60.0
2019-06-17,NY Empire State Manufacturing Index,InvestingC(2019-21),2019-06-17 09:30:00-04:00,InvestingB(scraper),2019-06-17 08:30:00-04:00,60.0
2019-06-18,Housing Starts,InvestingC(2019-21),2019-06-18 09:30:00-04:00,InvestingB(scraper),2019-06-18 08:30:00-04:00,60.0
2019-06-19,FOMC Economic Projections,InvestingC(2019-21),2019-06-19 15:00:00-04:00,InvestingB(scraper),2019-06-19 14:00:00-04:00,60.0
2019-06-19,FOMC Statement,InvestingC(2019-21),2019-06-19 15:00:00-04:00,InvestingB(scraper),2019-06-19 14:00:00-04:00,60.0
2019-06-19,Fed Interest Rate Decision,InvestingC(2019-21),2019-06-19 15:00:00-04:00,InvestingB(scraper),2019-06-19 14:00:00-04:00,60.0
2019-06-19,FOMC Press Conference,InvestingC(2019-21),2019-06-19 15:30:00-04:00,InvestingB(scraper),2019-06-19 14:30:00-04:00,60.0
2019-06-20,Initial Jobless Claims,InvestingC(2019-21),2019-06-20 09:30:00-04:00,InvestingB(scraper),2019-06-20 08:30:00-04:00,60.0
2019-06-20,Philadelphia Fed Manufacturing Index,InvestingC(2019-21),2019-06-20 09:30:00-04:00,InvestingB(scraper),2019-06-20 08:30:00-04:00,60.0
2019-06-25,FOMC Member Williams Speaks,InvestingC(2019-21),2019-06-25 09:45:00-04:00,InvestingB(scraper),2019-06-25 08:45:00-04:00,60.0
2019-06-25,CB Consumer Confidence,InvestingC(2019-21),2019-06-25 11:00:00-04:00,InvestingB(scraper),2019-06-25 10:00:00-04:00,60.0
2019-06-25,New Home Sales,InvestingC(2019-21),2019-06-25 11:00:00-04:00,InvestingB(scraper),2019-06-25 10:00:00-04:00,60.0
2019-06-25,Fed Chair Powell Speaks,InvestingC(2019-21),2019-06-25 14:00:00-04:00,InvestingB(scraper),2019-06-25 13:00:00-04:00,60.0
2019-06-25,FOMC Member Bullard Speaks,InvestingC(2019-21),2019-06-25 19:30:00-04:00,InvestingB(scraper),2019-06-25 18:30:00-04:00,60.0
2019-06-27,Initial Jobless Claims,InvestingC(2019-21),2019-06-27 09:30:00-04:00,InvestingB(scraper),2019-06-27 08:30:00-04:00,60.0
2019-06-28,Michigan 5-Year Inflation Expectations,InvestingC(2019-21),2019-06-28 11:00:00-04:00,InvestingB(scraper),2019-06-28 10:00:00-04:00,60.0
2019-06-28,Michigan Consumer Sentiment,InvestingC(2019-21),2019-06-28 11:00:00-04:00,InvestingB(scraper),2019-06-28 10:00:00-04:00,60.0
2019-07-01,ISM Manufacturing PMI,InvestingC(2019-21),2019-07-01 11:00:00-04:00,InvestingB(scraper),2019-07-01 10:00:00-04:00,60.0
2019-07-02,FOMC Member Williams Speaks,InvestingC(2019-21),2019-07-02 07:35:00-04:00,InvestingB(scraper),2019-07-02 06:35:00-04:00,60.0
2019-07-03,ADP Nonfarm Employment Change,InvestingC(2019-21),2019-07-03 09:15:00-04:00,InvestingB(scraper),2019-07-03 08:15:00-04:00,60.0
2019-07-03,Initial Jobless Claims,InvestingC(2019-21),2019-07-03 09:30:00-04:00,InvestingB(scraper),2019-07-03 08:30:00-04:00,60.0
2019-07-03,ISM Non-Manufacturing PMI,InvestingC(2019-21),2019-07-03 11:00:00-04:00,InvestingB(scraper),2019-07-03 10:00:00-04:00,60.0
2019-07-05,Nonfarm Payrolls,InvestingC(2019-21),2019-07-05 09:30:00-04:00,InvestingB(scraper),2019-07-05 08:30:00-04:00,60.0
2019-07-05,Unemployment Rate,InvestingC(2019-21),2019-07-05 09:30:00-04:00,InvestingB(scraper),2019-07-05 08:30:00-04:00,60.0
2019-07-09,Fed Chair Powell Speaks,InvestingC(2019-21),2019-07-09 09:45:00-04:00,InvestingB(scraper),2019-07-09 08:45:00-04:00,60.0
2019-07-09,FOMC Member Bullard Speaks,InvestingC(2019-21),2019-07-09 11:10:00-04:00,InvestingB(scraper),2019-07-09 10:10:00-04:00,60.0
