signal_et,signal_date,source_period,p_up,confidence,signal,outcome,correct_direction
2025-03-21T04:00:00Z,2025-03-21,2025 calibration,0.572027742862701,0.0720277428627014,BUY,1,1
2025-03-21T05:45:00Z,2025-03-21,2025 calibration,0.581824243068695,0.0818242430686951,BUY,1,1
2025-03-21T07:45:00Z,2025-03-21,2025 calibration,0.561083972454071,0.061083972454071,BUY,1,1
2025-03-21T13:15:00Z,2025-03-21,2025 calibration,0.563020288944244,0.0630202889442444,BUY,-1,0
2025-03-21T15:45:00Z,2025-03-21,2025 calibration,0.562908172607422,0.0629081726074219,BUY,1,1
2025-03-24T00:30:00Z,2025-03-23,2025 calibration,0.434728056192398,0.0652719438076019,SELL,-1,1
2025-03-24T07:15:00Z,2025-03-24,2025 calibration,0.427812278270721,0.0721877217292786,SELL,1,0
2025-03-25T02:15:00Z,2025-03-24,2025 calibration,0.578256070613861,0.0782560706138611,BUY,1,1
2025-03-25T07:45:00Z,2025-03-25,2025 calibration,0.562741637229919,0.0627416372299194,BUY,-1,0
2025-03-25T08:00:00Z,2025-03-25,2025 calibration,0.575803577899933,0.0758035778999329,BUY,-1,0
2025-03-25T08:15:00Z,2025-03-25,2025 calibration,0.569030821323395,0.0690308213233948,BUY,-1,0
2025-03-25T10:00:00Z,2025-03-25,2025 calibration,0.438214004039764,0.0617859959602356,SELL,-1,1
2025-03-25T17:30:00Z,2025-03-25,2025 calibration,0.564578831195831,0.0645788311958313,BUY,1,1
2025-03-26T02:15:00Z,2025-03-25,2025 calibration,0.577747106552124,0.077747106552124,BUY,-1,0
2025-03-26T02:30:00Z,2025-03-25,2025 calibration,0.571236610412598,0.0712366104125977,BUY,1,1
2025-03-26T03:15:00Z,2025-03-25,2025 calibration,0.571841180324554,0.0718411803245544,BUY,1,1
2025-03-26T03:45:00Z,2025-03-25,2025 calibration,0.569763898849487,0.0697638988494873,BUY,1,1
2025-03-26T06:00:00Z,2025-03-26,2025 calibration,0.574571013450623,0.0745710134506226,BUY,1,1
2025-03-26T06:30:00Z,2025-03-26,2025 calibration,0.561760127544403,0.0617601275444031,BUY,1,1
2025-03-26T08:00:00Z,2025-03-26,2025 calibration,0.566296219825745,0.0662962198257446,BUY,-1,0
2025-03-26T10:00:00Z,2025-03-26,2025 calibration,0.575649440288544,0.0756494402885437,BUY,1,1
2025-03-26T11:00:00Z,2025-03-26,2025 calibration,0.437726318836212,0.0622736811637878,SELL,-1,1
2025-03-27T06:00:00Z,2025-03-27,2025 calibration,0.568459868431091,0.0684598684310913,BUY,-1,0
2025-03-27T11:00:00Z,2025-03-27,2025 calibration,0.569783508777618,0.0697835087776184,BUY,1,1
2025-03-27T11:30:00Z,2025-03-27,2025 calibration,0.561045050621033,0.0610450506210327,BUY,1,1
2025-03-28T02:00:00Z,2025-03-27,2025 calibration,0.573680102825165,0.0736801028251648,BUY,1,1
2025-03-28T04:15:00Z,2025-03-28,2025 calibration,0.575787663459778,0.0757876634597778,BUY,1,1
2025-03-28T07:00:00Z,2025-03-28,2025 calibration,0.569452941417694,0.0694529414176941,BUY,1,1
2025-03-28T07:45:00Z,2025-03-28,2025 calibration,0.574415624141693,0.0744156241416931,BUY,-1,0
2025-03-28T11:15:00Z,2025-03-28,2025 calibration,0.564548790454865,0.0645487904548645,BUY,1,1
2025-03-30T23:15:00Z,2025-03-30,2025 calibration,0.577846527099609,0.0778465270996094,BUY,-1,0
2025-03-30T23:30:00Z,2025-03-30,2025 calibration,0.572240829467773,0.0722408294677734,BUY,1,1
2025-03-31T03:15:00Z,2025-03-30,2025 calibration,0.584384918212891,0.0843849182128906,BUY,1,1
2025-03-31T09:00:00Z,2025-03-31,2025 calibration,0.565141797065735,0.0651417970657349,BUY,-1,0
2025-03-31T09:45:00Z,2025-03-31,2025 calibration,0.56149172782898,0.0614917278289795,BUY,1,1
2025-04-01T02:15:00Z,2025-03-31,2025 calibration,0.433932363986969,0.066067636013031,SELL,1,0
2025-04-01T05:15:00Z,2025-04-01,2025 calibration,0.423414468765259,0.0765855312347412,SELL,1,0
2025-04-02T00:15:00Z,2025-04-01,2025 calibration,0.569099009037018,0.0690990090370178,BUY,-1,0
2025-04-02T03:45:00Z,2025-04-01,2025 calibration,0.570639848709106,0.0706398487091065,BUY,1,1
2025-04-02T04:15:00Z,2025-04-02,2025 calibration,0.56343537569046,0.0634353756904602,BUY,1,1
2025-04-02T06:00:00Z,2025-04-02,2025 calibration,0.573185741901398,0.0731857419013977,BUY,-1,0
2025-04-02T12:00:00Z,2025-04-02,2025 calibration,0.570350587368012,0.0703505873680115,BUY,-1,0
2025-04-02T12:30:00Z,2025-04-02,2025 calibration,0.567043721675873,0.0670437216758728,BUY,1,1
2025-04-02T13:30:00Z,2025-04-02,2025 calibration,0.560800015926361,0.0608000159263611,BUY,1,1
2025-04-03T09:30:00Z,2025-04-03,2025 calibration,0.561242461204529,0.0612424612045288,BUY,1,1
2025-04-03T20:30:00Z,2025-04-03,2025 calibration,0.56960517168045,0.0696051716804504,BUY,1,1
2025-04-04T02:00:00Z,2025-04-03,2025 calibration,0.565715789794922,0.0657157897949219,BUY,1,1
