candidate_id,fold,full_year,horizon,feature_set,model_id,xgb_depth,target_coverage,confidence_cutoff,base_side,selected_n,coverage,wins,win_rate,base_wins,baseline_wr,edge,flat_rate,active_weeks,unique_days,top_day_share,top5_day_share,nonoverlap_n,nonoverlap_fraction,long_n,long_wins,long_wr,short_n,short_wins,short_wr,up_only_wr,down_only_wr
1__NQ_ONLY__ranger__0.0500,2023,TRUE,1,NQ_ONLY,ranger,,0.05,0.070702117432091,1,1567,0.0731422703510082,857,0.546904913848118,746,0.476068921506063,0.0708359923420549,0.0382897255902999,52,292,0.00957243139757498,0.0421186981493299,1567,1,1012,534,0.527667984189723,555,323,0.581981981981982,0.476068921506063,0.485641352903638
1__NQ_ONLY__ranger__0.0200,2023,TRUE,1,NQ_ONLY,ranger,,0.02,0.0832493840611939,1,616,0.0287528005974608,342,0.555194805194805,271,0.439935064935065,0.11525974025974,0.0405844155844156,52,241,0.0146103896103896,0.0616883116883117,616,1,323,167,0.51702786377709,293,175,0.597269624573379,0.439935064935065,0.51948051948052
1__NQ_ONLY__ranger__0.0100,2023,TRUE,1,NQ_ONLY,ranger,,0.01,0.0934626499786525,1,274,0.0127893950709485,154,0.562043795620438,123,0.448905109489051,0.113138686131387,0.0437956204379562,52,167,0.0182481751824818,0.0802919708029197,274,1,108,60,0.555555555555556,166,94,0.566265060240964,0.448905109489051,0.507299270072993
1__NQ_ONLY__ranger__0.0050,2023,TRUE,1,NQ_ONLY,ranger,,0.005,0.102326418982804,1,127,0.00592793129200896,66,0.519685039370079,59,0.464566929133858,0.0551181102362205,0.047244094488189,46,99,0.031496062992126,0.133858267716535,127,1,45,24,0.533333333333333,82,42,0.51219512195122,0.464566929133858,0.488188976377953
1__NQ_ONLY__xgb_d2__0.5000,2023,TRUE,1,NQ_ONLY,xgb_d2,2,0.5,0.0307148098945618,1,11043,0.515449962658701,5875,0.532011228832745,5301,0.480032599837001,0.0519786289957439,0.0384859186815177,52,310,0.00507108575568233,0.0249026532645115,11043,1,6461,3387,0.524222256616623,4582,2488,0.542994325621999,0.480032599837001,0.481481481481482
1__NQ_ONLY__xgb_d2__0.2000,2023,TRUE,1,NQ_ONLY,xgb_d2,2,0.2,0.0578748226165772,1,4546,0.212191934279313,2494,0.548614166300044,2153,0.473603167619886,0.0750109986801584,0.0395952485701716,52,310,0.00637923449186098,0.0294764628244611,4546,1,2769,1467,0.529794149512459,1777,1027,0.577940348902645,0.473603167619886,0.486801583809943
1__NQ_ONLY__xgb_d2__0.1000,2023,TRUE,1,NQ_ONLY,xgb_d2,2,0.1,0.0725750923156738,1,2348,0.109596713965646,1302,0.554514480408859,1105,0.4706132879046,0.0839011925042589,0.0362010221465077,52,303,0.00809199318568995,0.0357751277683135,2348,1,1465,777,0.53037542662116,883,525,0.594563986409966,0.4706132879046,0.493185689948893
1__NQ_ONLY__xgb_d2__0.0500,2023,TRUE,1,NQ_ONLY,xgb_d2,2,0.05,0.0837504744529724,1,1201,0.0560586258401792,650,0.541215653621982,552,0.459616985845129,0.0815986677768526,0.0324729392173189,52,284,0.00999167360532889,0.0466278101582015,1201,1,742,379,0.51078167115903,459,271,0.59041394335512,0.459616985845129,0.507910074937552
1__NQ_ONLY__xgb_d2__0.0200,2023,TRUE,1,NQ_ONLY,xgb_d2,2,0.02,0.0966584610939025,1,477,0.0222647498132935,276,0.578616352201258,215,0.450733752620545,0.127882599580713,0.0356394129979036,52,224,0.0125786163522013,0.0628930817610063,477,1,253,138,0.545454545454545,224,138,0.616071428571429,0.450733752620545,0.513626834381551
1__NQ_ONLY__xgb_d2__0.0100,2023,TRUE,1,NQ_ONLY,xgb_d2,2,0.01,0.105121173858643,1,246,0.0114824495892457,138,0.560975609756098,108,0.439024390243902,0.121951219512195,0.040650406504065,52,156,0.0203252032520325,0.0853658536585366,246,1,106,57,0.537735849056604,140,81,0.578571428571429,0.439024390243902,0.520325203252033
1__NQ_ONLY__xgb_d2__0.0050,2023,TRUE,1,NQ_ONLY,xgb_d2,2,0.005,0.112431120872498,1,129,0.00602128454070202,71,0.550387596899225,62,0.48062015503876,0.0697674418604651,0.0465116279069768,48,99,0.0232558139534884,0.0930232558139535,129,1,53,31,0.584905660377359,76,40,0.526315789473684,0.48062015503876,0.472868217054264
1__NQ_ONLY__xgb_d3__0.5000,2023,TRUE,1,NQ_ONLY,xgb_d3,3,0.5,0.0313706398010254,1,11157,0.520771097834205,5929,0.531415254996863,5382,0.482387738639419,0.0490275163574438,0.0391682351886708,52,310,0.00501927041319351,0.0247378327507394,11157,1,6542,3442,0.52613879547539,4615,2487,0.538894907908992,0.482387738639419,0.47844402617191
1__NQ_ONLY__xgb_d3__0.2000,2023,TRUE,1,NQ_ONLY,xgb_d3,3,0.2,0.0602934122085571,1,4703,0.219520164301718,2567,0.545821815862216,2214,0.47076334254731,0.0750584733149054,0.042738677439932,52,310,0.00637890708058686,0.0301934935147778,4703,1,2780,1469,0.52841726618705,1923,1098,0.570982839313573,0.47076334254731,0.486497980012758
1__NQ_ONLY__xgb_d3__0.1000,2023,TRUE,1,NQ_ONLY,xgb_d3,3,0.1,0.0767382502555847,1,2362,0.110250186706497,1298,0.549534292972058,1095,0.463590177815411,0.0859441151566469,0.0385266723116003,52,305,0.00762066045723963,0.0355630821337849,2362,1,1405,737,0.524555160142349,957,561,0.586206896551724,0.463590177815411,0.497883149872989
1__NQ_ONLY__xgb_d3__0.0500,2023,TRUE,1,NQ_ONLY,xgb_d3,3,0.05,0.0898249626159668,1,1209,0.0564320388349515,681,0.563275434243176,556,0.459884201819686,0.103391232423491,0.0372208436724566,52,286,0.0115798180314309,0.0488006617038875,1209,1,700,372,0.531428571428572,509,309,0.607072691552063,0.459884201819686,0.502894954507858
1__NQ_ONLY__xgb_d3__0.0200,2023,TRUE,1,NQ_ONLY,xgb_d3,3,0.02,0.106244511604309,1,480,0.0224047796863331,269,0.560416666666667,208,0.433333333333333,0.127083333333333,0.0333333333333333,52,219,0.01875,0.0770833333333333,480,1,249,128,0.514056224899598,231,141,0.61038961038961,0.433333333333333,0.533333333333333
1__NQ_ONLY__xgb_d3__0.0100,2023,TRUE,1,NQ_ONLY,xgb_d3,3,0.01,0.119601032733917,1,206,0.00961538461538462,119,0.577669902912621,95,0.461165048543689,0.116504854368932,0.0485436893203884,52,139,0.0242718446601942,0.101941747572816,206,1,92,54,0.586956521739131,114,65,0.570175438596491,0.461165048543689,0.490291262135922
1__NQ_ONLY__xgb_d3__0.0050,2023,TRUE,1,NQ_ONLY,xgb_d3,3,0.005,0.133268694281579,1,95,0.00443427931292009,56,0.589473684210526,50,0.526315789473684,0.0631578947368421,0.0315789473684211,48,83,0.0315789473684211,0.126315789473684,95,1,44,29,0.659090909090909,51,27,0.529411764705882,0.526315789473684,0.442105263157895
1__NQ_ONLY__xgb_d4__0.5000,2023,TRUE,1,NQ_ONLY,xgb_d4,4,0.5,0.0323384404182434,1,11215,0.523478342046303,5962,0.531609451627285,5407,0.482122157824342,0.0494872938029425,0.0400356665180562,52,310,0.0050824788230049,0.0248773963441819,11215,1,6650,3498,0.526015037593985,4565,2464,0.539759036144578,0.482122157824342,0.477842175657601
1__NQ_ONLY__xgb_d4__0.2000,2023,TRUE,1,NQ_ONLY,xgb_d4,4,0.2,0.0631876826286316,1,4699,0.219333457804332,2583,0.549691423707172,2203,0.468823153862524,0.0808682698446478,0.041285379868057,52,310,0.00617152585656523,0.0295807618642264,4699,1,2773,1468,0.529390551749008,1926,1115,0.578920041536864,0.468823153862524,0.489891466269419
1__NQ_ONLY__xgb_d4__0.1000,2023,TRUE,1,NQ_ONLY,xgb_d4,4,0.1,0.0806556940078735,1,2399,0.111977221807319,1307,0.544810337640684,1116,0.465193830762818,0.0796165068778658,0.0400166736140058,52,305,0.0070862859524802,0.0341809087119633,2399,1,1411,737,0.522324592487597,988,570,0.576923076923077,0.465193830762818,0.494789495623176
1__NQ_ONLY__xgb_d4__0.0500,2023,TRUE,1,NQ_ONLY,xgb_d4,4,0.05,0.0952687978744507,1,1262,0.0589058999253174,707,0.560221870047544,572,0.45324881141046,0.106973058637084,0.0316957210776545,52,289,0.0103011093502377,0.0467511885895404,1262,1,711,373,0.524613220815752,551,334,0.606170598911071,0.45324881141046,0.515055467511886
1__NQ_ONLY__xgb_d4__0.0200,2023,TRUE,1,NQ_ONLY,xgb_d4,4,0.02,0.114825308322906,1,468,0.0218446601941748,260,0.555555555555556,201,0.429487179487179,0.126068376068376,0.0341880341880342,52,231,0.0192307692307692,0.0747863247863248,468,1,222,113,0.509009009009009,246,147,0.597560975609756,0.429487179487179,0.536324786324786
1__NQ_ONLY__xgb_d4__0.0100,2023,TRUE,1,NQ_ONLY,xgb_d4,4,0.01,0.130835473537445,1,183,0.00854182225541449,105,0.573770491803279,92,0.502732240437159,0.0710382513661202,0.0327868852459016,52,129,0.0218579234972678,0.109289617486339,183,1,78,48,0.615384615384615,105,57,0.542857142857143,0.502732240437159,0.46448087431694
1__NQ_ONLY__xgb_d4__0.0050,2023,TRUE,1,NQ_ONLY,xgb_d4,4,0.005,0.149424749612808,1,61,0.00284727408513816,37,0.60655737704918,33,0.540983606557377,0.0655737704918033,0.0327868852459016,37,54,0.0491803278688525,0.180327868852459,61,1,21,16,0.761904761904762,40,21,0.525,0.540983606557377,0.426229508196721
1__NQ_ONLY__xgb_d5__0.5000,2023,TRUE,1,NQ_ONLY,xgb_d5,5,0.5,0.0349676609039307,1,10953,0.511249066467513,5842,0.533369853008308,5272,0.481329316169086,0.0520405368392221,0.0399890440975075,52,310,0.00547795124623391,0.0253811741075504,10953,1,6463,3407,0.527154572180102,4490,2435,0.542316258351893,0.481329316169086,0.478681639733406
1__NQ_ONLY__xgb_d5__0.2000,2023,TRUE,1,NQ_ONLY,xgb_d5,5,0.2,0.0676031529903412,1,4466,0.208457804331591,2426,0.543215405284371,2070,0.463502015226153,0.0797133900582177,0.0382892969099866,52,310,0.00694133452754142,0.0311240483654277,4466,1,2648,1374,0.518882175226586,1818,1052,0.578657865786579,0.463502015226153,0.49820868786386
1__NQ_ONLY__xgb_d5__0.1000,2023,TRUE,1,NQ_ONLY,xgb_d5,5,0.1,0.086182701587677,1,2252,0.105115758028379,1249,0.55461811722913,1067,0.473801065719361,0.0808170515097691,0.0368561278863233,52,304,0.00754884547069272,0.0373001776198934,2252,1,1330,711,0.534586466165414,922,538,0.58351409978308,0.473801065719361,0.489342806394316
1__NQ_ONLY__xgb_d5__0.0500,2023,TRUE,1,NQ_ONLY,xgb_d5,5,0.05,0.102266806364059,1,1141,0.0532580283793876,634,0.555652936021034,525,0.460122699386503,0.0955302366345311,0.0315512708150745,52,283,0.0105170902716915,0.0482033304119194,1141,1,661,347,0.524962178517398,480,287,0.597916666666667,0.460122699386503,0.508326029798423
1__NQ_ONLY__xgb_d5__0.0200,2023,TRUE,1,NQ_ONLY,xgb_d5,5,0.02,0.122453683614731,1,408,0.0190440627333831,234,0.573529411764706,185,0.45343137254902,0.120098039215686,0.0367647058823529,52,208,0.0147058823529412,0.0661764705882353,408,1,223,121,0.542600896860987,185,113,0.610810810810811,0.45343137254902,0.509803921568627
1__NQ_ONLY__xgb_d5__0.0100,2023,TRUE,1,NQ_ONLY,xgb_d5,5,0.01,0.139754385948181,1,157,0.00732823002240478,95,0.605095541401274,83,0.528662420382166,0.0764331210191083,0.0191082802547771,50,119,0.0191082802547771,0.0955414012738854,157,1,84,53,0.630952380952381,73,42,0.575342465753425,0.528662420382166,0.452229299363057
1__NQ_ONLY__xgb_d5__0.0050,2023,TRUE,1,NQ_ONLY,xgb_d5,5,0.005,0.156832112073898,1,65,0.00303398058252427,41,0.630769230769231,36,0.553846153846154,0.0769230769230769,0.0307692307692308,38,59,0.0461538461538462,0.169230769230769,65,1,35,24,0.685714285714286,30,17,0.566666666666667,0.553846153846154,0.415384615384615
1__NQ_ES__logit__0.5000,2023,TRUE,1,NQ_ES,logit,,0.5,0.0371451770670179,1,10501,0.490151232262883,5539,0.527473573945339,5024,0.4784306256547,0.049042948290639,0.0406627940196172,52,310,0.0053328254451957,0.0251404628130654,10501,1,5796,3019,0.52087646652864,4705,2520,0.535600425079702,0.4784306256547,0.480906580325683
1__NQ_ES__logit__0.2000,2023,TRUE,1,NQ_ES,logit,,0.2,0.0676924991822228,1,3773,0.176110903659447,2038,0.540153723827193,1751,0.464086933474689,0.0760667903525046,0.0379008746355685,52,308,0.00742115027829314,0.0347203816591572,3773,1,2126,1098,0.516462841015993,1647,940,0.570734669095325,0.464086933474689,0.498012191889743
1__NQ_ES__logit__0.1000,2023,TRUE,1,NQ_ES,logit,,0.1,0.0846720867233291,1,1708,0.0797236743838686,940,0.550351288056206,804,0.470725995316159,0.0796252927400469,0.0322014051522248,52,297,0.00995316159250586,0.0468384074941452,1708,1,934,494,0.528907922912206,774,446,0.576227390180879,0.470725995316159,0.497072599531616
1__NQ_ES__logit__0.0500,2023,TRUE,1,NQ_ES,logit,,0.05,0.0993657940505473,1,715,0.033373786407767,401,0.560839160839161,338,0.472727272727273,0.0881118881118881,0.0237762237762238,52,262,0.0167832167832168,0.0713286713286713,715,1,338,185,0.547337278106509,377,216,0.572944297082228,0.472727272727273,0.503496503496504
1__NQ_ES__logit__0.0200,2023,TRUE,1,NQ_ES,logit,,0.02,0.116725462881554,1,191,0.00891523525018671,112,0.586387434554974,98,0.513089005235602,0.0732984293193717,0.0157068062827225,51,123,0.031413612565445,0.115183246073298,191,1,80,51,0.6375,111,61,0.54954954954955,0.513089005235602,0.471204188481675
1__NQ_ES__logit__0.0100,2023,TRUE,1,NQ_ES,logit,,0.01,0.126936980217924,1,70,0.00326736370425691,41,0.585714285714286,31,0.442857142857143,0.142857142857143,0.0142857142857143,36,54,0.0428571428571429,0.185714285714286,70,1,23,13,0.565217391304348,47,28,0.595744680851064,0.442857142857143,0.542857142857143
1__NQ_ES__logit__0.0050,2023,TRUE,1,NQ_ES,logit,,0.005,0.138426347566303,1,18,0.000840179238237491,10,0.555555555555556,10,0.555555555555556,0,0,13,15,0.111111111111111,0.444444444444444,18,1,6,4,0.666666666666667,12,6,0.5,0.555555555555556,0.444444444444444
1__NQ_ES__ranger__0.5000,2023,TRUE,1,NQ_ES,ranger,,0.5,0.0261582308845639,1,11029,0.514796489917849,5802,0.526067639858555,5264,0.477287152053677,0.0487804878048781,0.0393508024299574,52,310,0.00544020310091577,0.0252969444192583,11029,1,6790,3501,0.515611192930781,4239,2301,0.542816702052371,0.477287152053677,0.483362045516366
1__NQ_ES__ranger__0.2000,2023,TRUE,1,NQ_ES,ranger,,0.2,0.0492941487885693,1,4597,0.214572442120986,2484,0.540352403741571,2197,0.477920382858386,0.0624320208831847,0.036763106373722,52,310,0.00587339569284316,0.0293669784642158,4597,1,2972,1556,0.523553162853298,1625,928,0.571076923076923,0.477920382858386,0.485316510767892
1__NQ_ES__ranger__0.1000,2023,TRUE,1,NQ_ES,ranger,,0.1,0.0610770739873877,1,2502,0.116784914115011,1360,0.543565147881695,1194,0.477218225419664,0.0663469224620304,0.0343725019984013,52,306,0.00759392486011191,0.0347721822541966,2502,1,1614,846,0.524163568773234,888,514,0.578828828828829,0.477218225419664,0.488409272581935
1__NQ_ES__ranger__0.0500,2023,TRUE,1,NQ_ES,ranger,,0.05,0.0703182124282484,1,1300,0.0606796116504854,740,0.569230769230769,620,0.476923076923077,0.0923076923076923,0.0330769230769231,52,289,0.00769230769230769,0.0384615384615385,1300,1,773,426,0.551099611901682,527,314,0.595825426944972,0.476923076923077,0.49
1__NQ_ES__ranger__0.0200,2023,TRUE,1,NQ_ES,ranger,,0.02,0.081350703951603,1,539,0.0251587005227782,304,0.564007421150278,248,0.460111317254174,0.103896103896104,0.0296846011131725,52,233,0.012987012987013,0.0575139146567718,539,1,265,144,0.543396226415094,274,160,0.583941605839416,0.460111317254174,0.510204081632653
1__NQ_ES__ranger__0.0100,2023,TRUE,1,NQ_ES,ranger,,0.01,0.0894904747633377,1,244,0.0113890963405527,139,0.569672131147541,114,0.467213114754098,0.102459016393443,0.0286885245901639,52,156,0.0204918032786885,0.0901639344262295,244,1,89,52,0.584269662921348,155,87,0.561290322580645,0.467213114754098,0.504098360655738
1__NQ_ES__ranger__0.0050,2023,TRUE,1,NQ_ES,ranger,,0.005,0.0976198404519065,1,97,0.00452763256161314,55,0.567010309278351,47,0.484536082474227,0.0824742268041237,0.0412371134020619,48,82,0.0206185567010309,0.103092783505155,97,1,28,18,0.642857142857143,69,37,0.536231884057971,0.484536082474227,0.474226804123711
1__NQ_ES__xgb_d2__0.5000,2023,TRUE,1,NQ_ES,xgb_d2,2,0.5,0.0312176942825317,1,10973,0.512182598954444,5816,0.530028251161943,5246,0.478082566299098,0.0519456848628452,0.0382757677936754,52,310,0.00510343570582339,0.0252437801877335,10973,1,6383,3326,0.521071596428012,4590,2490,0.542483660130719,0.478082566299098,0.483641665907227
1__NQ_ES__xgb_d2__0.2000,2023,TRUE,1,NQ_ES,xgb_d2,2,0.2,0.0582593321800232,1,4613,0.21531926811053,2506,0.543247344461305,2181,0.472794277043139,0.0704530674181661,0.0405376110990679,52,310,0.00672013873834815,0.0303490136570562,4613,1,2778,1462,0.526277897768179,1835,1044,0.568937329700272,0.472794277043139,0.486668111857793
1__NQ_ES__xgb_d2__0.1000,2023,TRUE,1,NQ_ES,xgb_d2,2,0.1,0.0726858854293823,1,2311,0.107869678864825,1272,0.550411077455647,1090,0.471657291215924,0.0787537862397231,0.0346170488965816,52,305,0.00778883600173085,0.0363479013414106,2311,1,1431,756,0.528301886792453,880,516,0.586363636363636,0.471657291215924,0.493725659887495
1__NQ_ES__xgb_d2__0.0500,2023,TRUE,1,NQ_ES,xgb_d2,2,0.05,0.0844002366065979,1,1167,0.0544716206123973,649,0.556126820908312,543,0.465295629820051,0.0908311910882605,0.0359897172236504,52,284,0.00942587832047986,0.0428449014567267,1167,1,706,373,0.528328611898017,461,276,0.598698481561822,0.465295629820051,0.498714652956298
1__NQ_ES__xgb_d2__0.0200,2023,TRUE,1,NQ_ES,xgb_d2,2,0.02,0.0963168847560882,1,477,0.0222647498132935,282,0.591194968553459,226,0.473794549266247,0.117400419287212,0.0314465408805031,52,224,0.0167714884696017,0.0649895178197065,477,1,262,151,0.576335877862595,215,131,0.609302325581395,0.473794549266247,0.49475890985325
1__NQ_ES__xgb_d2__0.0100,2023,TRUE,1,NQ_ES,xgb_d2,2,0.01,0.103354227542877,1,245,0.0114357729648992,149,0.608163265306122,112,0.457142857142857,0.151020408163265,0.0204081632653061,50,153,0.0204081632653061,0.0938775510204082,245,1,109,64,0.587155963302752,136,85,0.625,0.457142857142857,0.522448979591837
1__NQ_ES__xgb_d2__0.0050,2023,TRUE,1,NQ_ES,xgb_d2,2,0.005,0.111997636556625,1,94,0.00438760268857356,58,0.617021276595745,46,0.48936170212766,0.127659574468085,0.0319148936170213,42,74,0.0319148936170213,0.138297872340426,94,1,36,24,0.666666666666667,58,34,0.586206896551724,0.48936170212766,0.478723404255319
1__NQ_ES__xgb_d3__0.5000,2023,TRUE,1,NQ_ES,xgb_d3,3,0.5,0.0320648550987244,1,11150,0.520444361463779,5917,0.53067264573991,5368,0.481434977578475,0.049237668161435,0.0386547085201794,52,310,0.00502242152466368,0.0242152466367713,11150,1,6412,3369,0.525421085464754,4738,2548,0.537779653862389,0.481434977578475,0.479910313901345
1__NQ_ES__xgb_d3__0.2000,2023,TRUE,1,NQ_ES,xgb_d3,3,0.2,0.0599560499191284,1,4773,0.222787528005975,2574,0.539283469516028,2241,0.469516027655563,0.0697674418604651,0.0402262727844123,52,310,0.00607584328514561,0.0291221454012152,4773,1,2820,1469,0.520921985815603,1953,1105,0.565796210957501,0.469516027655563,0.490257699560025
1__NQ_ES__xgb_d3__0.1000,2023,TRUE,1,NQ_ES,xgb_d3,3,0.1,0.0755802989006043,1,2443,0.114030993278566,1349,0.552189930413426,1174,0.480556692591077,0.0716332378223496,0.0372492836676218,52,303,0.00859598853868195,0.0364306180925092,2443,1,1470,791,0.538095238095238,973,558,0.573484069886948,0.480556692591077,0.482194023741302
1__NQ_ES__xgb_d3__0.0500,2023,TRUE,1,NQ_ES,xgb_d3,3,0.05,0.0890182614326477,1,1208,0.0563853622106049,667,0.552152317880795,567,0.469370860927152,0.0827814569536424,0.0355960264900662,52,283,0.00993377483443709,0.0438741721854305,1208,1,702,372,0.52991452991453,506,295,0.58300395256917,0.469370860927152,0.495033112582781
1__NQ_ES__xgb_d3__0.0200,2023,TRUE,1,NQ_ES,xgb_d3,3,0.02,0.10558100938797,1,452,0.0210978342046303,253,0.559734513274336,212,0.469026548672566,0.0907079646017699,0.0353982300884956,52,213,0.0154867256637168,0.0685840707964602,452,1,214,119,0.55607476635514,238,134,0.563025210084034,0.469026548672566,0.495575221238938
1__NQ_ES__xgb_d3__0.0100,2023,TRUE,1,NQ_ES,xgb_d3,3,0.01,0.116813412904739,1,205,0.00956870799103809,123,0.6,95,0.463414634146342,0.136585365853659,0.0341463414634146,51,139,0.024390243902439,0.0975609756097561,205,1,76,47,0.618421052631579,129,76,0.589147286821706,0.463414634146342,0.502439024390244
1__NQ_ES__xgb_d3__0.0050,2023,TRUE,1,NQ_ES,xgb_d3,3,0.005,0.129401502013207,1,75,0.00350074682598954,49,0.653333333333333,38,0.506666666666667,0.146666666666667,0.0133333333333333,40,64,0.0266666666666667,0.133333333333333,75,1,23,18,0.782608695652174,52,31,0.596153846153846,0.506666666666667,0.48
1__NQ_ES__xgb_d4__0.5000,2023,TRUE,1,NQ_ES,xgb_d4,4,0.5,0.0342373251914978,1,10885,0.508075056011949,5794,0.532292145153881,5259,0.483141938447405,0.0491502067064768,0.0388608176389527,52,310,0.00523656407900781,0.02508038585209,10885,1,6300,3325,0.527777777777778,4585,2469,0.538495092693566,0.483141938447405,0.477997243913643
1__NQ_ES__xgb_d4__0.2000,2023,TRUE,1,NQ_ES,xgb_d4,4,0.2,0.0644451975822449,1,4536,0.211725168035848,2452,0.540564373897707,2132,0.470017636684303,0.0705467372134039,0.0394620811287478,52,310,0.00595238095238095,0.029320987654321,4536,1,2612,1367,0.523353751914242,1924,1085,0.563929313929314,0.470017636684303,0.490520282186949
1__NQ_ES__xgb_d4__0.1000,2023,TRUE,1,NQ_ES,xgb_d4,4,0.1,0.0818696618080139,1,2247,0.104882374906647,1254,0.55807743658211,1046,0.465509568313307,0.0925678682688029,0.0351579884290165,52,301,0.00801068090787717,0.0373831775700935,2247,1,1265,674,0.532806324110672,982,580,0.590631364562118,0.465509568313307,0.499332443257677
1__NQ_ES__xgb_d4__0.0500,2023,TRUE,1,NQ_ES,xgb_d4,4,0.05,0.0966420412063599,1,1094,0.0510642270351008,631,0.576782449725777,515,0.470749542961609,0.106032906764168,0.0319926873857404,52,280,0.0118829981718464,0.046617915904936,1094,1,569,318,0.558875219683656,525,313,0.596190476190476,0.470749542961609,0.497257769652651
1__NQ_ES__xgb_d4__0.0200,2023,TRUE,1,NQ_ES,xgb_d4,4,0.02,0.114752558469772,1,417,0.0194641523525019,238,0.570743405275779,186,0.446043165467626,0.124700239808153,0.0431654676258993,52,217,0.0143884892086331,0.0647482014388489,417,1,172,95,0.552325581395349,245,143,0.583673469387755,0.446043165467626,0.510791366906475
1__NQ_ES__xgb_d4__0.0100,2023,TRUE,1,NQ_ES,xgb_d4,4,0.01,0.130692887306213,1,169,0.00788834951456311,102,0.603550295857988,73,0.431952662721893,0.171597633136095,0.0355029585798817,50,123,0.0236686390532544,0.100591715976331,169,1,58,35,0.603448275862069,111,67,0.603603603603604,0.431952662721893,0.532544378698225
1__NQ_ES__xgb_d4__0.0050,2023,TRUE,1,NQ_ES,xgb_d4,4,0.005,0.143885913491249,1,73,0.00340739357729649,45,0.616438356164384,41,0.561643835616438,0.0547945205479452,0.0136986301369863,40,63,0.0273972602739726,0.136986301369863,73,1,22,18,0.818181818181818,51,27,0.529411764705882,0.561643835616438,0.424657534246575
