candidate_id,horizon,feature_set,model_id,xgb_depth,target_coverage,selected_n,wins,overall_wr,base_wins,overall_baseline_wr,overall_edge,total_nonoverlap_n,nonoverlap_fraction,avg_active_weeks_full,min_active_weeks_full,folds_over_50,full_years_over_50,min_full_year_wr,max_full_year_wr,max_top_day_share_all,max_top5_day_share_all,max_top5_day_share_full,long_n,long_wins,long_wr,short_n,short_wins,short_wr,mean_actual_coverage,temporal_ok,persistence_ok,wr_block_lower,wr_block_upper,edge_block_lower,edge_block_upper,statistically_robust
1__NQ_ONLY__xgb_d2__0.0500,1,NQ_ONLY,xgb_d2,2,0.05,3562,1920,0.539023020774846,1703,0.478102189781022,0.0609208309938237,3562,1,52.6666666666667,52,4,3,0.53248031496063,0.548007246376812,0.037344398340249,0.178423236514523,0.0466278101582015,1986,1053,0.530211480362538,1576,867,0.5501269035533,0.0521976967367303,TRUE,TRUE,0.523581665371012,0.555042060228447,0.0401823558888027,0.0809067713114781,TRUE
30__NQ_ONLY__logit__0.5000,30,NQ_ONLY,logit,,0.5,33652,17832,0.529894211339594,17714,0.526387733269939,0.00350647806965411,21164,0.628907642933555,52.6666666666667,52,4,3,0.524650547789951,0.53905866168812,0.0297029702970297,0.129755080771235,0.0302643215092856,30993,16449,0.530732746103959,2659,1383,0.520120345994735,0.491659152636237,TRUE,TRUE,0.523579423288466,0.536264981139457,0.00020769330109968,0.00701339519243467,TRUE
10__NQ_ES__logit__0.2000,10,NQ_ES,logit,,0.2,13558,7227,0.533043221714117,7090,0.522938486502434,0.0101047352116831,13558,1,52.6666666666667,52,4,3,0.523945120372767,0.54084753167322,0.0367197062423501,0.152998776009792,0.042093023255814,10625,5712,0.5376,2933,1515,0.516535969996591,0.194400503665408,TRUE,TRUE,0.523512579420386,0.541839040377832,0.00313651589481585,0.0173408077598068,TRUE
3__NQ_ONLY__xgb_d4__0.2000,3,NQ_ONLY,xgb_d4,4,0.2,14037,7466,0.531880031345729,7015,0.499750658972715,0.0321293723730142,14037,1,52.6666666666667,52,4,3,0.520132743362832,0.541048237476809,0.0343195266272189,0.155029585798817,0.0334862385321101,9377,4963,0.529273754932281,4660,2503,0.537124463519313,0.200946002738674,TRUE,TRUE,0.523478746589459,0.540775958026251,0.0225217153150654,0.042323511818883,TRUE
5__NQ_ONLY__xgb_d2__0.2000,5,NQ_ONLY,xgb_d2,2,0.2,14037,7486,0.533304837215929,7216,0.514069957968227,0.0192348792477025,14037,1,52.6666666666667,52,4,3,0.527945971122497,0.538444639718805,0.0341034103410341,0.152915291529153,0.0329525483304042,10655,5685,0.533552322853121,3382,1801,0.532525133057363,0.204012231114792,TRUE,TRUE,0.523426996086044,0.542282757011562,0.0109471365521998,0.0280292338412565,TRUE
15__NQ_ONLY__xgb_d2__0.1000,15,NQ_ONLY,xgb_d2,2,0.1,7586,4041,0.532691800685473,4003,0.527682573161086,0.00500922752438703,7586,1,52.6666666666667,52,4,3,0.52208515718265,0.545833333333333,0.0588235294117647,0.245098039215686,0.0527777777777778,7235,3848,0.531859018659295,351,193,0.54985754985755,0.10796077689156,TRUE,TRUE,0.523258956340643,0.543399184694904,0.000130824503306446,0.00994641478422722,TRUE
3__NQ_ES__xgb_d3__0.2000,3,NQ_ES,xgb_d3,3,0.2,13864,7365,0.531231967686094,6903,0.497908251586844,0.0333237160992499,13864,1,52.6666666666667,52,4,3,0.518874560375147,0.546471797213976,0.0337601862630966,0.152502910360885,0.0323563892145369,9288,4903,0.527885443583118,4576,2462,0.538024475524476,0.199616444386485,TRUE,TRUE,0.523174865831843,0.540445300047459,0.0246799805465848,0.0430127378732183,TRUE
3__NQ_ES__logit__0.1000,3,NQ_ES,logit,,0.1,6779,3635,0.536214780941142,3389,0.499926242808674,0.0362885381324679,6779,1,52.6666666666667,52,4,3,0.530842745438749,0.546203110704483,0.0382775119617225,0.172248803827751,0.0473501303214596,4615,2453,0.531527627302275,2164,1182,0.546210720887246,0.0974608604838519,TRUE,TRUE,0.523164871517489,0.548358910769168,0.0227648646197956,0.0485120555432315,TRUE
1__NQ_ES__xgb_d5__0.1000,1,NQ_ES,xgb_d5,5,0.1,6960,3711,0.533189655172414,3317,0.476580459770115,0.0566091954022989,6960,1,52.6666666666667,52,4,3,0.523809523809524,0.543587403012323,0.031390134529148,0.150224215246637,0.037999037999038,3794,1991,0.524775962045335,3166,1720,0.543272267845862,0.100839307234652,TRUE,TRUE,0.523128477358446,0.544542155900295,0.0414133917841674,0.0716832195090232,TRUE
10__NQ_ONLY__xgb_d5__0.0500,10,NQ_ONLY,xgb_d5,5,0.05,3293,1776,0.539325842696629,1713,0.520194351655026,0.0191314910416034,3293,1,52.6666666666667,52,4,3,0.534807534807535,0.546816479400749,0.0582959641255605,0.2152466367713,0.0793854033290653,2476,1341,0.541599353796446,817,435,0.532435740514076,0.0483005191411953,TRUE,TRUE,0.52292281826688,0.558177141071662,0.00211956071280564,0.0368570210502403,TRUE
1__NQ_ONLY__ranger__0.0200,1,NQ_ONLY,ranger,,0.02,1558,852,0.546854942233633,716,0.459563543003851,0.0872913992297818,1558,1,52.6666666666667,52,4,3,0.530026109660574,0.555194805194805,0.0632911392405063,0.278481012658228,0.0666666666666667,681,364,0.534508076358297,877,488,0.556442417331813,0.0216493454369376,TRUE,TRUE,0.522831408645627,0.571141231303777,0.0513090324982197,0.123714283296093,TRUE
1__NQ_ES__logit__0.0500,1,NQ_ES,logit,,0.05,3144,1689,0.537213740458015,1544,0.491094147582697,0.0461195928753181,3144,1,52.6666666666667,52,4,3,0.526207605344296,0.560839160839161,0.0780487804878049,0.253658536585366,0.1207034372502,1781,954,0.535654126895003,1363,735,0.53925165077036,0.0456413600582805,TRUE,TRUE,0.522677850301763,0.552065536474626,0.0259947411391797,0.0688377429324688,TRUE
3__NQ_ONLY__logit__0.2000,3,NQ_ONLY,logit,,0.2,13704,7275,0.530866900175131,6866,0.501021599532983,0.0298453006421483,13704,1,52.6666666666667,52,4,3,0.525193344269979,0.537356966569441,0.0286343612334802,0.133259911894273,0.0346267190569745,9394,4960,0.527996593570364,4310,2315,0.537122969837587,0.199962037295514,TRUE,TRUE,0.522654642821853,0.539290219633086,0.020523692551819,0.0384790621481729,TRUE
5__NQ_ES__xgb_d4__0.2000,5,NQ_ES,xgb_d4,4,0.2,13966,7425,0.531648288701131,7141,0.511313189173708,0.0203350995274237,13966,1,52.6666666666667,52,4,3,0.528217711354004,0.533380182712579,0.0348706411698538,0.156355455568054,0.033459736783404,9676,5175,0.534828441504754,4290,2250,0.524475524475525,0.2022288293269,TRUE,TRUE,0.522624933128165,0.541006963176228,0.0111372082276158,0.0300883198275765,TRUE
10__NQ_ES__ranger__0.2000,10,NQ_ES,ranger,,0.2,14663,7782,0.530723589988406,7641,0.521107549614676,0.0096160403737298,14663,1,52.6666666666667,52,4,3,0.528740581270183,0.533887468030691,0.0369967355821545,0.151251360174102,0.0346609257265877,12015,6407,0.533250104036621,2648,1375,0.519259818731118,0.211921319173841,TRUE,TRUE,0.522615319723118,0.538953863169518,0.00327453733218252,0.0164348063284234,TRUE
10__NQ_ES__xgb_d4__0.0200,10,NQ_ES,xgb_d4,4,0.02,1237,680,0.549717057396928,622,0.502829426030719,0.0468876313662086,1237,1,52,51,3,3,0.535398230088496,0.568238213399504,0.0975609756097561,0.317073170731707,0.0966666666666667,859,464,0.540162980209546,378,216,0.571428571428571,0.0180653670187716,TRUE,TRUE,0.522399887004549,0.577446009421818,0.0154745706831694,0.0764808271651926,TRUE
1__NQ_ES__xgb_d5__0.2000,1,NQ_ES,xgb_d5,5,0.2,14200,7533,0.530492957746479,6833,0.481197183098592,0.0492957746478873,14200,1,52.6666666666667,52,4,3,0.525811726232189,0.535214396800711,0.0336700336700337,0.142536475869809,0.0343377715487036,8081,4240,0.524687538670957,6119,3293,0.538159830037588,0.204870764402345,TRUE,TRUE,0.522225019895332,0.538715223103617,0.0386951935685623,0.0594186737728756,TRUE
15__NQ_ES__xgb_d2__0.2000,15,NQ_ES,xgb_d2,2,0.2,14528,7712,0.530837004405286,7603,0.523334251101322,0.00750275330396476,14528,1,52.6666666666667,52,4,3,0.525118076427651,0.544306757072715,0.0473988439306358,0.184971098265896,0.0427870002338087,13236,7018,0.530220610456331,1292,694,0.537151702786378,0.210620142907371,TRUE,TRUE,0.521995640846859,0.538970743932595,0.0024402366364935,0.0122413441985024,TRUE
10__NQ_ES__xgb_d4__0.2000,10,NQ_ES,xgb_d4,4,0.2,13972,7411,0.530417978814772,7253,0.519109647867163,0.0113083309476095,13972,1,52.6666666666667,52,4,3,0.529586474754398,0.531987977672821,0.0425776754890679,0.162255466052934,0.0393313667649951,10243,5493,0.536268671287709,3729,1918,0.514347009922231,0.201578150984396,TRUE,TRUE,0.521909091782041,0.538461676217765,0.00325382079488938,0.0194162634183759,TRUE
1__NQ_ES__xgb_d2__0.5000,1,NQ_ES,xgb_d2,2,0.5,34934,18381,0.526163622831625,17103,0.489580351520009,0.0365832713116162,34934,1,52.6666666666667,52,4,3,0.521370637018135,0.530028251161943,0.0228519195612431,0.112888482632541,0.0252437801877335,21109,11076,0.524705102089156,13825,7305,0.528390596745027,0.503743046970221,TRUE,TRUE,0.521819771406632,0.530922097782858,0.0305146718264554,0.0425829674579891,TRUE
1__NQ_ONLY__xgb_d2__0.5000,1,NQ_ONLY,xgb_d2,2,0.5,34910,18397,0.526983672300201,17082,0.489315382411916,0.0376682898882842,34910,1,52.6666666666667,52,4,3,0.523200147302523,0.532011228832745,0.0238202247191011,0.113258426966292,0.0257779414472473,21249,11153,0.524871758670996,13661,7244,0.53026864797599,0.505164669749623,TRUE,TRUE,0.521742711522904,0.531719070416393,0.0309563156806746,0.0438855625723511,TRUE
3__NQ_ONLY__xgb_d4__0.1000,3,NQ_ONLY,xgb_d4,4,0.1,6921,3692,0.533448923565959,3401,0.49140297644849,0.0420459471174686,6921,1,52.6666666666667,52,4,3,0.504321521175454,0.563805104408353,0.0481012658227848,0.179746835443038,0.0403500243072436,4341,2290,0.527528219304308,2580,1402,0.543410852713178,0.0980766874371395,TRUE,TRUE,0.521670685701566,0.546347183478553,0.0273676236437218,0.0575201620279098,TRUE
15__NQ_ONLY__xgb_d4__0.2000,15,NQ_ONLY,xgb_d4,4,0.2,14096,7453,0.528731555051078,7339,0.520644154370034,0.00808740068104427,14096,1,52.6666666666667,52,4,3,0.521516829995739,0.53547178646687,0.0399529964747356,0.171562867215041,0.0393350503394989,12372,6544,0.528936307791788,1724,909,0.527262180974478,0.204842269976062,TRUE,TRUE,0.521661128245049,0.536801062001077,0.00246035777867542,0.0139144354743367,TRUE
10__NQ_ONLY__logit__0.5000,10,NQ_ONLY,logit,,0.5,34619,18236,0.526762760333921,17943,0.518299199861348,0.00846356047257287,34619,1,52.6666666666667,52,4,3,0.526563550773369,0.529309715120526,0.0255439924314097,0.123462630085147,0.0270919396675954,26712,14187,0.531109613656783,7907,4049,0.512077905653219,0.497819840425999,TRUE,TRUE,0.521576214654062,0.533023569423982,0.00389297672084262,0.0132866541054408,TRUE
1__NQ_ONLY__xgb_d4__0.5000,1,NQ_ONLY,xgb_d4,4,0.5,35261,18562,0.526417288222115,17292,0.490400158815689,0.0360171294064264,35261,1,52.6666666666667,52,4,3,0.523145616912703,0.531609451627285,0.0277398817644384,0.117326057298772,0.0262438490978677,21467,11281,0.525504262356175,13794,7281,0.527838190517616,0.508053643193699,TRUE,TRUE,0.521468573017558,0.531654540746414,0.029913685132107,0.0422730175890619,TRUE
10__NQ_ES__logit__0.1000,10,NQ_ES,logit,,0.1,6860,3668,0.53469387755102,3580,0.521865889212828,0.0128279883381924,6860,1,52.6666666666667,52,4,3,0.531772575250836,0.54344262295082,0.0484261501210654,0.184019370460048,0.0577868852459016,5365,2886,0.537931034482759,1495,782,0.523076923076923,0.0983123405636325,TRUE,TRUE,0.521375531884667,0.547476734486946,0.0017755323852776,0.0227967801014713,TRUE
7__NQ_ONLY__xgb_d4__0.0200,7,NQ_ONLY,xgb_d4,4,0.02,1487,811,0.545393409549428,743,0.499663752521856,0.0457296570275723,1487,1,52.6666666666667,52,4,3,0.517117117117117,0.585185185185185,0.0609756097560976,0.207317073170732,0.0666666666666667,994,533,0.536217303822938,493,278,0.563894523326572,0.0209517244222671,TRUE,TRUE,0.521372564125804,0.569672916941949,0.0173693278929893,0.0765104987159844,TRUE
15__NQ_ES__logit__0.2000,15,NQ_ES,logit,,0.2,13588,7190,0.529143361789815,7014,0.516190756549897,0.0129526052399176,13588,1,52.6666666666667,52,3,3,0.523370497427101,0.542585286609422,0.041005291005291,0.174603174603175,0.0427013228127176,11786,6207,0.52664177838113,1802,983,0.54550499445061,0.194472440161078,TRUE,TRUE,0.521184933463327,0.537696122538806,0.00681687626896042,0.0198434003911129,TRUE
15__NQ_ONLY__xgb_d5__0.2000,15,NQ_ONLY,xgb_d5,5,0.2,13621,7209,0.52925629542618,7047,0.517362895528963,0.0118933998972175,13621,1,52.6666666666667,52,4,3,0.526707414297103,0.53328677839851,0.0403225806451613,0.168202764976959,0.0395960669678448,11520,6088,0.528472222222222,2101,1121,0.533555449785816,0.199981793823378,TRUE,TRUE,0.5211154898164,0.537779534520712,0.00579959313280934,0.0185929149553326,TRUE
15__NQ_ES__xgb_d4__0.2000,15,NQ_ES,xgb_d4,4,0.2,13828,7319,0.529288400347122,7193,0.520176453572462,0.00911194677466011,13828,1,52.6666666666667,52,4,3,0.523430782459157,0.533891850723534,0.0411568409343715,0.169076751946607,0.0419548178884278,11557,6133,0.53067405035909,2271,1186,0.522236900044033,0.20386705888277,TRUE,TRUE,0.521106538514991,0.538008304627534,0.00243740569640112,0.0160707010520607,TRUE
10__NQ_ES__xgb_d2__0.5000,10,NQ_ES,xgb_d2,2,0.5,35253,18560,0.526480015885173,18218,0.516778713868323,0.00970130201684963,35253,1,52.6666666666667,52,4,3,0.524441213883336,0.531141714793425,0.0264930399640772,0.126627750336776,0.0270990670812972,26673,14162,0.530948899636336,8580,4398,0.512587412587413,0.510297286380771,TRUE,TRUE,0.521037886900009,0.531652191512582,0.00464358162359381,0.0146277611653793,TRUE
10__NQ_ES__logit__0.5000,10,NQ_ES,logit,,0.5,34330,18077,0.526565685988931,17791,0.518234780075736,0.00833090591319546,34330,1,52.6666666666667,52,4,3,0.523343584008946,0.531413141314132,0.0258215962441315,0.12112676056338,0.0276327632763276,25816,13733,0.531956925937403,8514,4344,0.510218463706836,0.495138210344044,TRUE,TRUE,0.521004760121187,0.532082611072351,0.00353634417012875,0.0132567821159963,TRUE
3__NQ_ONLY__xgb_d3__0.0200,3,NQ_ONLY,xgb_d3,3,0.02,1267,699,0.551696921862668,616,0.486187845303867,0.0655090765588003,1267,1,52.3333333333333,52,4,3,0.52020202020202,0.575,0.0487804878048781,0.219512195121951,0.077120822622108,680,369,0.542647058823529,587,330,0.562180579216354,0.0183993836231873,TRUE,TRUE,0.520933597666576,0.582248952376959,0.0217398772715426,0.103424867069479,TRUE
15__NQ_ONLY__xgb_d5__0.1000,15,NQ_ONLY,xgb_d5,5,0.1,6771,3600,0.53167922020381,3530,0.521341013144292,0.0103382070595185,6771,1,52.6666666666667,52,4,3,0.521472392638037,0.539110070257611,0.0588235294117647,0.191176470588235,0.0568878973786949,5818,3092,0.531454107940873,953,508,0.53305351521511,0.0983091805643624,TRUE,TRUE,0.520897838640409,0.542183962387347,0.00133095733086642,0.0197082395009465,TRUE
15__NQ_ES__logit__0.5000,15,NQ_ES,logit,,0.5,34327,18056,0.525999941736825,17723,0.51629912313922,0.00970081859760538,34327,1,52.6666666666667,52,3,3,0.524106030955346,0.530824508320726,0.0245,0.121,0.0284646859989326,27815,14664,0.52719755527593,6512,3392,0.520884520884521,0.495570957154927,TRUE,TRUE,0.520889286181395,0.531499941292633,0.0056931778197271,0.0139202465360584,TRUE
3__NQ_ONLY__xgb_d3__0.2000,3,NQ_ONLY,xgb_d3,3,0.2,14364,7609,0.529727095516569,7096,0.494012809802284,0.0357142857142857,14364,1,52.6666666666667,52,4,3,0.513227513227513,0.547519703291609,0.0337078651685393,0.156179775280899,0.0328719723183391,9714,5082,0.523162445954293,4650,2527,0.543440860215054,0.206798409853078,TRUE,TRUE,0.520855381334235,0.538300503261692,0.0258924451349342,0.0449386472185556,TRUE
3__NQ_ES__xgb_d2__0.1000,3,NQ_ES,xgb_d2,2,0.1,7051,3749,0.531697631541625,3474,0.492696071479223,0.0390015600624025,7051,1,52.6666666666667,52,4,3,0.507279344858963,0.552389705882353,0.041036717062635,0.168466522678186,0.040650406504065,4628,2431,0.525280898876405,2423,1318,0.543953776310359,0.10269970227808,TRUE,TRUE,0.520814676464732,0.543349974895238,0.0257924829369997,0.0523869970299525,TRUE
7__NQ_ES__xgb_d3__0.5000,7,NQ_ES,xgb_d3,3,0.5,34931,18366,0.52577939366179,17734,0.507686582119035,0.0180928115427557,34931,1,52.6666666666667,52,4,3,0.520134541717276,0.530679629459782,0.0248116969428445,0.119627824545857,0.0262313124828029,23389,12357,0.528325281115054,11542,6009,0.520620343094784,0.507622145165369,TRUE,TRUE,0.520765920717197,0.530970550707143,0.0128424251412787,0.0237065850474825,TRUE
1__NQ_ONLY__xgb_d3__0.5000,1,NQ_ONLY,xgb_d3,3,0.5,35169,18491,0.525775540959368,17285,0.491483977366431,0.034291563592937,35169,1,52.6666666666667,52,4,3,0.520665691294806,0.531415254996863,0.0263982102908277,0.114988814317673,0.026609363569861,21387,11246,0.525833450226773,13782,7245,0.525685676969961,0.508620187179612,TRUE,TRUE,0.520757366126388,0.530816719851181,0.0280538054919692,0.0406942307260014,TRUE
3__NQ_ES__ranger__0.0200,3,NQ_ES,ranger,,0.02,1360,744,0.547058823529412,670,0.492647058823529,0.0544117647058824,1360,1,52.6666666666667,52,4,3,0.526785714285714,0.580188679245283,0.0540540540540541,0.243243243243243,0.0676328502415459,834,449,0.538369304556355,526,295,0.560836501901141,0.0191101428260268,TRUE,TRUE,0.520755997001499,0.572587354525255,0.0219031854367433,0.0854779814592017,TRUE
10__NQ_ES__xgb_d5__0.2000,10,NQ_ES,xgb_d5,5,0.2,13863,7323,0.528240640553993,7200,0.519368102142393,0.00887253841159922,13863,1,52.6666666666667,52,4,3,0.519098021168891,0.53376677852349,0.0399529964747356,0.162162162162162,0.0369127516778524,9978,5349,0.536079374624173,3885,1974,0.508108108108108,0.19946132699976,TRUE,TRUE,0.520739303915264,0.536293232504155,0.0012157279291948,0.0175314681226393,TRUE
7__NQ_ONLY__xgb_d4__0.5000,7,NQ_ONLY,xgb_d4,4,0.5,34577,18170,0.52549382537525,17696,0.511785290800243,0.0137085345750065,34577,1,52.6666666666667,52,4,3,0.52233676975945,0.533756273080201,0.0260750228728271,0.123055809698079,0.0271754568696146,23788,12614,0.530267361694972,10789,5556,0.514968949856335,0.50022589518164,TRUE,TRUE,0.520681918890003,0.530633407816153,0.00867191356030015,0.0188484861349173,TRUE
7__NQ_ES__xgb_d4__0.5000,7,NQ_ES,xgb_d4,4,0.5,34864,18325,0.525613813675998,17765,0.509551399724644,0.0160624139513538,34864,1,52.6666666666667,52,4,3,0.519321656936336,0.532492815425976,0.0268817204301075,0.122311827956989,0.0273477333827756,23250,12315,0.529677419354839,11614,6010,0.517478904770105,0.505666349480982,TRUE,TRUE,0.520663304809874,0.530544255932434,0.0103191596047764,0.0219076507853573,TRUE
7__NQ_ONLY__xgb_d3__0.5000,7,NQ_ONLY,xgb_d3,3,0.5,35362,18594,0.525818675414287,18018,0.509530003959052,0.0162886714552344,35362,1,52.6666666666667,52,4,3,0.52093023255814,0.531126304426053,0.026196928635953,0.124661246612466,0.0263584023029867,24461,12936,0.528841829851601,10901,5658,0.519034950921934,0.510665166891769,TRUE,TRUE,0.520656318244326,0.530871920194894,0.011197733714008,0.0214634050518934,TRUE
3__NQ_ES__xgb_d4__0.0500,3,NQ_ES,xgb_d4,4,0.05,3368,1813,0.538301662707839,1660,0.492874109263658,0.0454275534441805,3368,1,52.6666666666667,52,4,3,0.526315789473684,0.56232427366448,0.0485436893203884,0.213592233009709,0.0557275541795666,2009,1074,0.534594325535092,1359,739,0.543782192788815,0.0483505273271513,TRUE,TRUE,0.520647449245185,0.556260889534862,0.0211642503988162,0.0675191129190975,TRUE
1__NQ_ONLY__logit__0.5000,1,NQ_ONLY,logit,,0.5,34609,18192,0.525643618711896,17004,0.491317287410789,0.0343263313011067,34609,1,52.6666666666667,52,4,3,0.524570366929865,0.528503336510963,0.0251626898047722,0.118872017353579,0.0291429088605304,20817,10934,0.525243791132248,13792,7258,0.526247099767982,0.505232123201655,TRUE,TRUE,0.520617928267626,0.530571767990261,0.0277047974074976,0.0403169200345726,TRUE
15__NQ_ONLY__xgb_d3__0.2000,15,NQ_ONLY,xgb_d3,3,0.2,14375,7603,0.528904347826087,7509,0.522365217391304,0.00653913043478261,14375,1,52.6666666666667,52,4,3,0.522355975924334,0.540585181689476,0.0428736964078795,0.17728852838934,0.0424728645587541,13043,6897,0.528789388944261,1332,706,0.53003003003003,0.208715626634724,TRUE,TRUE,0.520564976356083,0.537528311026698,0.00191975111462064,0.0110318115299885,TRUE
7__NQ_ES__ranger__0.0200,7,NQ_ES,ranger,,0.02,1579,856,0.542115262824573,802,0.507916402786574,0.0341988600379987,1579,1,52.6666666666667,52,4,3,0.513651877133106,0.587719298245614,0.0823529411764706,0.235294117647059,0.0685840707964602,1177,632,0.53695836873407,402,224,0.557213930348259,0.0221864761490576,TRUE,TRUE,0.520545102258612,0.564882312890593,0.0099729045741641,0.0566165628891656,TRUE
1__NQ_ES__xgb_d4__0.5000,1,NQ_ES,xgb_d4,4,0.5,34920,18353,0.52557273768614,17156,0.491294387170676,0.0342783505154639,34920,1,52.6666666666667,52,4,3,0.522725194330133,0.532292145153881,0.0248161764705882,0.120404411764706,0.0256058527663466,20806,10950,0.526290493126983,14114,7403,0.524514666288791,0.50303990020228,TRUE,TRUE,0.520445210711143,0.5306429859595,0.0270513721851886,0.040962849615968,TRUE
7__NQ_ES__xgb_d2__0.5000,7,NQ_ES,xgb_d2,2,0.5,35173,18493,0.525772609672192,17938,0.509993460893299,0.0157791487788929,35173,1,52.6666666666667,52,4,3,0.520697976610358,0.531150442477876,0.026196928635953,0.119692863595303,0.0259072117593018,24029,12723,0.529485205376836,11144,5770,0.517767408470926,0.508506816679661,TRUE,TRUE,0.520422046812723,0.530919360199741,0.00991223723821879,0.0211108681558304,TRUE
3__NQ_ONLY__xgb_d4__0.0200,3,NQ_ONLY,xgb_d4,4,0.02,1228,677,0.551302931596091,584,0.47557003257329,0.0757328990228013,1228,1,52.6666666666667,52,4,3,0.518248175182482,0.582914572864322,0.0568181818181818,0.238636363636364,0.0755287009063444,624,334,0.53525641025641,604,343,0.567880794701987,0.0182120404576505,TRUE,TRUE,0.520392187833422,0.578401358313817,0.0355908549450721,0.114644621988169,TRUE
1__NQ_ES__xgb_d3__0.5000,1,NQ_ES,xgb_d3,3,0.5,35240,18518,0.525482406356413,17283,0.490437003405221,0.0350454029511918,35240,1,52.6666666666667,52,4,3,0.519435593991807,0.53067264573991,0.0238204306000916,0.114979386165827,0.0263996358670915,21193,11129,0.525126220922003,14047,7389,0.526019790702641,0.507079556588815,TRUE,TRUE,0.520385252084952,0.530870409101435,0.0287109525730728,0.0415839114348725,TRUE
15__NQ_ES__xgb_d3__0.2000,15,NQ_ES,xgb_d3,3,0.2,14181,7501,0.528947182850293,7372,0.519850504195755,0.00909667865453776,14181,1,52.6666666666667,52,4,3,0.522618529795563,0.537084398976982,0.0471264367816092,0.180459770114943,0.0404557079748896,12358,6537,0.528969088849328,1823,964,0.528798683488755,0.206745563564485,TRUE,TRUE,0.520314855831859,0.537231265587376,0.00366417751431392,0.0145826032325847,TRUE
10__NQ_ONLY__xgb_d3__0.5000,10,NQ_ONLY,xgb_d3,3,0.5,34737,18273,0.526038518006736,17900,0.515300688027176,0.0107378299795607,34737,1,52.6666666666667,52,4,3,0.524350799371592,0.527407672359832,0.0256756756756757,0.123423423423423,0.0267288119471131,26883,14215,0.528772830413272,7854,4058,0.51667939903234,0.503955257590173,TRUE,TRUE,0.520275551425781,0.531752873783119,0.00592064206126735,0.015731379565105,TRUE
3__NQ_ES__xgb_d5__0.2000,3,NQ_ES,xgb_d5,5,0.2,13752,7265,0.528286794648051,6851,0.498182082606166,0.0301047120418848,13752,1,52.6666666666667,52,4,3,0.511859898027045,0.544380017841213,0.0324074074074074,0.153935185185185,0.0362188543539687,9059,4768,0.526327409206314,4693,2497,0.532069038994247,0.198472169992229,TRUE,TRUE,0.520251659197313,0.537167724117249,0.0206094185605268,0.0397310451214108,TRUE
15__NQ_ONLY__ranger__0.2000,15,NQ_ONLY,ranger,,0.2,14493,7663,0.528738011453805,7573,0.522528117022011,0.00620989443179466,14493,1,52.6666666666667,52,4,3,0.524112829845314,0.536252354048964,0.0389321468298109,0.166852057842047,0.0383709981167608,13779,7264,0.527179040568982,714,399,0.558823529411765,0.211831760276792,TRUE,TRUE,0.520242596781784,0.537789365159445,0.00240659163003419,0.010019434276625,TRUE
7__NQ_ES__logit__0.5000,7,NQ_ES,logit,,0.5,34396,18059,0.525031980462845,17600,0.511687405512269,0.0133445749505757,34396,1,52.6666666666667,52,4,3,0.522294189430208,0.531232361241769,0.0251450676982592,0.119439071566731,0.028700769578995,22508,11972,0.531899768971033,11888,6087,0.512028936742934,0.49277521835063,TRUE,TRUE,0.520213293442415,0.529955435417884,0.00756545647149394,0.0195062676637883,TRUE
7__NQ_ES__ranger__0.5000,7,NQ_ES,ranger,,0.5,35650,18704,0.524656381486676,18170,0.509677419354839,0.0149789621318373,35650,1,52.6666666666667,52,4,3,0.516770527859238,0.530907191363399,0.0252883762200532,0.119787045252884,0.0260956537552282,24665,13026,0.52811676464626,10985,5678,0.516886663632226,0.515863342367834,TRUE,TRUE,0.520152194667317,0.529441635612376,0.00955076355562142,0.0207817469965516,TRUE
15__NQ_ONLY__logit__0.2000,15,NQ_ONLY,logit,,0.2,13543,7167,0.52920327844643,7042,0.51997341800192,0.00922986044451008,13543,1,52.6666666666667,52,3,3,0.528774542992553,0.536320139190953,0.0424469413233458,0.161048689138577,0.039945836154367,12066,6372,0.528095474888115,1477,795,0.538253215978334,0.196049719383136,TRUE,TRUE,0.5200788158381,0.537984568952817,0.00285681674810483,0.0149878184784065,TRUE
10__NQ_ES__xgb_d3__0.5000,10,NQ_ES,xgb_d3,3,0.5,35052,18403,0.525019970329796,18093,0.516175967134543,0.00884400319525277,35052,1,52.6666666666667,52,4,3,0.519282594554409,0.529197080291971,0.0267452402538531,0.125113327289211,0.0273707492397014,25953,13766,0.5304203752938,9099,4637,0.509616441367183,0.506998961221016,TRUE,TRUE,0.519809631579445,0.530194394197977,0.00386128973479003,0.0138683973917501,TRUE
1__NQ_ONLY__xgb_d5__0.5000,1,NQ_ONLY,xgb_d5,5,0.5,34938,18340,0.524929875779953,17123,0.490096742801534,0.0348331329784189,34938,1,52.6666666666667,52,4,3,0.518979295314203,0.533369853008308,0.0280898876404494,0.11938202247191,0.0261532873229205,21213,11118,0.52411257247914,13725,7222,0.526193078324226,0.501424722939158,TRUE,TRUE,0.519755643011454,0.530189287576865,0.0281530549808454,0.0413179184032916,TRUE
1__NQ_ES__logit__0.5000,1,NQ_ES,logit,,0.5,34609,18165,0.524863474818689,17059,0.49290646941547,0.0319570054032188,34609,1,52.6666666666667,52,4,3,0.523724897814111,0.527473573945339,0.0248756218905473,0.119402985074627,0.028523191754043,20301,10698,0.52696911482193,14308,7467,0.521875873637126,0.500933871219048,TRUE,TRUE,0.519719846693041,0.52997846871505,0.02574713293434,0.0385065849869596,TRUE
