candidate_id,horizon,feature_set,model_id,xgb_depth,target_coverage,selected_n,coverage,win_rate,baseline_wr,edge,active_weeks,unique_days,top_day_share,top5_day_share,nonoverlap_n,long_n,long_wr,short_n,short_wr,viewed_in_v5
3__NQ_ONLY__xgb_d2__0.0200,3,NQ_ONLY,xgb_d2,2,0.02,80,0.0182232346241458,0.55,0.4875,0.0625,11,44,0.0625,0.225,80,57,0.526315789473684,23,0.608695652173913,TRUE
3__NQ_ONLY__xgb_d2__0.0100,3,NQ_ONLY,xgb_d2,2,0.01,45,0.010250569476082,0.6,0.466666666666667,0.133333333333333,11,34,0.0666666666666667,0.266666666666667,45,31,0.548387096774194,14,0.714285714285714,TRUE
3__NQ_ONLY__xgb_d2__0.0050,3,NQ_ONLY,xgb_d2,2,0.005,15,0.00341685649202734,0.533333333333333,0.4,0.133333333333333,10,14,0.133333333333333,0.4,15,9,0.444444444444444,6,0.666666666666667,TRUE
3__NQ_ONLY__xgb_d3__0.5000,3,NQ_ONLY,xgb_d3,3,0.5,2247,0.511845102505695,0.532710280373832,0.504227859368046,0.0284824210057855,11,62,0.0253671562082777,0.119715175789942,2247,1594,0.52823086574655,653,0.54364471669219,TRUE
3__NQ_ONLY__xgb_d3__0.2000,3,NQ_ONLY,xgb_d3,3,0.2,890,0.202733485193622,0.542696629213483,0.482022471910112,0.0606741573033708,11,62,0.0337078651685393,0.156179775280899,890,616,0.521103896103896,274,0.591240875912409,TRUE
3__NQ_ONLY__xgb_d3__0.1000,3,NQ_ONLY,xgb_d3,3,0.1,426,0.0970387243735763,0.530516431924883,0.464788732394366,0.0657276995305164,11,62,0.0352112676056338,0.15962441314554,426,274,0.503649635036496,152,0.578947368421053,TRUE
3__NQ_ONLY__xgb_d3__0.0500,3,NQ_ONLY,xgb_d3,3,0.05,202,0.0460136674259681,0.544554455445545,0.455445544554456,0.0891089108910891,11,57,0.0396039603960396,0.178217821782178,202,118,0.508474576271186,84,0.595238095238095,TRUE
3__NQ_ONLY__xgb_d3__0.0200,3,NQ_ONLY,xgb_d3,3,0.02,82,0.0186788154897494,0.560975609756098,0.475609756097561,0.0853658536585366,11,47,0.0487804878048781,0.219512195121951,82,43,0.534883720930233,39,0.58974358974359,TRUE
3__NQ_ONLY__xgb_d3__0.0100,3,NQ_ONLY,xgb_d3,3,0.01,39,0.00888382687927107,0.58974358974359,0.487179487179487,0.102564102564103,11,29,0.0769230769230769,0.307692307692308,39,17,0.588235294117647,22,0.590909090909091,TRUE
3__NQ_ONLY__xgb_d3__0.0050,3,NQ_ONLY,xgb_d3,3,0.005,19,0.00432801822323462,0.631578947368421,0.263157894736842,0.368421052631579,10,18,0.105263157894737,0.315789473684211,19,6,0.333333333333333,13,0.769230769230769,TRUE
3__NQ_ONLY__xgb_d4__0.5000,3,NQ_ONLY,xgb_d4,4,0.5,2184,0.49749430523918,0.526556776556777,0.503205128205128,0.0233516483516484,11,62,0.0256410256410256,0.11996336996337,2184,1559,0.523412443874278,625,0.5344,TRUE
3__NQ_ONLY__xgb_d4__0.2000,3,NQ_ONLY,xgb_d4,4,0.2,845,0.19248291571754,0.533727810650888,0.489940828402367,0.0437869822485207,11,62,0.0343195266272189,0.155029585798817,845,568,0.52112676056338,277,0.55956678700361,TRUE
3__NQ_ONLY__xgb_d4__0.1000,3,NQ_ONLY,xgb_d4,4,0.1,395,0.0899772209567198,0.531645569620253,0.460759493670886,0.0708860759493671,11,61,0.0481012658227848,0.179746835443038,395,247,0.502024291497976,148,0.581081081081081,TRUE
3__NQ_ONLY__xgb_d4__0.0500,3,NQ_ONLY,xgb_d4,4,0.05,193,0.0439635535307517,0.580310880829016,0.497409326424871,0.0829015544041451,11,55,0.0621761658031088,0.196891191709845,193,116,0.568965517241379,77,0.597402597402597,TRUE
3__NQ_ONLY__xgb_d4__0.0200,3,NQ_ONLY,xgb_d4,4,0.02,88,0.0200455580865604,0.545454545454545,0.454545454545455,0.0909090909090909,11,47,0.0568181818181818,0.238636363636364,88,44,0.5,44,0.590909090909091,TRUE
3__NQ_ONLY__xgb_d4__0.0100,3,NQ_ONLY,xgb_d4,4,0.01,42,0.00956719817767654,0.571428571428571,0.380952380952381,0.19047619047619,11,30,0.0714285714285714,0.30952380952381,42,22,0.454545454545455,20,0.7,TRUE
3__NQ_ONLY__xgb_d4__0.0050,3,NQ_ONLY,xgb_d4,4,0.005,18,0.0041002277904328,0.611111111111111,0.333333333333333,0.277777777777778,10,16,0.111111111111111,0.388888888888889,18,9,0.444444444444444,9,0.777777777777778,TRUE
3__NQ_ONLY__xgb_d5__0.5000,3,NQ_ONLY,xgb_d5,5,0.5,2231,0.508200455580866,0.529359031824294,0.502465262214254,0.0268937696100403,11,62,0.0237561631555356,0.115643209323173,2231,1557,0.524727039177906,674,0.540059347181009,TRUE
3__NQ_ONLY__xgb_d5__0.2000,3,NQ_ONLY,xgb_d5,5,0.2,865,0.197038724373576,0.543352601156069,0.485549132947977,0.0578034682080925,11,62,0.0335260115606936,0.152601156069364,865,581,0.524956970740103,284,0.580985915492958,TRUE
3__NQ_ONLY__xgb_d5__0.1000,3,NQ_ONLY,xgb_d5,5,0.1,397,0.0904328018223235,0.536523929471033,0.478589420654912,0.0579345088161209,11,62,0.0403022670025189,0.17632241813602,397,253,0.517786561264822,144,0.569444444444445,TRUE
3__NQ_ONLY__xgb_d5__0.0500,3,NQ_ONLY,xgb_d5,5,0.05,200,0.0455580865603645,0.55,0.45,0.1,11,58,0.045,0.205,200,115,0.504347826086957,85,0.611764705882353,TRUE
3__NQ_ONLY__xgb_d5__0.0200,3,NQ_ONLY,xgb_d5,5,0.02,84,0.0191343963553531,0.571428571428571,0.464285714285714,0.107142857142857,11,41,0.0595238095238095,0.273809523809524,84,41,0.536585365853659,43,0.604651162790698,TRUE
3__NQ_ONLY__xgb_d5__0.0100,3,NQ_ONLY,xgb_d5,5,0.01,44,0.0100227790432802,0.522727272727273,0.431818181818182,0.0909090909090909,11,30,0.0909090909090909,0.295454545454545,44,20,0.45,24,0.583333333333333,TRUE
3__NQ_ONLY__xgb_d5__0.0050,3,NQ_ONLY,xgb_d5,5,0.005,19,0.00432801822323462,0.631578947368421,0.526315789473684,0.105263157894737,10,16,0.105263157894737,0.421052631578947,19,9,0.666666666666667,10,0.6,TRUE
3__NQ_ES__logit__0.5000,3,NQ_ES,logit,,0.5,2206,0.50250569476082,0.536264732547597,0.503173164097915,0.0330915684496827,11,62,0.0231187669990934,0.112420670897552,2206,1607,0.528313627878034,599,0.557595993322204,TRUE
3__NQ_ES__logit__0.2000,3,NQ_ES,logit,,0.2,872,0.198633257403189,0.533256880733945,0.514908256880734,0.018348623853211,11,59,0.0298165137614679,0.142201834862385,872,705,0.530496453900709,167,0.544910179640719,TRUE
3__NQ_ES__logit__0.1000,3,NQ_ES,logit,,0.1,418,0.0952164009111617,0.514354066985646,0.497607655502392,0.0167464114832536,11,56,0.0382775119617225,0.172248803827751,418,350,0.508571428571429,68,0.544117647058824,TRUE
3__NQ_ES__logit__0.0500,3,NQ_ES,logit,,0.05,207,0.0471526195899772,0.468599033816425,0.473429951690821,-0.00483091787439614,11,52,0.0483091787439614,0.207729468599034,207,176,0.465909090909091,31,0.483870967741936,TRUE
3__NQ_ES__logit__0.0200,3,NQ_ES,logit,,0.02,82,0.0186788154897494,0.414634146341463,0.475609756097561,-0.0609756097560976,11,40,0.0853658536585366,0.304878048780488,82,67,0.432835820895522,15,0.333333333333333,TRUE
3__NQ_ES__logit__0.0100,3,NQ_ES,logit,,0.01,39,0.00888382687927107,0.435897435897436,0.487179487179487,-0.0512820512820513,9,25,0.0769230769230769,0.358974358974359,39,33,0.454545454545455,6,0.333333333333333,TRUE
3__NQ_ES__logit__0.0050,3,NQ_ES,logit,,0.005,19,0.00432801822323462,0.526315789473684,0.526315789473684,0,8,14,0.157894736842105,0.526315789473684,19,17,0.529411764705882,2,0.5,TRUE
3__NQ_ES__ranger__0.5000,3,NQ_ES,ranger,,0.5,2231,0.508200455580866,0.523532048408785,0.505602868668758,0.0179291797400269,11,62,0.024652622142537,0.118332586284178,2231,1603,0.522145976294448,628,0.527070063694268,TRUE
3__NQ_ES__ranger__0.2000,3,NQ_ES,ranger,,0.2,896,0.204100227790433,0.529017857142857,0.478794642857143,0.0502232142857143,11,62,0.0279017857142857,0.133928571428571,896,665,0.508270676691729,231,0.588744588744589,TRUE
3__NQ_ES__ranger__0.1000,3,NQ_ES,ranger,,0.1,417,0.0949886104783599,0.529976019184652,0.470023980815348,0.0599520383693046,11,62,0.0359712230215827,0.167865707434053,417,299,0.501672240802676,118,0.601694915254237,TRUE
3__NQ_ES__ranger__0.0500,3,NQ_ES,ranger,,0.05,198,0.0451025056947608,0.540404040404041,0.48989898989899,0.0505050505050505,11,56,0.0505050505050505,0.191919191919192,198,137,0.525547445255475,61,0.573770491803279,TRUE
3__NQ_ES__ranger__0.0200,3,NQ_ES,ranger,,0.02,74,0.0168564920273349,0.554054054054054,0.486486486486487,0.0675675675675676,11,41,0.0540540540540541,0.243243243243243,74,49,0.530612244897959,25,0.6,TRUE
3__NQ_ES__ranger__0.0100,3,NQ_ES,ranger,,0.01,36,0.0082004555808656,0.583333333333333,0.416666666666667,0.166666666666667,11,25,0.111111111111111,0.388888888888889,36,22,0.5,14,0.714285714285714,TRUE
3__NQ_ES__ranger__0.0050,3,NQ_ES,ranger,,0.005,15,0.00341685649202734,0.6,0.266666666666667,0.333333333333333,10,13,0.133333333333333,0.466666666666667,15,6,0.333333333333333,9,0.777777777777778,TRUE
3__NQ_ES__xgb_d2__0.5000,3,NQ_ES,xgb_d2,2,0.5,2267,0.516400911161731,0.535509483899427,0.504190560211734,0.031318923687693,11,62,0.0238200264666961,0.112924569916189,2267,1626,0.529520295202952,641,0.550702028081123,TRUE
3__NQ_ES__xgb_d2__0.2000,3,NQ_ES,xgb_d2,2,0.2,911,0.20751708428246,0.533479692645445,0.489571899012075,0.0439077936333699,11,62,0.0329308452250274,0.138309549945115,911,651,0.519201228878648,260,0.569230769230769,TRUE
3__NQ_ES__xgb_d2__0.1000,3,NQ_ES,xgb_d2,2,0.1,463,0.105466970387244,0.533477321814255,0.490280777537797,0.0431965442764579,11,61,0.041036717062635,0.168466522678186,463,322,0.521739130434783,141,0.560283687943262,TRUE
3__NQ_ES__xgb_d2__0.0500,3,NQ_ES,xgb_d2,2,0.05,217,0.0494305239179955,0.493087557603687,0.447004608294931,0.0460829493087558,11,59,0.0460829493087558,0.193548387096774,217,152,0.460526315789474,65,0.569230769230769,TRUE
3__NQ_ES__xgb_d2__0.0200,3,NQ_ES,xgb_d2,2,0.02,90,0.020501138952164,0.5,0.455555555555556,0.0444444444444444,11,49,0.0444444444444444,0.2,90,68,0.470588235294118,22,0.590909090909091,TRUE
3__NQ_ES__xgb_d2__0.0100,3,NQ_ES,xgb_d2,2,0.01,36,0.0082004555808656,0.444444444444444,0.444444444444444,0,11,27,0.111111111111111,0.361111111111111,36,26,0.423076923076923,10,0.5,TRUE
3__NQ_ES__xgb_d2__0.0050,3,NQ_ES,xgb_d2,2,0.005,11,0.00250569476082005,0.545454545454545,0.363636363636364,0.181818181818182,8,9,0.181818181818182,0.636363636363636,11,9,0.444444444444444,2,1,TRUE
3__NQ_ES__xgb_d3__0.5000,3,NQ_ES,xgb_d3,3,0.5,2195,0.5,0.533940774487472,0.50751708428246,0.0264236902050114,11,62,0.0236902050113895,0.115261958997722,2195,1570,0.530573248407643,625,0.5424,TRUE
3__NQ_ES__xgb_d3__0.2000,3,NQ_ES,xgb_d3,3,0.2,859,0.195671981776765,0.529685681024447,0.488940628637951,0.0407450523864959,11,62,0.0337601862630966,0.152502910360885,859,612,0.516339869281046,247,0.562753036437247,TRUE
3__NQ_ES__xgb_d3__0.1000,3,NQ_ES,xgb_d3,3,0.1,400,0.0911161731207289,0.535,0.4975,0.0375,11,61,0.0375,0.1675,400,270,0.525925925925926,130,0.553846153846154,TRUE
3__NQ_ES__xgb_d3__0.0500,3,NQ_ES,xgb_d3,3,0.05,202,0.0460136674259681,0.49009900990099,0.455445544554456,0.0346534653465347,11,56,0.0396039603960396,0.178217821782178,202,133,0.458646616541353,69,0.550724637681159,TRUE
3__NQ_ES__xgb_d3__0.0200,3,NQ_ES,xgb_d3,3,0.02,81,0.0184510250569476,0.506172839506173,0.493827160493827,0.0123456790123457,11,44,0.0617283950617284,0.222222222222222,81,48,0.5,33,0.515151515151515,TRUE
3__NQ_ES__xgb_d3__0.0100,3,NQ_ES,xgb_d3,3,0.01,39,0.00888382687927107,0.538461538461538,0.538461538461538,0,11,29,0.0769230769230769,0.307692307692308,39,19,0.578947368421053,20,0.5,TRUE
3__NQ_ES__xgb_d3__0.0050,3,NQ_ES,xgb_d3,3,0.005,17,0.00387243735763098,0.470588235294118,0.411764705882353,0.0588235294117647,11,16,0.117647058823529,0.352941176470588,17,6,0.333333333333333,11,0.545454545454545,TRUE
3__NQ_ES__xgb_d4__0.5000,3,NQ_ES,xgb_d4,4,0.5,2179,0.496355353075171,0.532354290959156,0.513997246443323,0.018357044515833,11,62,0.0247820100963745,0.117944011014227,2179,1538,0.535110533159948,641,0.525741029641186,TRUE
3__NQ_ES__xgb_d4__0.2000,3,NQ_ES,xgb_d4,4,0.2,859,0.195671981776765,0.526193247962747,0.486612339930151,0.039580908032596,11,62,0.0337601862630966,0.153667054714785,859,593,0.512647554806071,266,0.556390977443609,TRUE
3__NQ_ES__xgb_d4__0.1000,3,NQ_ES,xgb_d4,4,0.1,399,0.0908883826879271,0.511278195488722,0.468671679197995,0.0426065162907268,11,60,0.0401002506265664,0.175438596491228,399,264,0.492424242424242,135,0.548148148148148,TRUE
3__NQ_ES__xgb_d4__0.0500,3,NQ_ES,xgb_d4,4,0.05,206,0.0469248291571754,0.533980582524272,0.504854368932039,0.029126213592233,11,57,0.0485436893203884,0.213592233009709,206,125,0.536,81,0.530864197530864,TRUE
3__NQ_ES__xgb_d4__0.0200,3,NQ_ES,xgb_d4,4,0.02,87,0.0198177676537585,0.563218390804598,0.436781609195402,0.126436781609195,11,45,0.0689655172413793,0.252873563218391,87,44,0.5,43,0.627906976744186,TRUE
3__NQ_ES__xgb_d4__0.0100,3,NQ_ES,xgb_d4,4,0.01,44,0.0100227790432802,0.590909090909091,0.386363636363636,0.204545454545455,11,27,0.0909090909090909,0.363636363636364,44,19,0.473684210526316,25,0.68,TRUE
3__NQ_ES__xgb_d4__0.0050,3,NQ_ES,xgb_d4,4,0.005,17,0.00387243735763098,0.588235294117647,0.294117647058824,0.294117647058824,9,16,0.117647058823529,0.352941176470588,17,2,0,15,0.666666666666667,TRUE
3__NQ_ES__xgb_d5__0.5000,3,NQ_ES,xgb_d5,5,0.5,2190,0.498861047835991,0.531050228310502,0.501826484018265,0.0292237442922374,11,62,0.0251141552511416,0.122374429223744,2190,1523,0.526592252133946,667,0.541229385307346,TRUE
3__NQ_ES__xgb_d5__0.2000,3,NQ_ES,xgb_d5,5,0.2,864,0.196810933940774,0.527777777777778,0.490740740740741,0.037037037037037,11,62,0.0324074074074074,0.153935185185185,864,600,0.516666666666667,264,0.553030303030303,TRUE
3__NQ_ES__xgb_d5__0.1000,3,NQ_ES,xgb_d5,5,0.1,428,0.09749430523918,0.546728971962617,0.495327102803738,0.0514018691588785,11,62,0.0467289719626168,0.177570093457944,428,280,0.539285714285714,148,0.560810810810811,TRUE
3__NQ_ES__xgb_d5__0.0500,3,NQ_ES,xgb_d5,5,0.05,217,0.0494305239179955,0.548387096774194,0.502304147465438,0.0460829493087558,11,56,0.0506912442396313,0.193548387096774,217,135,0.548148148148148,82,0.548780487804878,TRUE
3__NQ_ES__xgb_d5__0.0200,3,NQ_ES,xgb_d5,5,0.02,87,0.0198177676537585,0.517241379310345,0.390804597701149,0.126436781609195,11,44,0.0689655172413793,0.252873563218391,87,48,0.416666666666667,39,0.641025641025641,TRUE
3__NQ_ES__xgb_d5__0.0100,3,NQ_ES,xgb_d5,5,0.01,43,0.00979498861047836,0.558139534883721,0.395348837209302,0.162790697674419,11,26,0.0930232558139535,0.395348837209302,43,20,0.45,23,0.652173913043478,TRUE
3__NQ_ES__xgb_d5__0.0050,3,NQ_ES,xgb_d5,5,0.005,21,0.00478359908883827,0.571428571428571,0.238095238095238,0.333333333333333,9,14,0.142857142857143,0.571428571428571,21,6,0.166666666666667,15,0.733333333333333,TRUE
5__NQ_ONLY__logit__0.5000,5,NQ_ONLY,logit,,0.5,2243,0.511050353155616,0.522960320998663,0.518502006241641,0.00445831475702185,11,62,0.0245207311636202,0.119037004012483,2243,1678,0.528605482717521,565,0.506194690265487,TRUE
5__NQ_ONLY__logit__0.2000,5,NQ_ONLY,logit,,0.2,908,0.206880838459786,0.537444933920705,0.558370044052863,-0.0209251101321586,11,60,0.0297356828193833,0.145374449339207,908,720,0.561111111111111,188,0.446808510638298,TRUE
5__NQ_ONLY__logit__0.1000,5,NQ_ONLY,logit,,0.1,437,0.0995670995670996,0.546910755148741,0.574370709382151,-0.0274599542334096,11,54,0.0366132723112128,0.169336384439359,437,353,0.575070821529745,84,0.428571428571429,TRUE
5__NQ_ONLY__logit__0.0500,5,NQ_ONLY,logit,,0.05,197,0.0448849396217817,0.568527918781726,0.598984771573604,-0.0304568527918782,11,49,0.0406091370558376,0.187817258883249,197,175,0.594285714285714,22,0.363636363636364,TRUE
5__NQ_ONLY__logit__0.0200,5,NQ_ONLY,logit,,0.02,60,0.0136705399863295,0.55,0.583333333333333,-0.0333333333333333,11,33,0.0833333333333333,0.333333333333333,60,56,0.571428571428571,4,0.25,TRUE
5__NQ_ONLY__logit__0.0100,5,NQ_ONLY,logit,,0.01,31,0.00706311232627022,0.516129032258065,0.580645161290323,-0.0645161290322581,10,20,0.129032258064516,0.451612903225806,31,29,0.551724137931035,2,0,TRUE
5__NQ_ONLY__logit__0.0050,5,NQ_ONLY,logit,,0.005,15,0.00341763499658237,0.533333333333333,0.533333333333333,0,7,13,0.133333333333333,0.466666666666667,15,15,0.533333333333333,0,,TRUE
5__NQ_ONLY__ranger__0.5000,5,NQ_ONLY,ranger,,0.5,2280,0.51948051948052,0.520614035087719,0.520614035087719,0,11,62,0.0241228070175439,0.114035087719298,2280,1736,0.527649769585254,544,0.498161764705882,TRUE
5__NQ_ONLY__ranger__0.2000,5,NQ_ONLY,ranger,,0.2,893,0.203463203463203,0.533034714445689,0.516237402015678,0.0167973124300112,11,62,0.0347144456886898,0.151175811870101,893,714,0.530812324929972,179,0.541899441340782,TRUE
5__NQ_ONLY__ranger__0.1000,5,NQ_ONLY,ranger,,0.1,437,0.0995670995670996,0.537757437070938,0.551487414187643,-0.0137299771167048,11,62,0.0389016018306636,0.183066361556064,437,351,0.555555555555556,86,0.465116279069768,TRUE
5__NQ_ONLY__ranger__0.0500,5,NQ_ONLY,ranger,,0.05,190,0.0432900432900433,0.505263157894737,0.531578947368421,-0.0263157894736842,11,54,0.0473684210526316,0.194736842105263,190,155,0.52258064516129,35,0.428571428571429,TRUE
5__NQ_ONLY__ranger__0.0200,5,NQ_ONLY,ranger,,0.02,82,0.0186830713146503,0.536585365853659,0.51219512195122,0.024390243902439,11,42,0.0731707317073171,0.219512195121951,82,68,0.529411764705882,14,0.571428571428571,TRUE
5__NQ_ONLY__ranger__0.0100,5,NQ_ONLY,ranger,,0.01,37,0.00843016632490317,0.567567567567568,0.45945945945946,0.108108108108108,11,26,0.0810810810810811,0.297297297297297,37,29,0.517241379310345,8,0.75,TRUE
5__NQ_ONLY__ranger__0.0050,5,NQ_ONLY,ranger,,0.005,19,0.00432900432900433,0.578947368421053,0.473684210526316,0.105263157894737,10,15,0.105263157894737,0.473684210526316,19,13,0.538461538461538,6,0.666666666666667,TRUE
5__NQ_ONLY__xgb_d2__0.5000,5,NQ_ONLY,xgb_d2,2,0.5,2283,0.520164046479836,0.512921594393342,0.517301795882611,-0.00438020148926851,11,62,0.0249671484888305,0.116951379763469,2283,1698,0.521201413427562,585,0.488888888888889,TRUE
5__NQ_ONLY__xgb_d2__0.2000,5,NQ_ONLY,xgb_d2,2,0.2,909,0.207108680792891,0.546754675467547,0.541254125412541,0.0055005500550055,11,62,0.0341034103410341,0.152915291529153,909,734,0.55449591280654,175,0.514285714285714,TRUE
5__NQ_ONLY__xgb_d2__0.1000,5,NQ_ONLY,xgb_d2,2,0.1,411,0.0936431989063568,0.542579075425791,0.562043795620438,-0.0194647201946472,11,59,0.0364963503649635,0.167883211678832,411,327,0.565749235474006,84,0.452380952380952,TRUE
5__NQ_ONLY__xgb_d2__0.0500,5,NQ_ONLY,xgb_d2,2,0.05,180,0.0410116199589884,0.522222222222222,0.55,-0.0277777777777778,11,53,0.05,0.211111111111111,180,145,0.544827586206897,35,0.428571428571429,TRUE
5__NQ_ONLY__xgb_d2__0.0200,5,NQ_ONLY,xgb_d2,2,0.02,76,0.0173160173160173,0.513157894736842,0.552631578947369,-0.0394736842105263,11,38,0.0921052631578947,0.276315789473684,76,61,0.540983606557377,15,0.4,TRUE
5__NQ_ONLY__xgb_d2__0.0100,5,NQ_ONLY,xgb_d2,2,0.01,34,0.0077466393255867,0.588235294117647,0.529411764705882,0.0588235294117647,10,22,0.0882352941176471,0.382352941176471,34,28,0.571428571428571,6,0.666666666666667,TRUE
5__NQ_ONLY__xgb_d2__0.0050,5,NQ_ONLY,xgb_d2,2,0.005,15,0.00341763499658237,0.6,0.466666666666667,0.133333333333333,8,10,0.133333333333333,0.666666666666667,15,13,0.538461538461538,2,1,TRUE
5__NQ_ONLY__xgb_d3__0.5000,5,NQ_ONLY,xgb_d3,3,0.5,2208,0.503075871496924,0.527173913043478,0.515851449275362,0.0113224637681159,11,62,0.026268115942029,0.119565217391304,2208,1627,0.52980946527351,581,0.519793459552496,TRUE
5__NQ_ONLY__xgb_d3__0.2000,5,NQ_ONLY,xgb_d3,3,0.2,928,0.211437685121896,0.539870689655172,0.519396551724138,0.0204741379310345,11,62,0.0334051724137931,0.149784482758621,928,715,0.538461538461538,213,0.544600938967136,TRUE
5__NQ_ONLY__xgb_d3__0.1000,5,NQ_ONLY,xgb_d3,3,0.1,438,0.0997949419002051,0.545662100456621,0.541095890410959,0.0045662100456621,11,60,0.04337899543379,0.178082191780822,438,336,0.556547619047619,102,0.509803921568627,TRUE
5__NQ_ONLY__xgb_d3__0.0500,5,NQ_ONLY,xgb_d3,3,0.05,204,0.0464798359535202,0.534313725490196,0.549019607843137,-0.0147058823529412,11,54,0.0490196078431373,0.205882352941176,204,149,0.557046979865772,55,0.472727272727273,TRUE
5__NQ_ONLY__xgb_d3__0.0200,5,NQ_ONLY,xgb_d3,3,0.02,83,0.0189109136477558,0.530120481927711,0.506024096385542,0.0240963855421687,11,41,0.0602409638554217,0.265060240963855,83,59,0.525423728813559,24,0.541666666666667,TRUE
5__NQ_ONLY__xgb_d3__0.0100,5,NQ_ONLY,xgb_d3,3,0.01,44,0.0100250626566416,0.454545454545455,0.5,-0.0454545454545455,11,31,0.0681818181818182,0.295454545454545,44,30,0.466666666666667,14,0.428571428571429,TRUE
5__NQ_ONLY__xgb_d3__0.0050,5,NQ_ONLY,xgb_d3,3,0.005,27,0.00615174299384826,0.555555555555556,0.518518518518519,0.037037037037037,10,23,0.111111111111111,0.333333333333333,27,16,0.5625,11,0.545454545454545,TRUE
5__NQ_ONLY__xgb_d4__0.5000,5,NQ_ONLY,xgb_d4,4,0.5,2183,0.497379813169287,0.522217132386624,0.509390746678882,0.0128263857077416,11,62,0.0251946862116354,0.123224919835089,2183,1600,0.521875,583,0.523156089193825,TRUE
5__NQ_ONLY__xgb_d4__0.2000,5,NQ_ONLY,xgb_d4,4,0.2,912,0.207792207792208,0.535087719298246,0.515350877192982,0.0197368421052632,11,62,0.037280701754386,0.160087719298246,912,676,0.534023668639053,236,0.538135593220339,TRUE
5__NQ_ONLY__xgb_d4__0.1000,5,NQ_ONLY,xgb_d4,4,0.1,438,0.0997949419002051,0.545662100456621,0.529680365296804,0.0159817351598174,11,61,0.045662100456621,0.189497716894977,438,317,0.55205047318612,121,0.528925619834711,TRUE
5__NQ_ONLY__xgb_d4__0.0500,5,NQ_ONLY,xgb_d4,4,0.05,192,0.0437457279562543,0.557291666666667,0.510416666666667,0.046875,11,53,0.0416666666666667,0.203125,192,135,0.548148148148148,57,0.578947368421053,TRUE
5__NQ_ONLY__xgb_d4__0.0200,5,NQ_ONLY,xgb_d4,4,0.02,80,0.0182273866484393,0.55,0.525,0.025,11,39,0.0625,0.25,80,54,0.555555555555556,26,0.538461538461538,TRUE
5__NQ_ONLY__xgb_d4__0.0100,5,NQ_ONLY,xgb_d4,4,0.01,40,0.00911369332421964,0.65,0.5,0.15,11,28,0.1,0.325,40,24,0.625,16,0.6875,TRUE
5__NQ_ONLY__xgb_d4__0.0050,5,NQ_ONLY,xgb_d4,4,0.005,20,0.00455684666210982,0.55,0.5,0.05,10,17,0.1,0.4,20,11,0.545454545454545,9,0.555555555555556,TRUE
5__NQ_ONLY__xgb_d5__0.5000,5,NQ_ONLY,xgb_d5,5,0.5,2247,0.511961722488038,0.518469069870939,0.510903426791277,0.00756564307966177,11,62,0.0258121940364931,0.123275478415665,2247,1601,0.520924422236103,646,0.512383900928793,TRUE
5__NQ_ONLY__xgb_d5__0.2000,5,NQ_ONLY,xgb_d5,5,0.2,914,0.208247892458419,0.549234135667396,0.509846827133479,0.0393873085339169,11,62,0.0328227571115974,0.150984682713348,914,670,0.540298507462687,244,0.573770491803279,TRUE
5__NQ_ONLY__xgb_d5__0.1000,5,NQ_ONLY,xgb_d5,5,0.1,437,0.0995670995670996,0.551487414187643,0.498855835240275,0.0526315789473684,11,60,0.0389016018306636,0.167048054919908,437,320,0.534375,117,0.598290598290598,TRUE
5__NQ_ONLY__xgb_d5__0.0500,5,NQ_ONLY,xgb_d5,5,0.05,197,0.0448849396217817,0.593908629441624,0.512690355329949,0.0812182741116751,11,57,0.0558375634517767,0.223350253807107,197,139,0.575539568345324,58,0.637931034482759,TRUE
5__NQ_ONLY__xgb_d5__0.0200,5,NQ_ONLY,xgb_d5,5,0.02,79,0.0179995443153338,0.607594936708861,0.493670886075949,0.113924050632911,11,37,0.0632911392405063,0.291139240506329,79,58,0.568965517241379,21,0.714285714285714,TRUE
5__NQ_ONLY__xgb_d5__0.0100,5,NQ_ONLY,xgb_d5,5,0.01,35,0.00797448165869218,0.628571428571429,0.485714285714286,0.142857142857143,11,25,0.0857142857142857,0.314285714285714,35,24,0.583333333333333,11,0.727272727272727,TRUE
5__NQ_ONLY__xgb_d5__0.0050,5,NQ_ONLY,xgb_d5,5,0.005,17,0.00387331966279335,0.470588235294118,0.470588235294118,0,8,13,0.117647058823529,0.529411764705882,17,11,0.454545454545455,6,0.5,TRUE
5__NQ_ES__logit__0.5000,5,NQ_ES,logit,,0.5,2166,0.493506493506494,0.521698984302863,0.526315789473684,-0.00461680517082179,11,62,0.0235457063711911,0.11449676823638,2166,1604,0.533042394014963,562,0.48932384341637,TRUE
5__NQ_ES__logit__0.2000,5,NQ_ES,logit,,0.2,879,0.200273410799727,0.535836177474403,0.55745164960182,-0.0216154721274175,11,59,0.0307167235494881,0.139931740614334,879,704,0.558238636363636,175,0.445714285714286,TRUE
5__NQ_ES__logit__0.1000,5,NQ_ES,logit,,0.1,413,0.0940988835725678,0.564164648910412,0.581113801452784,-0.0169491525423729,11,54,0.036319612590799,0.174334140435835,413,342,0.587719298245614,71,0.450704225352113,TRUE
5__NQ_ES__logit__0.0500,5,NQ_ES,logit,,0.05,199,0.0453406242879927,0.577889447236181,0.597989949748744,-0.0201005025125628,11,50,0.0552763819095477,0.21105527638191,199,175,0.6,24,0.416666666666667,TRUE
