candidate_id,horizon,feature_set,model_id,xgb_depth,target_coverage,selected_n,coverage,win_rate,baseline_wr,edge,active_weeks,unique_days,top_day_share,top5_day_share,nonoverlap_n,long_n,long_wr,short_n,short_wr,viewed_in_v5
5__NQ_ES__logit__0.0200,5,NQ_ES,logit,,0.02,70,0.0159489633173844,0.485714285714286,0.542857142857143,-0.0571428571428571,11,37,0.1,0.3,70,66,0.515151515151515,4,0,TRUE
5__NQ_ES__logit__0.0100,5,NQ_ES,logit,,0.01,29,0.00660742766005924,0.448275862068966,0.482758620689655,-0.0344827586206897,9,20,0.137931034482759,0.448275862068966,29,28,0.464285714285714,1,0,TRUE
5__NQ_ES__logit__0.0050,5,NQ_ES,logit,,0.005,14,0.00318979266347687,0.428571428571429,0.428571428571429,0,7,11,0.214285714285714,0.571428571428571,14,14,0.428571428571429,0,,TRUE
5__NQ_ES__ranger__0.5000,5,NQ_ES,ranger,,0.5,2323,0.529277739804056,0.516573396470082,0.517434352130865,-0.00086095566078347,11,62,0.0245372363323289,0.116229014205768,2323,1762,0.523269012485812,561,0.49554367201426,TRUE
5__NQ_ES__ranger__0.2000,5,NQ_ES,ranger,,0.2,897,0.204374572795625,0.539576365663322,0.526198439241917,0.0133779264214047,11,62,0.0289855072463768,0.141583054626533,897,731,0.540355677154583,166,0.536144578313253,TRUE
5__NQ_ES__ranger__0.1000,5,NQ_ES,ranger,,0.1,447,0.101845522898154,0.561521252796421,0.54586129753915,0.0156599552572707,11,62,0.0380313199105145,0.1834451901566,447,380,0.563157894736842,67,0.552238805970149,TRUE
5__NQ_ES__ranger__0.0500,5,NQ_ES,ranger,,0.05,200,0.0455684666210982,0.535,0.535,0,11,56,0.055,0.22,200,168,0.541666666666667,32,0.5,TRUE
5__NQ_ES__ranger__0.0200,5,NQ_ES,ranger,,0.02,80,0.0182273866484393,0.5375,0.5125,0.025,11,42,0.075,0.275,80,68,0.529411764705882,12,0.583333333333333,TRUE
5__NQ_ES__ranger__0.0100,5,NQ_ES,ranger,,0.01,41,0.00934153565732513,0.609756097560976,0.585365853658537,0.024390243902439,11,28,0.0731707317073171,0.317073170731707,41,34,0.617647058823529,7,0.571428571428571,TRUE
5__NQ_ES__ranger__0.0050,5,NQ_ES,ranger,,0.005,15,0.00341763499658237,0.533333333333333,0.4,0.133333333333333,9,12,0.133333333333333,0.533333333333333,15,11,0.454545454545455,4,0.75,TRUE
5__NQ_ES__xgb_d2__0.5000,5,NQ_ES,xgb_d2,2,0.5,2263,0.515607199817726,0.517454706142289,0.521873619089704,-0.00441891294741494,11,62,0.0247459125055236,0.114449845338047,2263,1699,0.527369040612125,564,0.48758865248227,TRUE
5__NQ_ES__xgb_d2__0.2000,5,NQ_ES,xgb_d2,2,0.2,937,0.213488266119845,0.548559231590181,0.544290288153682,0.00426894343649947,11,62,0.0330843116328709,0.155816435432231,937,757,0.557463672391017,180,0.511111111111111,TRUE
5__NQ_ES__xgb_d2__0.1000,5,NQ_ES,xgb_d2,2,0.1,452,0.102984734563682,0.550884955752212,0.559734513274336,-0.00884955752212389,11,62,0.0420353982300885,0.176991150442478,452,370,0.567567567567568,82,0.475609756097561,TRUE
5__NQ_ES__xgb_d2__0.0500,5,NQ_ES,xgb_d2,2,0.05,199,0.0453406242879927,0.542713567839196,0.527638190954774,0.0150753768844221,11,58,0.0603015075376884,0.226130653266332,199,164,0.542682926829268,35,0.542857142857143,TRUE
5__NQ_ES__xgb_d2__0.0200,5,NQ_ES,xgb_d2,2,0.02,86,0.0195944406470722,0.511627906976744,0.511627906976744,0,11,44,0.0813953488372093,0.267441860465116,86,74,0.513513513513514,12,0.5,TRUE
5__NQ_ES__xgb_d2__0.0100,5,NQ_ES,xgb_d2,2,0.01,34,0.0077466393255867,0.529411764705882,0.411764705882353,0.117647058823529,11,24,0.117647058823529,0.382352941176471,34,30,0.466666666666667,4,1,TRUE
5__NQ_ES__xgb_d2__0.0050,5,NQ_ES,xgb_d2,2,0.005,15,0.00341763499658237,0.6,0.4,0.2,10,12,0.133333333333333,0.533333333333333,15,12,0.5,3,1,TRUE
5__NQ_ES__xgb_d3__0.5000,5,NQ_ES,xgb_d3,3,0.5,2300,0.524037366142629,0.521304347826087,0.516521739130435,0.00478260869565217,11,62,0.0247826086956522,0.120434782608696,2300,1729,0.526315789473684,571,0.506129597197898,TRUE
5__NQ_ES__xgb_d3__0.2000,5,NQ_ES,xgb_d3,3,0.2,916,0.20870357712463,0.544759825327511,0.533842794759825,0.0109170305676856,11,62,0.0349344978165939,0.156113537117904,916,700,0.551428571428571,216,0.523148148148148,TRUE
5__NQ_ES__xgb_d3__0.1000,5,NQ_ES,xgb_d3,3,0.1,450,0.102529049897471,0.551111111111111,0.553333333333333,-0.00222222222222222,11,62,0.0466666666666667,0.202222222222222,450,345,0.568115942028986,105,0.495238095238095,TRUE
5__NQ_ES__xgb_d3__0.0500,5,NQ_ES,xgb_d3,3,0.05,204,0.0464798359535202,0.514705882352941,0.504901960784314,0.00980392156862745,11,56,0.0588235294117647,0.235294117647059,204,156,0.512820512820513,48,0.520833333333333,TRUE
5__NQ_ES__xgb_d3__0.0200,5,NQ_ES,xgb_d3,3,0.02,82,0.0186830713146503,0.573170731707317,0.475609756097561,0.0975609756097561,11,41,0.0853658536585366,0.25609756097561,82,62,0.532258064516129,20,0.7,TRUE
5__NQ_ES__xgb_d3__0.0100,5,NQ_ES,xgb_d3,3,0.01,42,0.00956937799043062,0.642857142857143,0.5,0.142857142857143,11,24,0.119047619047619,0.404761904761905,42,28,0.607142857142857,14,0.714285714285714,TRUE
5__NQ_ES__xgb_d3__0.0050,5,NQ_ES,xgb_d3,3,0.005,21,0.00478468899521531,0.619047619047619,0.523809523809524,0.0952380952380952,10,17,0.0952380952380952,0.428571428571429,21,13,0.615384615384615,8,0.625,TRUE
5__NQ_ES__xgb_d4__0.5000,5,NQ_ES,xgb_d4,4,0.5,2250,0.512645249487355,0.52,0.520444444444444,-0.000444444444444444,11,62,0.0244444444444444,0.121333333333333,2250,1665,0.527927927927928,585,0.497435897435897,TRUE
5__NQ_ES__xgb_d4__0.2000,5,NQ_ES,xgb_d4,4,0.2,889,0.202551834130782,0.53880764904387,0.537682789651294,0.00112485939257593,11,62,0.0348706411698538,0.156355455568054,889,666,0.551051051051051,223,0.502242152466368,TRUE
5__NQ_ES__xgb_d4__0.1000,5,NQ_ES,xgb_d4,4,0.1,437,0.0995670995670996,0.574370709382151,0.540045766590389,0.034324942791762,11,61,0.0526315789473684,0.20137299771167,437,326,0.576687116564417,111,0.567567567567568,TRUE
5__NQ_ES__xgb_d4__0.0500,5,NQ_ES,xgb_d4,4,0.05,208,0.0473912052859421,0.533653846153846,0.519230769230769,0.0144230769230769,11,56,0.0625,0.240384615384615,208,151,0.536423841059603,57,0.526315789473684,TRUE
5__NQ_ES__xgb_d4__0.0200,5,NQ_ES,xgb_d4,4,0.02,109,0.0248348143084985,0.532110091743119,0.532110091743119,0,11,47,0.0642201834862385,0.256880733944954,109,79,0.544303797468355,30,0.5,TRUE
5__NQ_ES__xgb_d4__0.0100,5,NQ_ES,xgb_d4,4,0.01,30,0.00683526999316473,0.5,0.566666666666667,-0.0666666666666667,11,19,0.133333333333333,0.5,30,22,0.545454545454545,8,0.375,TRUE
5__NQ_ES__xgb_d4__0.0050,5,NQ_ES,xgb_d4,4,0.005,9,0.00205058099794942,0.555555555555556,0.666666666666667,-0.111111111111111,7,9,0.111111111111111,0.555555555555556,9,6,0.666666666666667,3,0.333333333333333,TRUE
5__NQ_ES__xgb_d5__0.5000,5,NQ_ES,xgb_d5,5,0.5,2189,0.49874686716792,0.518958428506167,0.515303791685701,0.00365463682046597,11,62,0.0237551393330288,0.116034719049794,2189,1579,0.525015832805573,610,0.50327868852459,TRUE
5__NQ_ES__xgb_d5__0.2000,5,NQ_ES,xgb_d5,5,0.2,851,0.193893825472773,0.54641598119859,0.537015276145711,0.00940070505287897,11,62,0.0340775558166862,0.158636897767333,851,602,0.559800664451827,249,0.514056224899598,TRUE
5__NQ_ES__xgb_d5__0.1000,5,NQ_ES,xgb_d5,5,0.1,429,0.0977443609022556,0.55944055944056,0.522144522144522,0.0372960372960373,11,60,0.041958041958042,0.186480186480187,429,301,0.558139534883721,128,0.5625,TRUE
5__NQ_ES__xgb_d5__0.0500,5,NQ_ES,xgb_d5,5,0.05,209,0.0476190476190476,0.5311004784689,0.497607655502392,0.0334928229665072,11,54,0.0478468899521531,0.205741626794258,209,146,0.520547945205479,63,0.555555555555556,TRUE
5__NQ_ES__xgb_d5__0.0200,5,NQ_ES,xgb_d5,5,0.02,82,0.0186830713146503,0.573170731707317,0.609756097560976,-0.0365853658536585,11,40,0.0609756097560976,0.268292682926829,82,55,0.636363636363636,27,0.444444444444444,TRUE
5__NQ_ES__xgb_d5__0.0100,5,NQ_ES,xgb_d5,5,0.01,36,0.00820232399179768,0.611111111111111,0.611111111111111,0,11,26,0.0833333333333333,0.333333333333333,36,24,0.666666666666667,12,0.5,TRUE
5__NQ_ES__xgb_d5__0.0050,5,NQ_ES,xgb_d5,5,0.005,10,0.00227842333105491,0.6,0.5,0.1,6,8,0.2,0.7,10,7,0.571428571428571,3,0.666666666666667,TRUE
7__NQ_ONLY__logit__0.5000,7,NQ_ONLY,logit,,0.5,2099,0.478350045578852,0.503573130061934,0.516436398284898,-0.0128632682229633,11,62,0.0252501191043354,0.118151500714626,2099,1417,0.517995765702188,682,0.473607038123167,TRUE
7__NQ_ONLY__logit__0.2000,7,NQ_ONLY,logit,,0.2,792,0.18049225159526,0.502525252525253,0.539141414141414,-0.0366161616161616,11,59,0.0328282828282828,0.146464646464646,792,586,0.52901023890785,206,0.427184466019417,TRUE
7__NQ_ONLY__logit__0.1000,7,NQ_ONLY,logit,,0.1,377,0.0859161349134002,0.514588859416446,0.562334217506631,-0.0477453580901857,11,57,0.0344827586206897,0.16710875331565,377,297,0.548821548821549,80,0.3875,TRUE
7__NQ_ONLY__logit__0.0500,7,NQ_ONLY,logit,,0.05,182,0.0414767547857794,0.565934065934066,0.593406593406593,-0.0274725274725275,11,50,0.043956043956044,0.203296703296703,182,157,0.592356687898089,25,0.4,TRUE
7__NQ_ONLY__logit__0.0200,7,NQ_ONLY,logit,,0.02,55,0.0125341841385597,0.490909090909091,0.545454545454545,-0.0545454545454545,11,30,0.0909090909090909,0.363636363636364,55,52,0.519230769230769,3,0,TRUE
7__NQ_ONLY__logit__0.0100,7,NQ_ONLY,logit,,0.01,22,0.00501367365542388,0.5,0.545454545454545,-0.0454545454545455,9,17,0.0909090909090909,0.454545454545455,22,21,0.523809523809524,1,0,TRUE
7__NQ_ONLY__logit__0.0050,7,NQ_ONLY,logit,,0.005,12,0.00273473108477666,0.5,0.5,0,7,11,0.166666666666667,0.5,12,12,0.5,0,,TRUE
7__NQ_ONLY__ranger__0.5000,7,NQ_ONLY,ranger,,0.5,2271,0.517547857793984,0.501541171290181,0.511228533685601,-0.00968736239542052,11,62,0.0250990752972259,0.119330691325407,2271,1599,0.511569731081926,672,0.477678571428571,TRUE
7__NQ_ONLY__ranger__0.2000,7,NQ_ONLY,ranger,,0.2,898,0.20464904284412,0.50890868596882,0.501113585746102,0.00779510022271715,11,62,0.0300668151447661,0.141425389755011,898,693,0.507936507936508,205,0.51219512195122,TRUE
7__NQ_ONLY__ranger__0.1000,7,NQ_ONLY,ranger,,0.1,434,0.0989061075660893,0.516129032258065,0.532258064516129,-0.0161290322580645,11,62,0.0368663594470046,0.165898617511521,434,345,0.530434782608696,89,0.460674157303371,TRUE
7__NQ_ONLY__ranger__0.0500,7,NQ_ONLY,ranger,,0.05,202,0.0460346399270738,0.50990099009901,0.51980198019802,-0.0099009900990099,11,58,0.0495049504950495,0.198019801980198,202,166,0.518072289156627,36,0.472222222222222,TRUE
7__NQ_ONLY__ranger__0.0200,7,NQ_ONLY,ranger,,0.02,77,0.0175478577939836,0.571428571428571,0.51948051948052,0.051948051948052,11,46,0.0649350649350649,0.246753246753247,77,65,0.553846153846154,12,0.666666666666667,TRUE
7__NQ_ONLY__ranger__0.0100,7,NQ_ONLY,ranger,,0.01,46,0.0104831358249772,0.608695652173913,0.565217391304348,0.0434782608695652,11,32,0.0652173913043478,0.239130434782609,46,40,0.6,6,0.666666666666667,TRUE
7__NQ_ONLY__ranger__0.0050,7,NQ_ONLY,ranger,,0.005,22,0.00501367365542388,0.590909090909091,0.5,0.0909090909090909,9,16,0.136363636363636,0.5,22,18,0.555555555555556,4,0.75,TRUE
7__NQ_ONLY__xgb_d2__0.5000,7,NQ_ONLY,xgb_d2,2,0.5,2222,0.506381039197812,0.502250225022502,0.508550855085509,-0.0063006300630063,11,62,0.0247524752475248,0.118811881188119,2222,1536,0.510416666666667,686,0.48396501457726,TRUE
7__NQ_ONLY__xgb_d2__0.2000,7,NQ_ONLY,xgb_d2,2,0.2,869,0.198040109389243,0.514384349827388,0.50517836593786,0.00920598388952819,11,62,0.0322209436133487,0.148446490218642,869,678,0.514749262536873,191,0.513089005235602,TRUE
7__NQ_ONLY__xgb_d2__0.1000,7,NQ_ONLY,xgb_d2,2,0.1,427,0.0973108477666363,0.494145199063232,0.526932084309134,-0.0327868852459016,11,62,0.0351288056206089,0.159250585480094,427,355,0.512676056338028,72,0.402777777777778,TRUE
7__NQ_ONLY__xgb_d2__0.0500,7,NQ_ONLY,xgb_d2,2,0.05,208,0.0474020054694622,0.504807692307692,0.528846153846154,-0.0240384615384615,11,60,0.0480769230769231,0.192307692307692,208,185,0.518918918918919,23,0.391304347826087,TRUE
7__NQ_ONLY__xgb_d2__0.0200,7,NQ_ONLY,xgb_d2,2,0.02,83,0.0189152233363719,0.493975903614458,0.506024096385542,-0.0120481927710843,10,45,0.072289156626506,0.253012048192771,83,80,0.5,3,0.333333333333333,TRUE
7__NQ_ONLY__xgb_d2__0.0100,7,NQ_ONLY,xgb_d2,2,0.01,40,0.00911577028258888,0.55,0.575,-0.025,10,31,0.075,0.3,40,39,0.564102564102564,1,0,TRUE
7__NQ_ONLY__xgb_d2__0.0050,7,NQ_ONLY,xgb_d2,2,0.005,15,0.00341841385597083,0.6,0.6,0,6,13,0.133333333333333,0.466666666666667,15,15,0.6,0,,TRUE
7__NQ_ONLY__xgb_d3__0.5000,7,NQ_ONLY,xgb_d3,3,0.5,2214,0.504557885141294,0.502258355916893,0.504065040650406,-0.001806684733514,11,62,0.026196928635953,0.124661246612466,2214,1528,0.507198952879581,686,0.491253644314869,TRUE
7__NQ_ONLY__xgb_d3__0.2000,7,NQ_ONLY,xgb_d3,3,0.2,878,0.200091157702826,0.52619589977221,0.514806378132119,0.0113895216400911,11,62,0.030751708428246,0.149202733485194,878,639,0.530516431924883,239,0.514644351464435,TRUE
7__NQ_ONLY__xgb_d3__0.1000,7,NQ_ONLY,xgb_d3,3,0.1,440,0.100273473108478,0.5,0.520454545454546,-0.0204545454545455,11,62,0.0363636363636364,0.170454545454545,440,337,0.513353115727003,103,0.456310679611651,TRUE
7__NQ_ONLY__xgb_d3__0.0500,7,NQ_ONLY,xgb_d3,3,0.05,215,0.0489972652689152,0.47906976744186,0.516279069767442,-0.0372093023255814,11,58,0.0558139534883721,0.195348837209302,215,171,0.497076023391813,44,0.409090909090909,TRUE
7__NQ_ONLY__xgb_d3__0.0200,7,NQ_ONLY,xgb_d3,3,0.02,78,0.0177757520510483,0.525641025641026,0.512820512820513,0.0128205128205128,10,43,0.0512820512820513,0.217948717948718,78,65,0.523076923076923,13,0.538461538461538,TRUE
7__NQ_ONLY__xgb_d3__0.0100,7,NQ_ONLY,xgb_d3,3,0.01,42,0.00957155879671832,0.547619047619048,0.547619047619048,0,10,30,0.0714285714285714,0.30952380952381,42,38,0.552631578947369,4,0.5,TRUE
7__NQ_ONLY__xgb_d3__0.0050,7,NQ_ONLY,xgb_d3,3,0.005,22,0.00501367365542388,0.590909090909091,0.636363636363636,-0.0454545454545455,8,18,0.0909090909090909,0.409090909090909,22,21,0.619047619047619,1,0,TRUE
7__NQ_ONLY__xgb_d4__0.5000,7,NQ_ONLY,xgb_d4,4,0.5,2186,0.498176845943482,0.506861848124428,0.511436413540714,-0.00457456541628545,11,62,0.0260750228728271,0.123055809698079,2186,1507,0.515593895155939,679,0.487481590574374,TRUE
7__NQ_ONLY__xgb_d4__0.2000,7,NQ_ONLY,xgb_d4,4,0.2,839,0.191203281677302,0.536352800953516,0.519666269368296,0.0166865315852205,11,62,0.0369487485101311,0.158522050059595,839,599,0.540901502504174,240,0.525,TRUE
7__NQ_ONLY__xgb_d4__0.1000,7,NQ_ONLY,xgb_d4,4,0.1,407,0.0927529626253418,0.533169533169533,0.542997542997543,-0.00982800982800983,11,62,0.0368550368550369,0.164619164619165,407,295,0.552542372881356,112,0.482142857142857,TRUE
7__NQ_ONLY__xgb_d4__0.0500,7,NQ_ONLY,xgb_d4,4,0.05,212,0.0483135824977211,0.495283018867925,0.514150943396226,-0.0188679245283019,11,60,0.0424528301886792,0.212264150943396,212,154,0.506493506493507,58,0.46551724137931,TRUE
7__NQ_ONLY__xgb_d4__0.0200,7,NQ_ONLY,xgb_d4,4,0.02,82,0.0186873290793072,0.51219512195122,0.5,0.0121951219512195,11,44,0.0609756097560976,0.207317073170732,82,61,0.508196721311475,21,0.523809523809524,TRUE
7__NQ_ONLY__xgb_d4__0.0100,7,NQ_ONLY,xgb_d4,4,0.01,42,0.00957155879671832,0.571428571428571,0.571428571428571,0,11,28,0.0714285714285714,0.285714285714286,42,32,0.59375,10,0.5,TRUE
7__NQ_ONLY__xgb_d4__0.0050,7,NQ_ONLY,xgb_d4,4,0.005,22,0.00501367365542388,0.545454545454545,0.590909090909091,-0.0454545454545455,11,18,0.0909090909090909,0.409090909090909,22,17,0.588235294117647,5,0.4,TRUE
7__NQ_ONLY__xgb_d5__0.5000,7,NQ_ONLY,xgb_d5,5,0.5,2175,0.49567000911577,0.513103448275862,0.508045977011494,0.00505747126436782,11,62,0.024367816091954,0.117701149425287,2175,1459,0.518163125428376,716,0.502793296089386,TRUE
7__NQ_ONLY__xgb_d5__0.2000,7,NQ_ONLY,xgb_d5,5,0.2,886,0.201914311759344,0.540632054176072,0.522573363431151,0.018058690744921,11,62,0.0338600451467269,0.148984198645598,886,628,0.544585987261146,258,0.531007751937985,TRUE
7__NQ_ONLY__xgb_d5__0.1000,7,NQ_ONLY,xgb_d5,5,0.1,408,0.0929808568824066,0.529411764705882,0.524509803921569,0.00490196078431373,11,62,0.0441176470588235,0.198529411764706,408,288,0.538194444444445,120,0.508333333333333,TRUE
7__NQ_ONLY__xgb_d5__0.0500,7,NQ_ONLY,xgb_d5,5,0.05,199,0.0453509571558797,0.512562814070352,0.537688442211055,-0.0251256281407035,11,57,0.0552763819095477,0.226130653266332,199,138,0.536231884057971,61,0.459016393442623,TRUE
7__NQ_ONLY__xgb_d5__0.0200,7,NQ_ONLY,xgb_d5,5,0.02,84,0.0191431175934366,0.5,0.511904761904762,-0.0119047619047619,11,42,0.0714285714285714,0.285714285714286,84,53,0.509433962264151,31,0.483870967741936,TRUE
7__NQ_ONLY__xgb_d5__0.0100,7,NQ_ONLY,xgb_d5,5,0.01,41,0.0093436645396536,0.51219512195122,0.51219512195122,0,11,30,0.0975609756097561,0.317073170731707,41,23,0.521739130434783,18,0.5,TRUE
7__NQ_ONLY__xgb_d5__0.0050,7,NQ_ONLY,xgb_d5,5,0.005,18,0.004102096627165,0.444444444444444,0.555555555555556,-0.111111111111111,10,16,0.111111111111111,0.388888888888889,18,10,0.5,8,0.375,TRUE
7__NQ_ES__logit__0.5000,7,NQ_ES,logit,,0.5,2068,0.471285323609845,0.50531914893617,0.5178916827853,-0.0125725338491296,11,62,0.0251450676982592,0.119439071566731,2068,1368,0.52046783625731,700,0.475714285714286,TRUE
7__NQ_ES__logit__0.2000,7,NQ_ES,logit,,0.2,767,0.174794895168642,0.509778357235984,0.546284224250326,-0.0365058670143416,11,60,0.0325945241199479,0.151238591916558,767,567,0.53968253968254,200,0.425,TRUE
7__NQ_ES__logit__0.1000,7,NQ_ES,logit,,0.1,368,0.0838650865998177,0.510869565217391,0.557065217391304,-0.046195652173913,11,55,0.0407608695652174,0.184782608695652,368,280,0.546428571428571,88,0.397727272727273,TRUE
7__NQ_ES__logit__0.0500,7,NQ_ES,logit,,0.05,169,0.038514129443938,0.532544378698225,0.585798816568047,-0.0532544378698225,11,50,0.0532544378698225,0.218934911242604,169,140,0.571428571428571,29,0.344827586206897,TRUE
7__NQ_ES__logit__0.0200,7,NQ_ES,logit,,0.02,51,0.0116226071103008,0.549019607843137,0.607843137254902,-0.0588235294117647,11,29,0.0980392156862745,0.333333333333333,51,48,0.583333333333333,3,0,TRUE
7__NQ_ES__logit__0.0100,7,NQ_ES,logit,,0.01,26,0.00592525068368277,0.538461538461538,0.538461538461538,0,9,20,0.0769230769230769,0.384615384615385,26,26,0.538461538461538,0,,TRUE
7__NQ_ES__logit__0.0050,7,NQ_ES,logit,,0.005,14,0.00319051959890611,0.571428571428571,0.571428571428571,0,7,12,0.142857142857143,0.5,14,14,0.571428571428571,0,,TRUE
7__NQ_ES__ranger__0.5000,7,NQ_ES,ranger,,0.5,2254,0.513673655423883,0.500887311446318,0.510647737355812,-0.00976042590949423,11,62,0.0252883762200532,0.119787045252884,2254,1586,0.509457755359395,668,0.480538922155689,TRUE
7__NQ_ES__ranger__0.2000,7,NQ_ES,ranger,,0.2,903,0.205788514129444,0.504983388704319,0.513842746400886,-0.008859357696567,11,62,0.0287929125138427,0.137320044296788,903,711,0.513361462728551,192,0.473958333333333,TRUE
7__NQ_ES__ranger__0.1000,7,NQ_ES,ranger,,0.1,414,0.0943482224247949,0.536231884057971,0.550724637681159,-0.0144927536231884,11,62,0.036231884057971,0.164251207729469,414,342,0.552631578947369,72,0.458333333333333,TRUE
7__NQ_ES__ranger__0.0500,7,NQ_ES,ranger,,0.05,198,0.045123062898815,0.52020202020202,0.525252525252525,-0.00505050505050505,11,59,0.0505050505050505,0.191919191919192,198,169,0.526627218934911,29,0.482758620689655,TRUE
7__NQ_ES__ranger__0.0200,7,NQ_ES,ranger,,0.02,85,0.0193710118505014,0.517647058823529,0.494117647058824,0.0235294117647059,11,46,0.0823529411764706,0.235294117647059,85,75,0.506666666666667,10,0.6,TRUE
7__NQ_ES__ranger__0.0100,7,NQ_ES,ranger,,0.01,51,0.0116226071103008,0.568627450980392,0.568627450980392,0,11,36,0.117647058823529,0.313725490196078,51,45,0.577777777777778,6,0.5,TRUE
7__NQ_ES__ranger__0.0050,7,NQ_ES,ranger,,0.005,21,0.00478577939835916,0.619047619047619,0.571428571428571,0.0476190476190476,10,18,0.0952380952380952,0.380952380952381,21,18,0.611111111111111,3,0.666666666666667,TRUE
7__NQ_ES__xgb_d2__0.5000,7,NQ_ES,xgb_d2,2,0.5,2214,0.504557885141294,0.507226738934056,0.508130081300813,-0.000903342366757001,11,62,0.026196928635953,0.119692863595303,2214,1519,0.513495720868993,695,0.493525179856115,TRUE
7__NQ_ES__xgb_d2__0.2000,7,NQ_ES,xgb_d2,2,0.2,897,0.204421148587056,0.520624303232999,0.511705685618729,0.00891861761426979,11,62,0.0379041248606466,0.157190635451505,897,695,0.523741007194245,202,0.50990099009901,TRUE
7__NQ_ES__xgb_d2__0.1000,7,NQ_ES,xgb_d2,2,0.1,444,0.101185050136737,0.5,0.529279279279279,-0.0292792792792793,11,62,0.0382882882882883,0.168918918918919,444,372,0.518817204301075,72,0.402777777777778,TRUE
7__NQ_ES__xgb_d2__0.0500,7,NQ_ES,xgb_d2,2,0.05,222,0.0505925250683683,0.513513513513514,0.504504504504505,0.00900900900900901,11,58,0.0495495495495496,0.193693693693694,222,200,0.51,22,0.545454545454545,TRUE
7__NQ_ES__xgb_d2__0.0200,7,NQ_ES,xgb_d2,2,0.02,81,0.0184594348222425,0.469135802469136,0.444444444444444,0.0246913580246914,10,41,0.0864197530864198,0.283950617283951,81,77,0.454545454545455,4,0.75,TRUE
7__NQ_ES__xgb_d2__0.0100,7,NQ_ES,xgb_d2,2,0.01,42,0.00957155879671832,0.5,0.452380952380952,0.0476190476190476,10,30,0.0952380952380952,0.333333333333333,42,40,0.475,2,1,TRUE
7__NQ_ES__xgb_d2__0.0050,7,NQ_ES,xgb_d2,2,0.005,21,0.00478577939835916,0.428571428571429,0.428571428571429,0,7,16,0.142857142857143,0.476190476190476,21,21,0.428571428571429,0,,TRUE
7__NQ_ES__xgb_d3__0.5000,7,NQ_ES,xgb_d3,3,0.5,2257,0.514357338195078,0.507753655294639,0.499778466991582,0.00797518830305716,11,62,0.0248116969428445,0.119627824545857,2257,1527,0.507531106745252,730,0.508219178082192,TRUE
7__NQ_ES__xgb_d3__0.2000,7,NQ_ES,xgb_d3,3,0.2,912,0.207839562443026,0.524122807017544,0.521929824561403,0.00219298245614035,11,62,0.0361842105263158,0.153508771929825,912,663,0.535444947209653,249,0.493975903614458,TRUE
7__NQ_ES__xgb_d3__0.1000,7,NQ_ES,xgb_d3,3,0.1,458,0.104375569735643,0.526200873362445,0.528384279475983,-0.00218340611353712,11,62,0.0414847161572052,0.189956331877729,458,353,0.535410764872521,105,0.495238095238095,TRUE
7__NQ_ES__xgb_d3__0.0500,7,NQ_ES,xgb_d3,3,0.05,227,0.0517319963536919,0.519823788546256,0.519823788546256,0,11,61,0.052863436123348,0.202643171806167,227,181,0.524861878453039,46,0.5,TRUE
7__NQ_ES__xgb_d3__0.0200,7,NQ_ES,xgb_d3,3,0.02,77,0.0175478577939836,0.493506493506494,0.454545454545455,0.038961038961039,11,39,0.0909090909090909,0.337662337662338,77,64,0.46875,13,0.615384615384615,TRUE
7__NQ_ES__xgb_d3__0.0100,7,NQ_ES,xgb_d3,3,0.01,38,0.00865998176845944,0.5,0.473684210526316,0.0263157894736842,11,27,0.0789473684210526,0.368421052631579,38,29,0.482758620689655,9,0.555555555555556,TRUE
7__NQ_ES__xgb_d3__0.0050,7,NQ_ES,xgb_d3,3,0.005,20,0.00455788514129444,0.45,0.4,0.05,9,16,0.15,0.45,20,15,0.4,5,0.6,TRUE
7__NQ_ES__xgb_d4__0.5000,7,NQ_ES,xgb_d4,4,0.5,2232,0.508659981768459,0.502240143369176,0.506272401433692,-0.00403225806451613,11,62,0.0268817204301075,0.122311827956989,2232,1515,0.508250825082508,717,0.489539748953975,TRUE
7__NQ_ES__xgb_d4__0.2000,7,NQ_ES,xgb_d4,4,0.2,900,0.20510483135825,0.541111111111111,0.531111111111111,0.01,11,62,0.0344444444444444,0.158888888888889,900,645,0.551937984496124,255,0.513725490196078,TRUE
7__NQ_ES__xgb_d4__0.1000,7,NQ_ES,xgb_d4,4,0.1,447,0.101868732907931,0.514541387024609,0.534675615212528,-0.0201342281879195,11,62,0.0469798657718121,0.192393736017897,447,325,0.535384615384615,122,0.459016393442623,TRUE
7__NQ_ES__xgb_d4__0.0500,7,NQ_ES,xgb_d4,4,0.05,229,0.0521877848678213,0.48471615720524,0.510917030567686,-0.0262008733624454,11,61,0.0567685589519651,0.231441048034935,229,170,0.5,59,0.440677966101695,TRUE
7__NQ_ES__xgb_d4__0.0200,7,NQ_ES,xgb_d4,4,0.02,83,0.0189152233363719,0.493975903614458,0.469879518072289,0.0240963855421687,11,44,0.072289156626506,0.289156626506024,83,65,0.476923076923077,18,0.555555555555556,TRUE
7__NQ_ES__xgb_d4__0.0100,7,NQ_ES,xgb_d4,4,0.01,43,0.00979945305378305,0.488372093023256,0.488372093023256,0,11,28,0.116279069767442,0.348837209302326,43,35,0.485714285714286,8,0.5,TRUE
