candidate_id,horizon,feature_set,model_id,xgb_depth,target_coverage,selected_n,wins,overall_wr,base_wins,overall_baseline_wr,overall_edge,total_nonoverlap_n,nonoverlap_fraction,avg_active_weeks_full,min_active_weeks_full,folds_over_50,full_years_over_50,min_full_year_wr,max_full_year_wr,max_top_day_share_all,max_top5_day_share_all,max_top5_day_share_full,long_n,long_wins,long_wr,short_n,short_wins,short_wr,mean_actual_coverage,temporal_ok,persistence_ok,wr_block_lower,wr_block_upper,edge_block_lower,edge_block_upper,statistically_robust
7__NQ_ES__xgb_d4__0.1000,7,NQ_ES,xgb_d4,4,0.1,7132,3882,0.544307347167695,3642,0.510656197420079,0.0336511497476164,7132,1,52.6666666666667,52,4,3,0.54018048990116,0.550974173085637,0.0469798657718121,0.192393736017897,0.0394200271862256,4787,2608,0.544808857321914,2345,1274,0.543283582089552,0.102994281107876,TRUE,TRUE,0.533615253212461,0.554821675287928,0.0213992055653389,0.0455870098708727,TRUE
7__NQ_ONLY__xgb_d2__0.0050,7,NQ_ONLY,xgb_d2,2,0.005,340,199,0.585294117647059,157,0.461764705882353,0.123529411764706,340,1,44.6666666666667,43,4,3,0.541666666666667,0.62962962962963,0.133333333333333,0.466666666666667,0.138888888888889,195,107,0.548717948717949,145,92,0.63448275862069,0.00462231926873211,TRUE,TRUE,0.533522837706511,0.637729712987817,0.0565189701226751,0.197103943850267,TRUE
5__NQ_ES__ranger__0.0500,5,NQ_ES,ranger,,0.05,3769,2076,0.55080923321836,1977,0.524542318917485,0.0262669143008756,3769,1,52.6666666666667,52,4,3,0.531017369727047,0.56420233463035,0.055,0.22,0.0495495495495496,3048,1671,0.548228346456693,721,405,0.561719833564494,0.0527752513560103,TRUE,TRUE,0.533456753310949,0.567272402061668,0.0104887226502823,0.0400878716607942,TRUE
1__NQ_ES__xgb_d2__0.1000,1,NQ_ES,xgb_d2,2,0.1,7039,3838,0.545247904531894,3441,0.48884784770564,0.0564000568262537,7039,1,52.6666666666667,52,4,3,0.541176470588235,0.550411077455647,0.037117903930131,0.15938864628821,0.0383495145631068,4277,2309,0.539864390928221,2762,1529,0.553584359160029,0.102310305244271,TRUE,TRUE,0.533295921068344,0.557153761820974,0.039597543733551,0.0725837213101364,TRUE
5__NQ_ONLY__xgb_d4__0.1000,5,NQ_ONLY,xgb_d4,4,0.1,6993,3812,0.545116545116545,3587,0.512941512941513,0.0321750321750322,6993,1,52.6666666666667,52,4,3,0.532575426322694,0.551951104842501,0.045662100456621,0.189497716894977,0.045037166593791,4833,2638,0.545830746948066,2160,1174,0.543518518518519,0.100927675811131,TRUE,TRUE,0.532953417772259,0.557802563622444,0.0181776907151655,0.0464073405377444,TRUE
7__NQ_ONLY__ranger__0.2000,7,NQ_ONLY,ranger,,0.2,14614,7911,0.541330231285069,7556,0.517038456274805,0.0242917750102641,14614,1,52.6666666666667,52,4,3,0.541657050542349,0.544816522959695,0.0300668151447661,0.141425389755011,0.0320746132848044,10941,5925,0.541540992596655,3673,1986,0.540702423087395,0.210324358147836,TRUE,TRUE,0.532924453885296,0.550127402058729,0.0154041533089875,0.0326903797714734,TRUE
1__NQ_ES__xgb_d2__0.2000,1,NQ_ES,xgb_d2,2,0.2,14021,7582,0.54076028813922,6834,0.487411739533557,0.0533485486056629,14021,1,52.6666666666667,52,4,3,0.535791757049892,0.545433526011561,0.0289079229122056,0.134903640256959,0.0318148951554592,8564,4581,0.534913591779542,5457,3001,0.549935862195345,0.204767777114452,TRUE,TRUE,0.53252109736755,0.548466547555085,0.0430928691125182,0.0633532223905554,TRUE
5__NQ_ONLY__ranger__0.1000,5,NQ_ONLY,ranger,,0.1,7347,4006,0.545256567306384,3837,0.522253981216823,0.0230025860895604,7347,1,52.6666666666667,52,4,3,0.524496937882765,0.556713426853707,0.0389016018306636,0.183066361556064,0.0396793587174349,5636,3079,0.546309439318666,1711,927,0.541788427819988,0.105021163907605,TRUE,TRUE,0.532416081254588,0.557006364049605,0.0124144230584176,0.0342048795594293,TRUE
7__NQ_ES__xgb_d3__0.2000,7,NQ_ES,xgb_d3,3,0.2,14120,7631,0.540439093484419,7222,0.511473087818697,0.0289660056657224,14120,1,52.6666666666667,52,4,3,0.536145952109464,0.547875852960599,0.0361842105263158,0.153508771929825,0.0325775918996258,9911,5354,0.540207849863788,4209,2277,0.540983606557377,0.205185836957264,TRUE,TRUE,0.532320771583299,0.548023550064143,0.0199581578408944,0.0376574062590151,TRUE
5__NQ_ES__xgb_d2__0.0500,5,NQ_ES,xgb_d2,2,0.05,3624,1995,0.550496688741722,1881,0.519039735099338,0.0314569536423841,3624,1,52.6666666666667,52,4,3,0.542929292929293,0.556580050293378,0.0603015075376884,0.226130653266332,0.0502933780385583,2813,1538,0.546747244934234,811,457,0.563501849568434,0.0510391438523044,TRUE,TRUE,0.532298676348253,0.567277183691451,0.0162794082582459,0.0480094735047657,TRUE
1__NQ_ONLY__xgb_d4__0.2000,1,NQ_ONLY,xgb_d4,4,0.2,14233,7684,0.539872128152884,6889,0.484016019110518,0.0558561090423663,14233,1,52.6666666666667,52,4,3,0.528531337698784,0.549691423707172,0.0285714285714286,0.136,0.0315715622076707,8597,4573,0.531929742933582,5636,3111,0.551987224982257,0.204538559698101,TRUE,TRUE,0.531885181791793,0.54800800660526,0.0444682095997096,0.0661630427867475,TRUE
7__NQ_ONLY__logit__0.2000,7,NQ_ONLY,logit,,0.2,13636,7368,0.540334408917571,7090,0.519947198591963,0.0203872103256087,13636,1,52.6666666666667,52,4,3,0.541284403669725,0.544231646146831,0.0328282828282828,0.146464646464646,0.0417236662106703,9399,5135,0.546334716459198,4237,2233,0.527023837620958,0.194084229415465,TRUE,TRUE,0.531800910526976,0.549107800392925,0.011399527301541,0.030225460338392,TRUE
5__NQ_ES__xgb_d5__0.0500,5,NQ_ES,xgb_d5,5,0.05,3392,1868,0.550707547169811,1702,0.501768867924528,0.048938679245283,3392,1,52.6666666666667,52,4,3,0.546289211935731,0.564668769716088,0.0478468899521531,0.205741626794258,0.0648648648648649,2217,1207,0.544429409111412,1175,661,0.562553191489362,0.0487549638556472,TRUE,TRUE,0.531763526595558,0.567765579187022,0.0279455127493355,0.0700069195045125,TRUE
5__NQ_ES__xgb_d4__0.1000,5,NQ_ES,xgb_d4,4,0.1,7098,3858,0.543533389687236,3586,0.505212735981967,0.0383206537052691,7098,1,52.6666666666667,52,4,3,0.539568345323741,0.542897327707454,0.0526315789473684,0.20137299771167,0.0407876230661041,4875,2628,0.539076923076923,2223,1230,0.553306342780027,0.102091206813812,TRUE,TRUE,0.531748032407369,0.556071027375817,0.0238045617823286,0.0522109858069273,TRUE
1__NQ_ES__xgb_d4__0.1000,1,NQ_ES,xgb_d4,4,0.1,7081,3840,0.542296285835334,3393,0.479169608812315,0.0631266770230193,7081,1,52.6666666666667,52,4,3,0.531024531024531,0.55807743658211,0.0313199105145414,0.152125279642058,0.0394420394420394,3885,2076,0.534362934362934,3196,1764,0.551939924906133,0.10229387901852,TRUE,TRUE,0.531691150759241,0.553289508620504,0.0468041649216566,0.0792563518449102,TRUE
7__NQ_ES__xgb_d4__0.2000,7,NQ_ES,xgb_d4,4,0.2,14089,7596,0.539144013059834,7183,0.509830364113848,0.0293136489459862,14089,1,52.6666666666667,52,4,3,0.530450953045095,0.549006168608636,0.0344444444444444,0.158888888888889,0.0328992460589445,9628,5191,0.539156626506024,4461,2405,0.539116789957409,0.204248664356468,TRUE,TRUE,0.531499681323103,0.546788651846926,0.0201967409946157,0.0380566389470088,TRUE
5__NQ_ES__logit__0.2000,5,NQ_ES,logit,,0.2,13295,7175,0.53967657013915,6860,0.515983452425724,0.0236931177134261,13295,1,52.6666666666667,52,4,3,0.532447397563677,0.544864864864865,0.0307167235494881,0.139931740614334,0.0389811738648948,9218,5005,0.542959427207637,4077,2170,0.532254108413049,0.193929512386221,TRUE,TRUE,0.531478212618108,0.54851487349926,0.0148189858561999,0.0338498471420106,TRUE
7__NQ_ES__ranger__0.2000,7,NQ_ES,ranger,,0.2,14525,7836,0.539483648881239,7492,0.515800344234079,0.0236833046471601,14525,1,52.6666666666667,52,4,3,0.536304003619091,0.546940486169321,0.0287929125138427,0.137320044296788,0.0349958088851635,10875,5867,0.539494252873563,3650,1969,0.539452054794521,0.209498337544619,TRUE,TRUE,0.531468604076646,0.547769058592264,0.0156931695802444,0.0318274498482331,TRUE
5__NQ_ONLY__xgb_d2__0.0500,5,NQ_ONLY,xgb_d2,2,0.05,3621,1979,0.546534106600387,1860,0.513670256835129,0.0328638497652582,3621,1,52.6666666666667,52,4,3,0.519317160826595,0.563079777365492,0.05,0.211111111111111,0.048,2700,1466,0.542962962962963,921,513,0.55700325732899,0.0501605850012325,TRUE,TRUE,0.53143991656821,0.56364365911564,0.0161145820170836,0.050526257479611,TRUE
7__NQ_ONLY__xgb_d2__0.2000,7,NQ_ONLY,xgb_d2,2,0.2,14326,7726,0.53929917632277,7405,0.516892363534832,0.022406812787938,14326,1,52.6666666666667,52,4,3,0.535465924895688,0.546540880503145,0.0322209436133487,0.148446490218642,0.0335429769392034,10668,5764,0.540307461567304,3658,1962,0.536358665937671,0.205649528715784,TRUE,TRUE,0.531414879273946,0.547516280268577,0.0144021009277487,0.0306535022005806,TRUE
7__NQ_ONLY__xgb_d4__0.2000,7,NQ_ONLY,xgb_d4,4,0.2,13877,7487,0.539525834114002,7099,0.511565900410752,0.02795993370325,13877,1,52.6666666666667,52,4,3,0.530946065428824,0.550861458579183,0.0369487485101311,0.158522050059595,0.0347038019451813,9768,5269,0.539414414414414,4109,2218,0.539790703334145,0.199004963999979,TRUE,TRUE,0.531413771122955,0.548139077854416,0.0185936989510117,0.0366234690178984,TRUE
7__NQ_ONLY__xgb_d5__0.0500,7,NQ_ONLY,xgb_d5,5,0.05,3450,1891,0.548115942028986,1733,0.50231884057971,0.0457971014492754,3450,1,52.6666666666667,52,4,3,0.538091419406576,0.567316620241411,0.0552763819095477,0.226130653266332,0.0571736785329018,2245,1217,0.542093541202673,1205,674,0.559336099585062,0.0490108446424095,TRUE,TRUE,0.531303084911087,0.563966371809917,0.0255060365021752,0.0657478894158775,TRUE
