horizon_min,model,tau,n,wins,base_wins_selected,full_n,full_model_wins,full_base_wins,n_long,long_wins,n_short,short_wins,win_rate,selected_baseline_win_rate,full_model_win_rate,full_baseline_win_rate,selected_directional_edge,selection_gain_vs_full_baseline,coverage,long_win_rate,short_win_rate
2,Full,0.1,1985,997,946,153555,78726,77252,584,266,1401,731,0.502267002518892,0.476574307304786,0.512689264432939,0.503090098010485,0.0256926952141058,-0.000823095491593207,0.0129269642798997,0.455479452054795,0.521770164168451
2,Full,0.15,583,298,279,149803,76746,75368,117,55,466,243,0.51114922813036,0.478559176672384,0.512312837526618,0.503114089837987,0.032590051457976,0.00803513829237301,0.00389177786826699,0.47008547008547,0.521459227467811
2,Calendar-only,0.075,384,208,208,123357,61614,62072,286,159,98,49,0.541666666666667,0.541666666666667,0.499477127362047,0.503189928419141,0,0.0384767382475254,0.00311291617014032,0.555944055944056,0.5
2,Calendar-only,0.1,44,21,21,18129,9026,9209,44,21,0,0,0.477272727272727,0.477272727272727,0.497876330740802,0.507970654752055,0,-0.0306979274793274,0.00242705058194054,0.477272727272727,
3,Calendar-only,0,154537,77310,77341,154537,77310,77341,79251,39945,75286,37365,0.500268544102707,0.500469143311958,0.500268544102707,0.500469143311958,-0.000200599209250862,-0.000200599209250862,1,0.504031494870727,0.496307414393114
3,Calendar-only,0.025,40655,20420,20279,154537,77310,77341,20591,10381,20064,10039,0.502275242897553,0.498807034805067,0.500268544102707,0.500469143311958,0.00346820809248549,0.00180609958559486,0.263076156519151,0.504152299548346,0.500348883572568
3,Calendar-only,0.05,6341,3269,3173,154537,77310,77341,2859,1479,3482,1790,0.515533827472008,0.500394259580508,0.500268544102707,0.500469143311958,0.0151395678914998,0.0150646841600499,0.0410322447051515,0.517313746065058,0.514072372199885
3,Market-state,0,154537,79359,77341,154537,79359,77341,93210,47949,61327,31410,0.513527504739965,0.500469143311958,0.513527504739965,0.500469143311958,0.0130583614280075,0.0130583614280075,1,0.514419053749598,0.512172452590213
3,Market-state,0.025,26888,14067,13663,154537,79359,77341,12618,6634,14270,7433,0.523170187444213,0.508144897351979,0.513527504739965,0.500469143311958,0.0150252900922345,0.0227010441322554,0.173990694785068,0.525756855286099,0.520882971268395
3,Market-state,0.05,8600,4423,4362,154537,79359,77341,3631,1829,4969,2594,0.514302325581395,0.507209302325581,0.513527504739965,0.500469143311958,0.00709302325581396,0.0138331822694376,0.0556501032115286,0.503717984026439,0.522036627087945
